id	length	midBlast_Ctrl_rep1	midBlast_Ctrl_rep2	midBlast_Ctrl_rep3	midBlast_siTfap2c_rep1	midBlast_siTfap2c_rep2	midBlast_siTfap2c_rep3
Ndufab1	800	920	1013	948	924	1098	738
Ndufaf1	1451	191	232	233	118	138	153
Ndufaf2	680	232	341	328	104	119	204
Ndufaf3	1067	93	122	178	69	121	55
Ndufaf4	3632	488	572	675	246	347	295
Ndufaf5	2732	60	80	56	62	83	50
Ndufaf6	1082	144	145	145	116	135	115
Ndufaf7	2303	209	259	316	242	385	246
Ndufb10	635	1080	1306	1189	578	655	536
Ndufb11	853	514	528	577	392	408	396
Ndufb2	455	131	246	153	93	148	163
Ndufb3	532	171	193	231	127	158	186
Ndufb4	454	619	812	692	675	715	529
Ndufb5	999	532	654	564	331	326	392
Ndufb6	534	262	321	370	336	391	267
Ndufb7	533	577	857	679	476	627	668
Ndufb8	641	569	703	664	285	266	274
Ndufb9	651	767	963	828	464	569	659
Ndufc1	414	483	688	673	400	570	790
Ndufc2	681	301	469	358	271	319	419
Ndufs1	2927	1845	2569	2336	1557	1560	1378
Ndufs2	1606	1634	1715	1837	1032	1034	832
Ndufs3	940	657	870	828	446	549	396
Ndufs4	1534	1068	1421	1279	776	740	776
Ndufs5	509	0	0	0	0	0	0
Ndufs6	567	375	363	348	165	244	163
Ndufs7	758	1434	1466	1778	1054	1164	831
Ndufs8	1027	734	776	854	438	541	553
Ndufv1	1608	1015	1348	1349	815	870	785
Ndufv2	1637	1369	1599	1682	1081	1455	1413
Ndufv3	1579	548	587	677	311	291	314
Neat1	20771	1786	2084	2340	2973	3235	1694
Neb	22489	421	426	469	352	473	303
Nebl	2980	0	0	4	6	10	24
Necab1	4922	10	0	0	2	10	41
Necab2	1971	114	75	73	43	33	27
Necab3	1810	86	81	80	66	126	64
Necap1	2393	1440	1758	1968	1526	1676	1246
Necap2	1894	1229	1439	1289	866	1082	444
Nedd1	3533	857	1055	1041	614	718	666
Nedd4	5494	1669	2154	1402	481	421	404
Nedd4l	8626	6054	6774	7006	4311	4740	3020
Nedd8	602	1416	1809	1857	1025	1221	1263
Nedd9	4752	37	76	60	36	72	75
Nefh	3992	238	310	274	225	253	156
Nefl	2001	23	37	10	66	73	28
Nefm	3230	29	6	2	64	117	61
Negr1	5939	0	3	0	6	11	37
Neil1	1170	86	85	104	67	79	27
Neil2	1914	6	8	3	21	34	40
Neil3	2253	21	57	37	46	24	48
Nek1	5619	703	810	784	821	849	621
Nek10	3348	4	4	1	32	32	43
Nek11	2625	4	16	31	30	33	15
Nek2	3197	3436	4091	4199	1972	2489	1815
Nek3	2050	105	131	138	174	178	127
Nek4	4245	223	323	256	328	327	232
Nek5	2404	6	4	0	41	20	24
Nek6	3272	1557	1797	1740	955	1178	828
Nek7	3366	221	283	242	233	212	188
Nek8	2800	113	167	124	135	171	79
Nek9	5386	884	1062	984	912	812	578
Nelfa	2161	1113	1094	1277	887	967	671
Nelfb	2866	797	890	768	470	526	337
Nelfcd	2279	610	830	794	704	969	665
Nelfe	1610	593	703	903	453	626	487
Nell1	2812	0	4	4	22	22	29
Nell1os	489	0	0	0	0	0	1
Nell2	3168	2	4	2	30	40	34
Nemf	3722	1993	2616	2769	1034	1068	919
Nenf	658	44	64	16	16	20	32
Neo1	7386	1671	1902	1875	771	913	550
Nepn	1823	0	2	0	0	18	4
Nes	6126	168	306	236	269	140	87
Nespas	2248	266	341	260	227	264	128
Net1	4284	2438	2948	2907	637	717	567
Neto1	3531	3	0	0	34	22	21
Neto2	5646	265	426	413	424	390	321
Neu1	3850	1838	1958	2050	478	551	381
Neu2	2013	0	4	0	22	23	23
Neu3	3341	42	51	44	86	73	58
Neu4	4507	2	0	0	28	4	11
Neurl1a	4412	57	71	47	130	72	65
Neurl1b	6188	23	26	8	29	38	54
Neurl2	1156	12	34	16	16	20	12
Neurl3	2583	1	4	4	21	9	11
Neurl4	5267	1496	1700	1608	1470	1756	881
Neurod1	2494	0	4	0	13	28	13
Neurod2	3137	0	0	0	24	30	18
Neurod4	3345	0	0	0	7	12	15
Neurod6	2153	0	0	0	6	12	33
Neurog1	1666	16	14	8	10	22	3
Neurog2	2217	0	2	2	18	4	12
Neurog3	1540	3	4	8	7	15	10
Nexn	2564	301	398	395	499	677	580
Nf1	11847	844	1030	1112	565	612	345
Nf2	5298	2413	2832	2852	1774	1950	1235
Nfam1	4298	66	52	124	120	139	79
Nfasc	10379	4	30	24	108	90	106
Nfat5	13443	253	358	366	1363	1351	654
Nfatc1	7433	58	55	78	41	76	52
Nfatc2	8371	39	48	115	145	187	145
Nfatc2ip	3388	4069	5167	4868	2111	2129	1510
Nfatc3	6014	2473	2866	3017	1560	1912	1140
Nfatc4	4019	36	77	71	53	33	42
Nfe2	2793	52	45	41	48	70	67
Nfe2l1	4867	3593	3994	4333	2907	3325	1989
Nfe2l2	2469	1006	1312	1242	978	1168	757
Nfe2l3	2544	115	90	129	109	133	96
Nfia	9643	17	13	12	56	79	72
Nfib	9241	46	8	31	96	49	47
Nfic	6295	691	823	640	988	852	360
Nfil3	1992	194	233	227	255	263	134
Nfix	6790	124	146	118	190	177	114
Nfkb1	4118	37	62	62	270	313	227
Nfkb2	3292	105	168	146	104	118	72
Nfkbia	1579	72	119	82	65	151	83
Nfkbib	2125	519	646	645	304	415	294
Nfkbid	2010	1	2	8	13	13	11
Nfkbie	2437	46	53	55	37	48	74
Nfkbil1	1470	263	228	220	172	229	144
Nfkbiz	3878	116	105	92	116	88	93
Nfrkb	5162	1079	1448	1548	949	1224	646
Nfs1	2053	451	548	497	387	547	363
Nfu1	955	914	1104	1236	709	791	675
Nfx1	6940	1675	2154	2198	1049	1186	888
Nfxl1	3670	1047	1149	1139	1081	1177	797
Nfya	3711	720	893	978	548	651	477
Nfyb	2552	1641	2130	2361	3060	2947	2634
Nfyc	2109	3709	4339	4623	2941	3209	2631
Ngb	1628	4	9	8	18	18	7
Ngdn	1200	1642	2047	2138	1230	1263	1195
Ngef	3384	73	77	58	95	142	103
Ngf	1196	0	0	0	3	10	12
Ngfr	3406	0	12	6	47	29	23
Ngfrap1	938	528	648	682	274	192	276
Ngly1	2901	152	168	134	77	89	80
Ngp	1161	3	0	5	9	18	11
Ngrn	1718	428	518	490	359	417	306
Nhej1	846	35	36	32	71	60	69
Nhlh1	2487	4	8	7	7	24	22
Nhlh2	3353	0	2	0	14	15	21
Nhlrc1	2294	10	22	8	34	27	28
Nhlrc2	3934	647	951	983	588	740	468
Nhlrc3	1560	188	199	199	121	109	124
Nhlrc4	2141	12	6	20	16	10	12
Nhp2	1004	2804	3253	3707	2609	3394	3776
Nhp2l1	1257	2511	2995	3171	2998	3091	2728
Nhs	5382	142	123	156	144	209	146
Nhsl1	7637	377	560	378	244	327	193
Nhsl2	12971	6	2	6	36	59	39
Nicn1	2103	152	247	321	92	111	75
Nid1	6046	2507	3667	3558	944	778	535
Nid2	4884	802	983	791	1978	1944	1045
Nif3l1	2106	380	525	504	324	333	228
Nifk	1894	2121	2287	2724	1985	2333	2073
Nim1k	4103	38	51	36	65	42	43
Nin	10662	2625	3251	3710	4199	5707	3736
Ninj1	1132	187	236	206	178	226	140
Ninj2	822	9	0	3	19	7	10
Ninl	5093	356	359	365	206	220	191
Nip7	3126	847	1103	1112	947	1309	1095
Nipa1	1885	2	4	12	2	9	5
Nipa2	3989	419	622	537	345	518	415
Nipal1	4205	552	600	699	393	570	487
Nipal2	3825	0	0	0	14	20	15
Nipal3	5025	101	144	200	94	135	78
Nipal4	3295	0	14	9	36	41	26
Nipbl	10762	5795	7967	7750	4767	5079	3596
Nipsnap1	1874	87	82	83	78	78	47
Nipsnap3a	1099	0	0	0	6	4	5
Nipsnap3b	1507	197	229	211	116	96	120
Nisch	5586	735	947	775	597	500	255
Nit1	1374	276	280	342	200	226	175
Nit2	1286	91	211	157	95	108	49
Nkain1	2552	70	121	83	44	51	42
Nkain2	3745	0	2	0	6	9	14
Nkain3	6733	0	0	0	8	19	19
Nkain4	950	0	0	0	13	3	11
Nkap	4262	1339	1639	1840	977	1159	872
Nkapl	1455	13	12	5	18	16	20
Nkd1	4459	37	24	38	98	72	90
Nkd2	3222	10	24	21	28	39	41
Nkg7	813	0	0	0	2	4	6
Nkiras1	4589	314	326	441	330	521	389
Nkiras2	2013	292	329	417	254	317	224
Nkpd1	2753	14	13	11	23	26	24
Nkrf	3266	323	332	420	323	189	176
Nktr	7015	2921	3599	3351	2645	3093	1811
Nkx1-1	1323	0	0	2	11	1	7
Nkx1-2	1903	0	3	0	5	13	3
Nkx2-1	2865	0	2	0	10	20	17
Nkx2-2	2448	0	4	0	10	27	15
Nkx2-2os	4345	0	0	2	16	22	16
Nkx2-3	2112	35	34	63	97	99	63
Nkx2-4	1065	6	4	10	15	31	45
Nkx2-5	1524	0	1	0	2	5	1
Nkx2-6	1156	0	0	0	6	12	4
Nkx2-9	1256	22	35	81	350	422	199
Nkx3-1	3137	0	0	0	6	6	14
Nkx3-2	1437	0	0	0	5	3	15
Nkx6-1	1795	1	0	1	10	4	8
Nkx6-2	1907	222	269	397	522	419	329
Nkx6-3	2236	4	4	0	27	33	19
Nle1	1767	287	319	371	382	354	313
Nlgn1	5673	6	0	3	20	15	17
Nlgn2	5002	40	36	44	49	53	29
Nlgn3	3883	5	1	26	26	22	28
Nlk	4496	1689	2211	2090	1528	1724	1177
Nln	3780	774	844	898	514	531	426
Nlrc3	4080	82	84	78	100	94	97
Nlrc4	3838	63	85	121	123	104	95
Nlrc5	6945	10	7	19	115	95	69
Nlrp10	4483	2	0	0	19	49	27
Nlrp12	4329	63	69	78	105	77	69
Nlrp14	3282	34	36	40	49	72	73
Nlrp1a	4806	8	0	3	23	31	30
Nlrp1b	6143	0	0	0	41	31	67
Nlrp1c-ps	3457	0	0	0	10	17	25
Nlrp2	3404	10	4	8	31	23	61
Nlrp3	4021	6	0	12	51	54	47
Nlrp4a	3575	31	34	36	64	62	59
Nlrp4b	3274	6	6	4	7	2	9
Nlrp4c	3614	2595	3255	2822	2082	2639	1763
Nlrp4e	3382	14	37	40	36	71	23
Nlrp4f	3527	500	423	411	169	197	139
Nlrp4g	2396	22	27	14	44	34	28
Nlrp5	3542	31	42	40	74	63	94
Nlrp5-ps	4528	113	128	124	54	124	101
Nlrp6	4436	13	6	2	199	142	83
Nlrp9a	3334	2	2	4	24	16	43
Nlrp9b	3344	27	28	33	23	30	33
Nlrp9c	3020	6	18	4	10	4	15
Nlrx1	3980	164	211	253	138	142	167
Nmb	692	20	35	28	21	17	30
Nmbr	1173	0	0	0	0	6	9
Nmd3	1738	1239	1758	1826	1368	1615	1469
Nme1	1235	2141	2431	2448	2341	2940	2404
Nme2	1168	2939	3458	3515	3041	3925	3615
Nme3	722	74	131	115	130	157	82
Nme4	863	238	261	335	560	786	671
Nme5	829	6	2	10	12	27	23
Nme6	1025	160	191	210	136	192	113
Nme7	3017	129	172	201	95	88	74
Nme8	2087	0	1	0	2	9	5
Nme9	792	1	4	2	10	7	5
Nmi	1368	8	2	4	16	16	11
Nmnat1	954	60	43	13	79	83	53
Nmnat2	4523	30	25	47	159	177	104
Nmnat3	2160	14	8	23	14	29	29
Nmral1	1792	64	89	115	16	40	9
Nmrk1	1630	143	223	189	75	146	86
Nmrk2	1840	0	0	2	24	13	22
Nms	1001	0	0	0	6	15	13
Nmt1	1838	3241	4058	3930	2440	2550	2117
Nmt2	4461	1842	2440	2244	1235	1270	1173
Nmu	817	0	0	0	3	2	8
Nmur1	1218	0	0	0	23	7	20
Nmur2	3276	0	0	0	14	6	29
Nnat	1336	60	70	87	70	77	30
Nnmt	954	0	0	2	8	0	12
Nnt	4860	63	100	124	65	63	75
Noa1	2303	289	388	446	474	467	350
Nob1	1647	679	792	739	492	569	414
Nobox	1893	14	7	16	10	28	15
Noc2l	2785	6097	7033	7558	5861	6155	3749
Noc3l	3977	1650	2305	2327	1500	1461	1216
Noc4l	2039	803	1098	1010	674	774	507
Nod1	4415	17	35	34	41	83	58
Nod2	4621	4	8	6	36	47	22
Nodal	2094	4	6	11	12	10	2
Nog	1922	18	32	30	44	46	28
Nol10	2986	1432	2015	2099	1613	1767	1205
Nol11	3160	3500	4185	5024	2963	3348	2901
Nol12	1993	1861	2136	2321	1457	1483	1147
Nol3	2869	54	34	26	59	40	29
Nol4	5417	0	4	6	15	14	34
Nol4l	6523	1001	812	1138	463	711	383
Nol6	4483	1812	1874	2147	1701	1747	1193
Nol7	1811	2282	3005	2981	2046	2913	3001
Nol8	4827	1677	2338	2586	1685	1659	1681
Nol9	3984	2775	3223	3646	2681	2823	1880
Nolc1	3665	7979	9991	10931	9937	10512	6119
Nom1	3542	2013	2400	2742	1813	1993	1298
Nomo1	4259	2031	2583	2747	2330	2555	1764
Nono	2468	6775	7980	8359	4317	4778	3967
Nop10	738	499	593	682	373	559	450
Nop14	2702	5505	6781	6642	5016	4717	3480
Nop16	1734	798	1088	934	736	799	664
Nop2	2623	1813	2019	2181	1423	1943	1313
Nop56	1895	6557	7915	8127	4758	5596	5449
Nop58	1976	7379	9492	10648	7531	8864	8553
Nop9	3828	836	929	982	829	839	641
Nos1	9695	325	379	470	470	484	365
Nos1ap	3684	70	78	91	103	110	69
Nos2	3990	3	5	10	27	50	46
Nos3	4123	9	10	14	77	69	57
Nosip	2134	1379	1493	1623	1002	1200	791
Nostrin	1807	13	31	21	102	82	74
Notch1	9489	1062	1513	1516	2744	2875	1689
Notch2	10506	863	1092	912	835	963	470
Notch3	7943	33	94	114	225	268	158
Notch4	6604	37	26	22	59	64	92
Noto	1602	22	34	32	22	17	31
Notum	2019	0	12	16	40	47	24
Nov	2365	0	0	6	13	18	5
Nova1	7000	0	0	0	0	10	10
Nova2	8372	14	4	20	78	51	48
Nox1	2563	3	5	1	4	13	13
Nox3	1792	0	0	0	4	12	9
Nox4	3868	2	0	0	10	6	25
Noxa1	1670	0	6	0	18	18	17
Noxo1	2238	28	27	41	122	128	49
Noxred1	1412	19	32	45	45	53	48
Npas1	2091	13	17	30	89	91	95
Npas2	4180	42	57	55	76	77	82
Npas3	5879	4	8	2	55	73	40
Npas4	3277	0	6	2	36	26	38
Npat	7347	1169	1687	1480	1073	1231	972
Npb	549	7	26	6	37	28	7
Npbwr1	3692	0	0	0	8	11	10
Npc1	5209	2152	2763	2750	1133	1296	612
Npc1l1	4571	10	20	35	116	79	51
Npc2	3262	2338	2920	3133	1773	2349	1956
Npcd	4873	0	0	0	0	0	0
Npdc1	1506	190	200	198	59	75	63
Npepl1	2097	187	177	149	65	81	39
Npepps	4141	1231	1536	1486	765	1045	631
Npff	1002	7	20	5	22	12	9
Npffr1	1307	0	2	0	19	8	14
Npffr2	1643	0	0	1	4	4	16
Nphp1	2297	12	18	4	64	64	54
Nphp3	6426	80	169	108	111	115	68
Nphp4	5028	22	12	37	63	91	80
Nphs1	5661	0	1	1	34	48	46
Nphs1os	1339	0	0	0	1	0	0
Nphs2	3108	0	6	4	22	26	36
Npl	1403	1456	1412	1571	918	1110	1000
Nploc4	4685	3410	4167	3977	3051	3151	1907
Npm1	1718	35057	46023	49102	30404	36752	44150
Npm2	997	12	31	18	46	53	27
Npm3	860	652	1050	934	596	726	633
Npm3-ps1	986	4	10	10	44	22	26
Npnt	4800	123	123	73	179	275	107
Nppa	829	10	7	41	35	27	11
Nppb	781	23	78	83	124	101	232
Nppc	1042	0	0	0	4	7	4
Npr1	4065	117	114	185	251	289	195
Npr2	3656	193	151	141	117	127	82
Npr3	7332	965	1265	1009	300	305	201
Nprl2	1458	165	238	230	110	97	75
Nprl3	3206	185	264	198	115	120	83
Nps	860	0	0	0	6	2	9
Npsr1	3791	2	6	8	8	24	23
Nptn	2077	587	775	726	495	529	439
Nptx1	5284	0	0	2	62	54	34
Nptx2	2551	116	106	163	208	183	123
Nptxr	4949	5	0	0	4	2	2
Npvf	567	0	1	0	8	0	8
Npw	606	6	0	4	8	10	7
Npy	545	4	2	2	4	4	3
Npy1r	3007	0	0	0	38	43	38
Npy2r	3361	0	0	0	2	10	16
Npy4r	1903	3	2	2	17	4	20
Npy5r	2314	0	0	2	18	2	12
Npy6r	2567	0	0	0	2	0	4
Nqo1	1552	22	46	17	211	173	150
Nqo2	4045	177	156	189	243	196	240
Nr0b1	1796	0	2	2	10	14	5
Nr0b2	1118	0	0	0	2	3	17
Nr1d1	2765	63	98	120	131	124	60
Nr1d2	4640	119	129	179	100	142	71
Nr1h2	2022	1723	1920	1909	1208	1401	911
Nr1h3	2036	16	34	32	66	62	78
Nr1h4	2340	3	3	2	23	14	45
Nr1h5	2835	0	0	0	0	10	18
Nr1i2	2527	0	11	0	21	48	43
Nr1i3	1414	0	4	2	9	5	4
Nr2c1	3827	217	303	273	263	250	167
Nr2c2	7620	784	974	991	635	620	454
Nr2c2ap	1193	86	87	67	56	45	34
Nr2e1	3233	0	3	8	45	40	21
Nr2e3	1999	0	0	2	18	33	16
Nr2f1	2432	0	0	2	5	8	2
Nr2f2	4870	48	46	37	309	340	237
Nr2f6	2218	63	57	87	51	41	24
Nr3c1	6329	178	182	200	389	480	388
Nr3c2	4087	20	16	25	26	30	36
Nr4a1	2476	247	260	356	90	80	78
Nr4a2	3347	42	40	46	95	76	87
Nr4a3	5602	16	7	26	56	94	53
Nr5a1	2947	2	0	0	19	22	4
Nr5a2	3857	5750	6569	7161	4049	4070	2268
Nr6a1	6308	1495	1644	2046	995	1027	719
Nradd	1164	10	23	52	28	54	30
Nrap	5505	103	165	126	154	170	104
Nrarp	2575	16	26	28	69	100	72
Nras	4470	1057	1144	970	771	904	742
Nrbf2	1789	325	471	463	304	360	224
Nrbp1	2145	1557	1772	1810	1333	1549	1259
Nrbp2	2496	12	24	28	31	46	28
Nrcam	7581	97	90	110	83	55	84
Nrd1	4155	4576	5550	5542	3946	4595	2961
Nrde2	3725	1197	1664	1428	957	882	638
Nrep	2465	8	36	16	70	54	31
Nrf1	5342	1297	1348	1400	860	909	537
Nrg1	2103	60	95	87	27	29	25
Nrg2	2830	380	474	411	427	338	219
Nrg3	4036	0	0	0	5	18	6
Nrg3os	927	0	0	0	8	0	4
Nrg4	1928	55	89	133	35	58	46
Nrgn	1293	0	2	9	13	32	15
Nrip1	4529	1260	1424	1412	736	778	451
Nrip2	1896	38	47	74	88	77	14
Nrip3	3913	42	88	82	527	589	493
Nrk	6602	2	6	0	12	14	34
Nrl	2542	8	22	14	18	32	33
Nrm	1464	205	304	186	119	193	87
Nrn1	1622	0	2	2	22	14	15
Nrn1l	617	0	2	0	20	2	4
Nron	3653	2	4	0	4	23	23
Nrp	1170	45	96	54	63	68	58
Nrp1	5920	0	3	5	36	42	29
Nrp2	8122	98	122	97	53	56	79
Nrros	3559	20	12	17	16	34	32
Nrsn1	2137	0	0	0	6	9	5
Nrsn2	1380	0	0	2	18	19	7
Nrtn	1023	4	2	4	0	14	7
Nrxn1	9040	0	0	0	19	30	31
Nrxn2	6660	2	2	6	71	71	57
Nrxn3	9442	16	8	8	72	84	105
Nsa2	2686	3872	5173	4855	3095	3296	3563
Nsd1	12784	10986	12756	13291	7734	7934	5214
Nsdhl	2218	584	629	588	325	416	151
Nsf	3765	1609	1954	1857	1158	1418	991
Nsfl1c	1486	2573	3198	3029	1915	2356	1927
Nsg1	2140	10	7	4	10	24	16
Nsg2	2372	0	2	0	3	23	20
Nsl1	2973	256	468	377	382	434	331
Nsmaf	3506	432	684	607	300	274	276
Nsmce1	1066	964	1292	1200	979	1187	1125
Nsmce2	3283	842	1094	945	566	609	636
Nsmce4a	1435	5130	6085	6205	5834	7045	6869
Nsmf	2939	15	17	29	44	76	34
Nsun2	4279	5775	7015	7687	5040	5975	4863
Nsun3	1344	188	148	212	84	63	87
Nsun4	3511	91	115	131	100	72	106
Nsun5	2242	458	525	643	560	494	285
Nsun6	4776	199	215	220	115	125	168
Nsun7	3939	11	11	2	30	58	19
Nt5c	804	618	782	746	414	527	541
Nt5c1a	1103	0	0	0	17	20	15
Nt5c1b	1855	0	0	2	8	12	14
Nt5c2	4469	498	477	539	609	731	550
Nt5c3	1778	179	200	157	160	176	133
Nt5c3b	2025	688	792	828	666	648	699
Nt5dc1	2716	345	445	395	195	167	186
Nt5dc2	1410	7	10	5	15	19	23
Nt5dc3	5952	383	520	569	399	443	276
Nt5e	3580	39	58	40	68	92	65
Nt5m	1306	25	36	26	34	20	33
Ntan1	1149	211	236	295	82	105	103
Ntf3	1548	0	0	0	2	6	6
Ntf5	1963	64	70	46	36	37	12
Nthl1	1080	127	188	183	92	71	85
Ntm	1808	8	1	4	12	9	26
Ntmt1	1217	254	329	299	305	268	185
Ntn1	5738	16	10	16	37	32	22
Ntn3	4899	41	42	38	46	27	14
Ntn4	2411	3	9	14	48	45	51
Ntn5	2216	16	38	44	106	91	94
Ntng1	5481	0	0	0	17	20	10
Ntng2	1924	5	2	4	18	33	12
Ntpcr	1155	24	53	45	15	12	8
Ntrk1	2588	6	12	6	42	56	51
Ntrk2	14037	6	13	30	130	88	139
Ntrk3	5170	2	2	0	43	33	52
Nts	1180	0	0	0	2	3	2
Ntsr1	3916	0	2	0	14	21	8
Ntsr2	1547	0	1	0	10	14	18
Nuak1	5018	331	477	467	103	95	50
Nuak2	3132	13	9	4	56	33	39
Nub1	3278	9768	9950	12275	6366	8388	7525
Nubp1	2128	860	1146	1033	584	595	445
Nubp2	1430	721	804	940	452	524	372
Nubpl	1193	74	78	81	53	48	28
Nucb1	2639	1193	1429	1444	1169	1109	673
Nucb2	1689	317	421	459	810	933	613
Nucks1	6096	9723	12236	11190	5778	6179	5059
Nudc	1347	6639	7507	7033	4242	5329	4204
Nudcd1	3447	635	812	850	454	561	486
Nudcd2	1583	1579	2117	2166	1523	1691	1519
Nudcd3	3962	1124	1618	1397	881	840	508
Nudt1	939	145	244	224	113	143	145
Nudt10	1751	68	58	84	63	100	56
Nudt11	2623	115	111	100	91	82	73
Nudt12	2280	487	536	526	191	216	196
Nudt13	2523	33	68	54	49	41	45
Nudt14	793	34	44	77	41	23	47
Nudt15	2592	60	83	76	44	44	42
Nudt16	1606	4	20	4	26	11	12
Nudt16l1	1269	115	195	178	49	82	44
Nudt17	1362	45	48	54	45	55	42
Nudt18	3716	26	38	62	89	92	68
Nudt19	1922	159	260	223	172	162	178
Nudt2	848	292	378	324	198	240	168
Nudt21	1111	1006	1340	1265	690	938	718
Nudt22	999	47	92	99	34	34	40
Nudt3	2554	1480	1761	1835	1721	1849	1391
Nudt4	3231	11115	13554	15004	7322	7622	6699
Nudt5	1589	114	224	170	219	204	196
Nudt6	1083	25	20	24	35	11	21
Nudt7	3174	20	32	36	40	35	17
Nudt8	786	33	38	28	19	32	15
Nudt9	1492	513	538	560	347	406	297
Nuf2	2405	515	685	578	381	376	414
Nufip1	3974	1381	1694	2076	1577	1635	1263
Nufip2	10399	5492	7594	7904	4371	5302	4386
Nuggc	2566	14	17	25	20	49	28
Numa1	7153	6880	8457	7548	3922	4409	2503
Numb	3729	990	1196	1293	1024	1140	639
Numbl	2733	208	285	341	309	348	193
Nup107	3092	1403	1707	1581	997	1339	1071
Nup133	5808	2085	2579	2483	1318	1492	995
Nup153	6021	3900	5130	4947	3150	3400	2074
Nup155	6404	2653	3419	3160	2101	2238	1906
Nup160	5684	1818	2218	2458	1536	1870	1379
Nup188	5670	1435	1647	1663	1095	1068	750
Nup205	6228	3616	4217	4294	2486	2726	2072
Nup210	7035	536	641	549	238	258	153
Nup210l	5681	45	60	62	132	142	136
Nup214	8195	2387	2766	2958	1801	2112	993
Nup35	2873	757	1092	1246	727	751	638
Nup37	1369	286	276	336	197	237	192
Nup43	1290	533	633	598	323	374	336
Nup50	4749	4290	5118	4969	3320	3722	2258
Nup54	2332	1232	1436	1449	848	983	907
Nup62	2384	1439	1622	1765	1106	1199	839
Nup62cl	1128	7	18	12	61	128	65
Nup62-il4i1	2300	7	3	12	11	14	14
Nup85	2159	1042	1507	1292	1012	1206	759
Nup88	3047	1862	2371	2375	1787	2157	1406
Nup93	2928	1802	2152	2057	1340	1525	823
Nup98	8200	3734	4554	4548	2654	3170	1734
Nupl1	2394	1016	1279	1295	715	708	473
Nupl2	2909	337	526	530	346	405	235
Nupr1	626	6	5	10	94	117	104
Nupr1l	628	2	1	0	6	10	22
Nus1	4614	1826	2175	1929	1017	1136	1026
Nusap1	2960	1394	1640	1507	791	865	554
Nutf2	1965	16	32	25	18	22	22
Nutf2-ps1	875	0	0	0	0	0	0
Nutm1	3731	30	53	42	59	70	35
Nutm2	2548	0	0	0	24	17	19
Nvl	3060	1980	2532	2565	1541	2011	1731
Nwd1	7724	52	64	39	83	113	44
Nwd2	8536	0	10	2	32	25	25
Nxf1	4049	1091	1525	1678	1077	1085	758
Nxf2	2464	4	1	29	40	40	15
Nxf3	2978	0	0	2	12	25	7
Nxf7	1863	74	100	114	136	85	135
Nxn	2728	100	158	139	216	228	167
Nxnl1	2778	0	0	0	37	18	19
Nxnl2	1163	20	24	26	46	74	27
Nxpe2	3368	0	0	2	10	12	12
Nxpe3	6430	196	191	217	514	583	384
Nxpe4	3173	14	14	4	44	30	43
Nxpe5	2312	12	10	19	38	39	29
Nxph1	1783	0	0	2	7	4	5
Nxph2	2579	0	0	0	4	4	1
Nxph3	2093	0	1	10	30	28	30
Nxph4	1675	2	4	6	22	9	7
Nxt1	1101	224	291	217	121	213	134
Nxt2	2990	98	157	158	199	186	166
Nyap1	3501	294	335	388	344	367	226
Nyap2	4906	0	4	2	11	8	39
Nynrin	7413	6388	6749	7223	1406	1391	824
Nyx	3621	8	8	4	69	41	19
Oacyl	3431	8	46	31	68	47	69
Oaf	2388	34	12	25	12	19	4
Oard1	1357	1069	1287	1255	666	681	607
Oas1a	1888	31	39	27	12	20	15
Oas1b	1837	2	3	8	6	19	16
Oas1c	2286	26	9	5	22	38	26
Oas1d	1734	8	7	2	4	8	8
Oas1e	1715	107	114	98	48	29	45
Oas1f	1480	6	11	2	8	27	17
Oas1g	2069	19	38	26	0	7	4
Oas1h	1701	0	2	4	34	17	16
Oas2	3864	6	6	12	35	26	41
Oas3	4718	0	5	6	20	21	39
Oasl1	2124	4	3	2	28	41	43
Oasl2	3136	138	87	161	97	93	56
Oat	2155	604	721	784	651	567	618
Oaz1	1075	0	0	3	0	0	2
Oaz1-ps	962	0	0	0	0	0	0
Oaz2	1844	592	602	717	567	706	414
Oaz3	949	5	2	8	8	6	10
Obfc1	1878	241	302	312	181	194	112
Obox1	1217	2	2	0	11	14	8
Obox2	1327	0	4	6	9	6	15
Obox3	1603	0	2	0	28	10	8
Obox5	1312	14	6	4	16	3	15
Obox6	1336	143	250	376	298	583	371
Obox7	1264	2	0	0	12	1	5
Obp1a	757	0	0	0	0	1	1
Obp2a	713	16	11	2	3	10	8
Obp2b	732	0	0	0	14	13	7
Obscn	28034	87	70	69	330	370	315
Obsl1	5770	17	34	28	52	64	45
Oc90	1799	51	36	40	48	35	45
Oca2	3120	3	2	1	21	14	24
Ocel1	1679	66	98	122	77	87	46
Ociad1	4132	2053	2249	2223	1614	1968	1430
Ociad2	2201	18	24	26	45	64	13
Ocln	3192	908	1130	1093	1150	1411	871
Ocm	735	52	53	60	64	96	93
Ocrl	5182	2753	3345	3512	2164	2351	1759
Ocstamp	1956	2	2	10	6	10	12
Odam	869	0	0	0	12	4	14
Odc1	2547	21382	26357	31434	16145	18575	15180
Odf1	1105	0	6	11	15	16	10
Odf2	4458	3523	3536	3631	3310	3307	2384
Odf2l	2584	409	647	574	273	378	288
Odf3	924	2	8	7	15	22	8
Odf3b	1040	4	3	6	11	9	12
Odf3l1	1080	0	0	0	16	3	16
Odf3l2	1248	0	0	0	4	10	11
Odf4	1110	0	0	0	11	17	17
