chr	start	end	8Cell_Tead4_ds
chrX	162637380	162637991	30.26881871012736
chrX	162741001	162741705	46.036468354138464
chrX	162809377	162809846	17.917383200069988
chrX	162831756	162832130	27.090422982200582
chrX	162847068	162847336	28.883979619438968
chrX	162855998	162856556	22.804074858251866
chrX	162879939	162880408	29.478542028968015
chrX	162999036	162999338	19.392153370459347
chrX	163037018	163037287	30.239144101905115
chrX	163257554	163258038	15.48989323052493
chrX	163405763	163406039	44.90967705629874
chrX	163958448	163958847	16.371858974447225
chrX	164053963	164054297	22.596807388488404
chrX	164076211	164076522	31.864915952038533
chrX	164994822	164995105	26.114412381876484
chrX	165157673	165158009	12.690130159968422
chrX	166510184	166510482	28.374363972836694
chrX	167099502	167099788	16.642840375433433
chrX	167158226	167158938	17.186903899975036
chrX	167207249	167207538	22.87490676431095
chrX	167229474	167230197	14.051206102674598
chrX	168189664	168189981	14.008586519524126
chrX	168684124	168684434	18.135624347194547
chrX	168701254	168702345	21.97049881535643
chrX	169054043	169054751	28.383012447653517
chrX	169980512	169981201	19.15779234882017
chr14	7786066	7786818	17.66135641488623
chr14	7808445	7809946	42.8466952830295
chr14	7817395	7818323	34.15297584800884
chr14	7851346	7851972	29.42485069847716
chr14	7997345	7997705	31.92822441789839
chr14	8074168	8074511	14.767887091845187
chr14	8074766	8075068	13.429335489967801
chr14	8092771	8093074	19.40412370285185
chr14	8107657	8108406	20.946581436890625
chr14	8123313	8124146	36.77677392100944
chr14	8167645	8168301	19.72116848899097
chr14	8173134	8173706	21.62581192696845
chr14	8680084	8680568	20.527071676963615
chr14	9591119	9591370	15.866202586200608
chr14	10783805	10784064	13.142032126202086
chr14	11248021	11248496	23.720224729839124
chr14	11271906	11272358	11.505237659521862
chr14	11899237	11899592	13.90027265145745
chr14	12333963	12334511	27.527810426524084
chr14	12915320	12915860	36.612577968173554
chr14	13598746	13599494	25.03968369323302
chr14	13911154	13911466	30.95790181404505
chr14	13917429	13917783	20.84130620417622
chr14	14001705	14002344	32.949407517816724
chr14	14002600	14002914	30.104240897354806
chr14	14036346	14036950	17.13833924160888
chr14	14168888	14169474	18.098663093286977
chr14	14170299	14170984	17.05323008725243
chr14	14347430	14348399	28.690967815702297
chr14	14541893	14542822	13.381806348958749
chr14	14702466	14702781	15.329883817642454
chr14	16314397	16314775	27.21618905143132
chr14	16365128	16365386	21.028419289478038
chr14	16560105	16560462	17.66487698595063
chr14	16577529	16577871	22.87591338854784
chr14	18192689	18193095	21.197629714834278
chr14	18238661	18239074	21.50214551089751
chr14	18309342	18309942	28.019537484645845
chr14	18334193	18334645	17.28099864141076
chr14	18340368	18340791	19.05199986315788
chr14	18355446	18356350	24.828849530853002
chr14	18392625	18392900	17.12212727286599
chr14	18419294	18419566	34.89888095855713
chr14	18420100	18420523	61.96719785108634
chr14	18421948	18422654	34.857116916699724
chr14	18504116	18504438	29.31730468228737
chr14	18504749	18505177	42.758581330843064
chr14	18505555	18505865	29.432839393615723
chr14	18598520	18598802	20.845383515594698
chr14	18607099	18608059	48.148473964631556
chr14	18609700	18610095	40.661974387832835
chr14	18626433	18626819	17.915383311750976
chr14	18893882	18894246	13.26336186010759
chr14	18942648	18943434	18.738469120200353
chr14	19737119	19737823	49.79378944974054
chr14	19746465	19746880	37.60559874844839
chr14	19773922	19774644	48.59733675193258
chr14	19803390	19803878	23.564341859739336
chr14	19929805	19930330	16.09387372788929
chr14	19988475	19988752	12.49955686851529
chr14	19995962	19996578	27.512573344366892
chr14	20082861	20083537	23.06615871085218
chr14	20103383	20103735	22.395483940839767
chr14	20111356	20112293	23.220732500611653
chr14	20147791	20148520	39.188629493137775
chr14	20185236	20185592	35.47599629069982
chr14	20230738	20231631	29.656368155228463
chr14	20242703	20243563	37.21600983863653
chr14	20294227	20294877	20.38131117453942
chr14	20322564	20322899	31.55607667040469
chr14	20347842	20348483	15.381850712756842
chr14	20356253	20356758	23.413403004939013
chr14	20370656	20371212	25.686418818055298
chr14	20393274	20393615	29.982102441647886
chr14	20479043	20479937	25.683597246272452
chr14	20546050	20546554	28.66876687322344
chr14	20549054	20549455	26.500603028960953
chr14	20640533	20640936	23.671417361749313
chr14	20662752	20664197	34.26816551215096
chr14	20703068	20703424	20.374468996283714
chr14	20869925	20870199	19.197103458599454
chr14	20929424	20929759	14.51774702499162
chr14	21052024	21053232	39.127284180249596
chr14	21076013	21076558	15.29400809751738
chr14	21234953	21235598	19.030607241992804
chr14	21480793	21481229	26.10596773602547
chr14	21500593	21501114	38.27112305141456
chr14	21522339	21522601	44.48187485906004
chr14	21584306	21584602	10.339784960489016
chr14	21606460	21607166	25.383636787998103
chr14	21615164	21615495	22.842707129763692
chr14	21694872	21695154	21.61717180833749
chr14	21748318	21748616	31.081546857053002
chr14	21830810	21831516	13.475111462914573
chr14	21853575	21853997	25.628162492508007
chr14	21958986	21959322	16.81012559504736
chr14	23952892	23953385	17.403815184355267
chr14	24487667	24488018	29.765852365738308
chr14	25414863	25415810	23.87271927679479
chr14	25457955	25458403	23.64099537049021
chr14	25477076	25477452	25.671775036669793
chr14	25570169	25570580	24.05335752111282
chr14	25590809	25591065	16.06722028926015
chr14	25600249	25600528	14.930191091311876
chr14	25630561	25631661	38.17943589687347
chr14	25682201	25682611	17.548071593773074
chr14	25727571	25727822	16.2247179228946
chr14	25794389	25794743	11.554197463612098
chr14	25805997	25806266	16.621039950714678
chr14	25825682	25826662	42.34730568516011
chr14	25842227	25842970	28.17120486602167
chr14	25863891	25864235	21.781754438267196
chr14	25864564	25864884	29.817729783058166
chr14	26296144	26296488	31.636910277743674
chr14	26297898	26298158	25.615478478945217
chr14	26340893	26341198	27.77460198324235
chr14	26376624	26377072	30.19702053282942
chr14	26378909	26379549	29.670586761832237
chr14	26488454	26488853	14.328982099853363
chr14	26520397	26520710	24.647750961133085
chr14	26535141	26536320	33.54179596759385
chr14	26578401	26578795	21.041214006201265
chr14	26974580	26974940	29.55941088994344
chr14	27058504	27059222	31.68635629611427
chr14	27096461	27096894	26.724240459415707
chr14	27149262	27150468	35.5472969510662
chr14	27319370	27319859	21.598905839315464
chr14	27350647	27351643	38.93768685888574
chr14	27377927	27378475	19.82529775069578
chr14	27427419	27427806	24.35808414390229
chr14	27428141	27429007	36.76002455969055
chr14	27524848	27525094	17.077638164768373
chr14	29247023	29247444	15.011787363582439
chr14	29960040	29961942	32.25423128722719
chr14	29967745	29968215	23.019726225670347
chr14	29978408	29979008	20.273053805033367
chr14	30430212	30430475	13.304187517202399
chr14	30530889	30531451	31.45941308724074
chr14	30532716	30533076	25.32750368118286
chr14	30580911	30581235	23.720514921494473
chr14	30603438	30603881	28.105038696702394
chr14	30604969	30605488	24.521709186723008
chr14	30989542	30989850	14.390743506419195
chr14	31018967	31019331	20.786164160613176
chr14	31086684	31087044	27.789331197738647
chr14	31128536	31128957	24.49853855413949
chr14	31250613	31251372	17.2213869886436
chr14	31463963	31464635	31.862310923990748
chr14	31522731	31523109	23.620403204014693
chr14	31539340	31539643	19.300518791274268
chr14	31791006	31791375	19.098030157528594
chr14	31796790	31797311	14.556539351560332
chr14	31842328	31843005	24.45556296203478
chr14	31929669	31930221	28.911123282667518
chr14	31984973	31985850	28.07847432970593
chr14	32085099	32085964	23.591891138815466
chr14	32106608	32107017	26.07946533445624
chr14	32111386	32111867	24.459816433040118
chr14	32122208	32122700	26.67131303384052
chr14	32159370	32159762	25.267236154906605
chr14	32165383	32165677	32.885302517689816
chr14	32196951	32197540	34.68413717596964
chr14	32490017	32491482	22.120507562201176
chr14	32513092	32513765	23.057033597625914
chr14	32677269	32677630	15.573531993538388
chr14	32779517	32779947	18.885420788166133
chr14	33214620	33214975	29.253609684151662
chr14	33302448	33302764	21.284654713884184
chr14	33322565	33323055	27.183772203873616
chr14	33350978	33351929	21.078859502208722
chr14	33412057	33412988	18.488155650785224
chr14	33573859	33574360	15.983504992045328
chr14	33817037	33818415	26.74345736579729
chr14	34167891	34168305	13.32961078427264
chr14	34319707	34320102	12.47146006475521
chr14	34509651	34510650	35.318253671323454
chr14	34517863	34518289	26.966868154319798
chr14	34548699	34549422	13.929647268266269
chr14	34583029	34583363	27.69697309254172
chr14	34607940	34608233	20.387778933137756
chr14	34620899	34621423	29.28783956192832
chr14	34622515	34623199	27.858323772051182
chr14	34660395	34660871	24.233134562227907
chr14	34673498	34673752	27.88072619100255
chr14	34730752	34731171	16.971382569014885
chr14	34774054	34774433	15.432998508765388
chr14	36462644	36462981	36.51360159174978
chr14	36880963	36881323	20.732279658317566
chr14	36931518	36932533	20.061076554171557
chr14	36971254	36971506	19.523581716749405
chr14	37135633	37136073	18.365848037329588
chr14	37833938	37834472	16.469254761599423
chr14	37911665	37911934	16.434341735556224
chr14	38319632	38320140	16.673655538108406
chr14	40668335	40668976	22.649174138275956
chr14	40893661	40893985	21.905557773731374
chr14	40894358	40895024	19.360638953543997
chr14	40967220	40967507	24.671286174229213
chr14	40986534	40986803	17.644054916268388
chr14	40992073	40992998	15.414732443319785
chr14	43084803	43085153	25.468176392146518
chr14	45329271	45330058	19.342207520859365
chr14	45389133	45389422	45.25376500060401
chr14	45390086	45391156	29.593148707452222
chr14	45402619	45402895	39.89781117093736
chr14	45413147	45413674	26.63131655235218
chr14	45445385	45446084	20.68152096957096
chr14	45457034	45457419	19.23112560866715
chr14	45531399	45531683	20.083307296457424
chr14	45550892	45551468	15.331957886616388
chr14	45566788	45567133	18.339964064998902
chr14	45657801	45658478	16.055389582494513
chr14	45734942	45735214	39.5766704082489
chr14	45906932	45907518	48.70351273858913
chr14	46517228	46517722	26.266801178696667
chr14	46578065	46579048	17.07798365246607
chr14	46738091	46738926	28.563494592655204
chr14	46800549	46801361	15.670784723582527
chr14	46831819	46832324	17.568342069115968
chr14	46932457	46932761	12.053693799596084
chr14	47086889	47087492	22.637969619599147
chr14	47174709	47175078	23.158682368312103
chr14	47186015	47186297	26.2404210516747
chr14	47208746	47209198	27.63338234572284
chr14	47254502	47254762	21.796286260164702
chr14	47276643	47277203	18.24947694369725
chr14	47347896	47348513	26.42331911331251
chr14	47373462	47374139	18.699856707405303
chr14	47418012	47418599	20.76837623911375
chr14	47533456	47534058	22.967581631733335
chr14	47559898	47561228	28.054792796758782
chr14	47572336	47572621	45.13626362315395
chr14	47572940	47573333	61.11697303247816
chr14	47581196	47581761	27.295865455559923
chr14	47621867	47622363	14.842996981836134
chr14	47666106	47666694	14.814410521870567
chr14	47727091	47727947	32.42954001694082
chr14	47825372	47825913	16.211669114513008
chr14	47878009	47878375	13.668317912054844
chr14	47914186	47914832	17.47049598871001
chr14	48157149	48157504	20.066351272690465
chr14	48689959	48690242	34.43713343185586
chr14	48696716	48697051	22.429398607851855
chr14	48709510	48709959	25.496945434264457
chr14	48744693	48745421	18.798393315011328
chr14	49066553	49066813	21.57897971226619
chr14	49278257	49278564	17.402829797726113
chr14	49819604	49820469	27.344228219710335
chr14	50061967	50062253	13.467193220045184
chr14	50715692	50716375	16.94843755459541
chr14	50728569	50728821	15.516740064772348
chr14	50924549	50925180	16.46303574747971
chr14	50930741	50931463	23.15016290817895
chr14	51012006	51012658	33.149425494890274
chr14	51014231	51014526	20.87028099318682
chr14	51063239	51063643	13.372061288002694
chr14	51088781	51089169	29.53783489994167
chr14	51089733	51090081	18.380298592578406
chr14	51366329	51366630	12.876039596887125
chr14	51893225	51893556	21.521331576782412
chr14	51900760	51901581	35.91621528328118
chr14	51903028	51903833	34.823332439446304
chr14	51927951	51928228	30.23842243511324
chr14	51933728	51934136	21.970809211917953
chr14	52015989	52016367	27.617572178916326
chr14	52047752	52048470	28.532734843017664
chr14	52052898	52053911	49.999646252258394
chr14	52104366	52104911	31.18125314275059
chr14	52133794	52134577	26.96325080330801
chr14	52197421	52197682	15.450717114854132
chr14	52257577	52258022	25.032476285870157
chr14	52279151	52279524	31.56444388484188
chr14	52314400	52314812	19.347346453990752
chr14	52343826	52344072	21.756438705010144
chr14	52407101	52408172	19.91974531880725
chr14	53572648	53573153	17.278252563854256
chr14	54228758	54229463	32.79307645026674
chr14	54229758	54230146	28.639810552302094
chr14	54414896	54415252	43.161962160903414
chr14	54416494	54416873	35.898932416709556
chr14	54454764	54455292	21.04197203209906
chr14	54464112	54464659	12.732195679840702
chr14	54525393	54525781	15.18018217185109
chr14	54528726	54529166	18.534688581119884
chr14	54538469	54538996	13.467551218716876
chr14	54554419	54554667	38.077883366615545
chr14	54575479	54576107	49.65332244763709
chr14	54577609	54578177	43.09380749245764
chr14	54603607	54603928	15.727865955911321
chr14	54650811	54651191	34.813199349453576
chr14	54686296	54686964	18.73406935594753
chr14	54796207	54796498	26.57587245403696
chr14	54876387	54877106	32.461610443900454
chr14	54883103	54883807	23.037555363367904
chr14	54939190	54939923	26.365756851914472
chr14	54956321	54957012	17.46392389454821
chr14	54970693	54970956	14.02030993777083
chr14	54979695	54980358	13.279031689530225
chr14	55004299	55004625	21.790425645793142
chr14	55014722	55015792	23.279842251929168
chr14	55047911	55048803	42.200073565068266
chr14	55079421	55079805	39.619625906149544
chr14	55536250	55536805	35.64191959999703
chr14	55560022	55560799	52.68247173314236
chr14	55585414	55585730	25.65877870366543
chr14	55604176	55604837	27.125972130295008
chr14	55618144	55618443	23.551652455409634
chr14	55634213	55635634	30.571710988554127
chr14	55671863	55672142	29.01280909028959
chr14	55681338	55681769	18.458027640517514
chr14	55721987	55722257	40.05197337821678
chr14	55822698	55823180	17.92908707100326
chr14	55850623	55851365	23.788263826678705
chr14	55915484	55915753	32.58469384487677
chr14	56607947	56608402	17.741973531115185
chr14	56639709	56640944	52.42764702152144
chr14	56663478	56663767	23.29489254538988
chr14	56787442	56787891	25.030860900878906
chr14	56832389	56832938	36.14960122933587
chr14	56833305	56833831	28.281310119556384
chr14	56834793	56835050	41.64231296643209
chr14	56875384	56876556	30.05044323511091
chr14	56985233	56985594	14.750366646827423
chr14	57031786	57032435	28.022537174136687
chr14	57229563	57229863	19.102883831659952
chr14	57398657	57399018	20.553123283914584
chr14	57407169	57407619	23.726595759921604
chr14	57412684	57413757	21.35901895240435
chr14	57531291	57531820	34.96077534381744
chr14	57536811	57537573	25.903363699675232
chr14	57583330	57583650	16.87242016196251
chr14	57664891	57665263	16.502542559818554
chr14	57710926	57711212	24.080712511822895
chr14	57737082	57737529	27.120847029973998
chr14	57746165	57746563	56.960374333750664
chr14	57750546	57751473	42.575290771492604
chr14	57774417	57774682	29.41233121044231
chr14	57841737	57842473	19.9133761058683
chr14	57848397	57848754	27.703383352242263
chr14	57861657	57862136	31.283488952541152
chr14	57874383	57875114	21.273419286255635
chr14	57895744	57896967	48.80373604104642
chr14	57910769	57911273	24.398259306710862
chr14	57962680	57962987	17.774342263560342
chr14	59366753	59367168	36.75842702474939
chr14	59440647	59441256	16.25537995634408
chr14	59516901	59517296	30.924299491206302
chr14	60694908	60695155	46.83159044397022
chr14	60695494	60695753	27.99696206494188
chr14	60715616	60716153	34.42630998693143
chr14	60764784	60765190	18.257016287648618
chr14	60848879	60849172	20.60918764042773
chr14	60945812	60946125	15.314159042919025
chr14	61277002	61277297	13.230141542725644
chr14	61535599	61536967	32.57608007408722
chr14	61556348	61556734	20.99751586123452
chr14	61561953	61562312	24.80931484732455
chr14	61573158	61574461	26.105773590933975
chr14	61597798	61598088	39.674731353233604
chr14	61623032	61623396	30.430416699294206
chr14	61648828	61649264	20.413451201325163
chr14	61656169	61656583	29.15123462907358
chr14	62247438	62247898	31.463315876670507
chr14	62374983	62375297	20.060617923736572
chr14	62399575	62399832	24.245221716884508
chr14	62400271	62400706	28.34046807563168
chr14	62401437	62401765	22.177551912098394
chr14	62496465	62496968	18.10208121540532
chr14	62825965	62826287	20.039899823088085
chr14	62865502	62865812	18.652048510889852
chr14	62866567	62867146	22.16855848638505
chr14	63050626	63050883	19.88880690340866
chr14	63057626	63057972	16.68114206005383
chr14	63076456	63077260	31.848634743571875
chr14	63184750	63185533	23.889674771334477
chr14	63193002	63193547	19.80387146626044
chr14	63256354	63257021	20.492479247131804
chr14	63280841	63281108	12.066354412264591
chr14	63543805	63544282	13.36565883204622
chr14	63563206	63563467	15.631119048458407
chr14	63637309	63637810	15.223266197059921
chr14	63776692	63777889	16.28705915014447
chr14	63859866	63860233	21.944869519579314
chr14	63860520	63860886	23.042603177451046
chr14	64595272	64596371	31.852290688046985
chr14	64633025	64633280	52.39959163291782
chr14	64656653	64657021	32.12124862878219
chr14	64822558	64823546	21.015983017832642
chr14	64868637	64868999	22.93879060323726
chr14	64915151	64915457	34.42358099245558
chr14	64949984	64950508	24.559284585122843
chr14	65113643	65113906	24.531551575026132
chr14	65115588	65115839	22.10259994567628
chr14	65272821	65273170	11.779700090687049
chr14	65319146	65319591	19.356327562653618
chr14	65326337	65326685	44.966014116659935
chr14	65343220	65344080	43.91630411148071
chr14	65348502	65349522	33.71095926434386
chr14	65441335	65441582	20.550006584599917
chr14	65469494	65469798	10.762961185292193
chr14	65576123	65576390	14.895822921495759
chr14	65584327	65585135	41.163797838853135
chr14	65593047	65593380	27.176853864400595
chr14	65662309	65662678	32.34897563386416
chr14	65663681	65664430	35.24343777848818
chr14	65797597	65798000	14.996836788896887
chr14	65807018	65807822	27.624186640355124
chr14	65834242	65834971	29.271991643395445
chr14	65980622	65980973	22.110513934382684
chr14	66007489	66008059	25.380434079755815
chr14	66028300	66028709	24.787519660147595
chr14	66805437	66805982	16.10996952406857
chr14	66816478	66817192	24.728458920112846
chr14	66818501	66819269	30.628921079138916
chr14	66844496	66845305	18.432075290656353
chr14	66868817	66869113	11.025569422824963
chr14	66972770	66973196	26.19561146122749
chr14	66979645	66980322	29.443110743512783
chr14	66997521	66997777	17.297503799200058
chr14	67005816	67006161	29.60718005636464
chr14	67008559	67008898	32.5572484221782
chr14	67009173	67009421	39.02297176853303
chr14	67072746	67073273	18.206910951313983
chr14	67081610	67082362	20.790670276956355
chr14	67188680	67189140	24.816727068113245
chr14	67207774	67208206	16.995941864119636
chr14	67715378	67716521	25.04101488450485
chr14	68717212	68717566	17.94166506751109
chr14	69700996	69701329	17.970216814104145
chr14	69712146	69712940	41.206972864472895
chr14	70153157	70153703	13.86128836935693
chr14	70181400	70181939	18.791614923494866
chr14	70195689	70196017	23.523755710299422
chr14	70197743	70198452	24.7036217741973
chr14	70206470	70206782	27.456643428557957
chr14	70208147	70208426	35.04712225801201
chr14	70302549	70303074	16.797431600661504
chr14	70428729	70430006	28.313751426075434
chr14	70599181	70599427	24.848716301646657
chr14	70601051	70601362	23.76663603583333
chr14	70623389	70623672	39.48771355430145
chr14	70624548	70624840	46.182750708436316
chr14	70629386	70630063	31.203509068735592
chr14	70658347	70659473	36.5358582478857
chr14	70772928	70773484	19.432772650993126
chr14	71297741	71298076	19.430910765235105
chr14	71534799	71535099	16.375402247111
chr14	73234581	73235119	29.085831633287736
chr14	73236183	73236483	20.55382226308187
chr14	73529260	73529764	27.17190709568205
chr14	73574348	73574714	31.030294402700957
chr14	73575029	73575313	57.906649502230366
chr14	73575626	73576332	29.10367919500421
chr14	73617458	73617712	26.138167073407512
chr14	75154784	75155279	34.54860989541719
chr14	75248862	75249135	22.023185013851403
chr14	75541879	75542432	16.16641419964285
chr14	75695935	75696311	27.438890236489318
chr14	75823153	75823693	18.44872954686483
chr14	75853705	75854301	23.570985586051172
chr14	76081040	76081932	39.79299327717768
chr14	76110898	76111168	18.202641098587602
chr14	76140343	76140977	33.02441397826378
chr14	76145696	76146077	53.57258791185114
chr14	76276547	76277235	15.695278970308083
chr14	76386569	76387623	21.368789154845352
chr14	76413873	76414493	15.735775516879174
chr14	76513382	76514090	25.119823105591166
chr14	76515645	76516181	32.94638515230435
chr14	76583940	76584471	12.014312088601782
chr14	76615745	76616261	19.041149006333463
chr14	76662695	76662985	26.93452262878418
chr14	76663673	76664011	18.790978152371018
chr14	76720290	76721225	40.001932455256664
chr14	77065382	77066568	26.26552606272255
chr14	77132381	77132709	14.41286022634041
chr14	77519209	77520186	16.951534235611664
chr14	77770809	77771566	21.038981573742323
chr14	77834553	77834832	14.907692396512596
chr14	78470053	78470401	13.879189176120978
chr14	78537046	78537308	12.955603654148014
chr14	78827326	78827596	11.122325879556161
chr14	79390873	79391176	29.2736553280267
chr14	79439742	79440737	34.85977122244523
chr14	79562584	79563207	27.806393291173357
chr14	79578464	79578974	26.792738877090752
chr14	79587332	79587625	40.97908159978561
chr14	79632439	79632775	17.93434567110879
chr14	79642418	79642752	27.261512679254224
chr14	80696815	80697193	25.83214094272997
chr14	80697574	80697997	22.05004997569055
chr14	81151204	81152070	17.562028541300645
chr14	82757572	82757838	14.727598849992107
chr14	82795554	82796117	15.052208951269119
chr14	82877598	82878621	28.11133834413769
chr14	86382509	86383426	26.885636016612743
chr14	86621688	86622304	40.74482421441512
chr14	87140880	87141840	19.52098618944486
chr14	87383772	87386557	28.18982328849403
chr14	87416029	87416497	29.367140619163838
chr14	88398999	88399745	22.189367114698598
chr14	90084008	90084827	16.18459108839396
chr14	91121763	91122102	17.488586972948372
chr14	91457866	91458934	23.96418337161175
chr14	91655988	91656587	26.833052292889068
chr14	91668157	91669015	17.66601254612138
chr14	92588850	92589106	17.89424041286111
chr14	92863345	92863759	22.48644999259912
chr14	93533038	93533634	23.913334712086108
chr14	93693175	93693478	14.379563638479402
chr14	96557196	96557581	19.057184826244008
chr14	96996514	96997174	14.72819154551535
chr14	97378128	97378580	20.415421270691187
chr14	98510849	98511180	20.892250156114468
chr14	98957832	98958138	27.854824701944988
chr14	98958859	98959387	18.786763341137856
chr14	98974342	98974903	16.467442899251793
chr14	98992175	98993019	20.671631312483296
chr14	99019799	99020079	12.772952812058586
chr14	99058965	99059686	16.165487326464607
chr14	99099495	99100056	15.173039249345369
chr14	99241879	99242364	18.890420687567328
chr14	99277529	99278046	31.69612834716443
chr14	99294297	99294557	30.175138363471397
chr14	99315318	99315747	28.014888429975176
chr14	99813989	99814535	20.1681301515181
chr14	99814856	99815267	30.048857106489567
chr14	101332220	101332584	20.92127798677801
chr14	101718484	101718902	20.488963670137395
chr14	101729234	101730152	28.38256244306211
chr14	101737188	101738267	43.61798419899362
chr14	101765213	101765676	32.92051185130043
chr14	101766176	101766497	26.364135462918387
chr14	101805755	101806700	22.864710098851926
chr14	101905068	101905325	22.1077316187699
chr14	101971171	101971433	9.39719254733952
chr14	102440789	102441106	17.688935713061024
chr14	103059846	103060514	22.028199163025725
chr14	103253589	103254072	29.969387970602536
chr14	104049530	104050035	22.853961141982882
chr14	105348684	105349540	22.36086851971172
chr14	105510057	105510709	27.882360527120486
chr14	105898616	105898995	31.11997301408672
chr14	106544278	106545075	25.255529566421412
chr14	107314342	107315516	31.141861312840216
chr14	107791270	107791611	14.728707693888644
chr14	107792071	107792499	22.846146877680983
chr14	108882870	108883131	17.916252275079604
chr14	108973916	108974437	17.48069158854274
chr14	109128778	109129162	22.782661877572536
chr14	110413064	110413372	22.79550129407412
chr14	111394556	111394845	12.465698314785545
chr14	118089029	118089295	15.801480945787931
chr14	118221621	118221969	15.081900289688987
chr14	118252220	118252649	43.46622858292017
chr14	118253065	118253347	31.034318633113347
chr14	118369147	118369591	17.967070983336853
chr14	118731476	118731752	15.247924614643704
chr14	118958043	118959011	25.19782415500357
chr14	119896355	119896612	19.123399805002176
chr14	120137818	120138293	26.16097045697664
chr14	120241929	120242794	24.274134673410757
chr14	120288591	120288965	28.35778335836482
chr14	120477674	120478571	29.533464776233686
chr14	120846396	120846661	25.681017479806577
chr14	120858705	120858980	23.723615993152965
chr14	120864317	120864955	32.75013095831796
chr14	120880223	120880662	23.203248067434394
chr14	120898649	120899022	34.34161922567332
chr14	120905584	120905953	23.002711856914406
chr14	120920802	120921199	24.221571506721247
chr14	121288895	121289402	36.085685372587726
chr14	121305265	121305861	19.58747743360148
chr14	121359726	121360232	42.06287695013958
chr14	121387365	121387801	36.96306352002905
chr14	121418105	121418636	38.14351558505703
chr14	121547373	121548168	15.849264718901436
chr14	121737249	121737662	20.16189949275795
chr14	121761912	121762448	23.946999016092786
chr14	121797490	121798569	27.88782289096666
chr14	121804420	121804993	27.528341769339942
chr14	121822717	121823217	53.45176850891113
chr14	121839677	121840199	21.133487398140275
chr14	121878129	121878414	28.387320384644624
chr14	122046946	122047504	18.61492908129128
chr14	122091429	122091994	22.593782468812655
chr14	122180118	122181362	23.907945639067524
chr14	122270446	122271082	18.638538167161762
chr14	122301224	122301622	34.534829896898124
chr14	122912916	122913450	13.518310633491488
chr14	123121670	123122149	27.779640655676857
chr14	123123143	123123749	20.714644285711913
chr14	123575813	123576400	14.602568636964087
chr3	3308493	3308878	12.743743760245186
chr3	4679985	4680303	23.17436845047669
chr3	5579617	5579903	23.32339274133002
chr3	5771191	5771704	20.510928093573735
chr3	5860418	5860861	37.85286123650338
chr3	5993863	5994436	13.682920728886522
chr3	6049415	6050207	66.21604101224379
chr3	6093950	6094314	35.90937913119138
chr3	6094705	6094981	44.219679397085436
chr3	6101278	6101753	19.508385292856318
chr3	6231817	6232346	14.330452200595733
chr3	6829904	6830155	26.638168604725387
chr3	7683693	7684003	19.620779468167214
chr3	7684262	7684609	18.56897171361302
chr3	8245103	8246505	69.65470161825716
chr3	8905861	8906191	19.72847845771096
chr3	8914865	8915593	14.720785165881063
chr3	8923276	8924030	24.861240273129088
chr3	8979392	8979789	19.87540229441837
chr3	9010119	9010370	29.53543317270469
chr3	9024472	9024745	19.451418813768324
chr3	9036544	9037073	33.955962247794425
chr3	9037515	9038414	40.96131460128292
chr3	9049004	9049701	28.325028890174636
chr3	9097812	9098436	34.94374664930197
chr3	9114513	9114856	34.72786926180559
chr3	9115954	9116223	29.815153738823078
chr3	9131379	9132157	25.29802785618446
chr3	9224426	9224683	34.66799621730463
chr3	9225394	9225882	33.33527676785579
chr3	9244028	9244325	48.91776405360161
chr3	9244585	9244845	49.8223851277278
chr3	9249233	9249844	30.61304790103494
chr3	9289596	9290134	26.779194659903148
chr3	9506678	9507203	23.908620625450496
chr3	9601115	9601790	15.865788403263798
chr3	9987319	9987605	12.172064514426918
chr3	10304832	10305627	40.098260591614924
chr3	10342818	10343159	12.71577663086027
chr3	10442821	10443914	33.258253857507036
chr3	10486427	10486810	52.4896382961821
chr3	10584792	10585097	12.44644498043373
chr3	11635736	11636319	15.377595240624037
chr3	12824947	12825482	27.84466382499053
chr3	12830628	12830999	29.00732407994026
chr3	12920165	12920708	42.97359877879668
chr3	13635019	13635402	20.888784876691453
chr3	15159537	15160821	39.19578176421169
chr3	16077180	16077680	32.646140003204344
chr3	16125346	16126268	21.912095301063356
chr3	16168884	16170307	20.382159373162082
chr3	16181997	16182557	31.130809847797668
chr3	16249733	16249982	15.043926162413324
chr3	16252482	16253252	12.7532626963281
chr3	16332849	16334186	25.967815708739597
chr3	16349309	16349954	31.007669979657315
chr3	16724301	16724810	18.301893671743997
chr3	17058532	17059236	21.726648465476252
chr3	18357501	18358072	18.548464466101652
chr3	18697072	18697431	17.10887021673091
chr3	19162781	19163498	14.956835462790986
chr3	19187592	19188093	18.771663816151268
chr3	19188576	19188905	19.858405698758855
chr3	19233808	19234251	15.742514577999073
chr3	19234776	19235132	17.176620172650626
chr3	19353407	19353663	31.95047900080681
chr3	19501305	19502159	17.89088726043701
chr3	19627786	19628607	15.613707825269246
chr3	19743373	19743873	18.484846387863158
chr3	19899754	19900389	47.018218666737475
chr3	19906100	19906634	22.980527917990525
chr3	20040923	20041172	24.738428621407014
chr3	20057344	20057994	22.034543938269984
chr3	20068317	20068758	20.02066211094932
chr3	20525537	20525878	11.979343233919563
chr3	22004978	22005529	20.237694061819308
chr3	22025333	22025768	16.40486566390114
chr3	22560691	22560955	24.846869598735463
chr3	23363686	23364686	23.456043119430543
chr3	23656673	23656967	18.360962335755225
