chr	start	end	8Cell_siTfap2c_Tead4_ds
chr17	45456006	45456415	33.16286355650512
chr17	45506854	45507129	24.21109730460427
chr17	45579103	45579781	33.4979739175082
chr17	45984615	45985036	16.529437495523847
chr17	46153678	46154060	49.90337261479562
chr17	46160375	46160875	42.83302001953125
chr17	46186170	46186535	24.09853331683433
chr17	46253476	46253772	17.923368070576643
chr17	46273595	46274169	23.708034342589695
chr17	46288569	46289063	29.99634082500751
chr17	46308180	46308475	16.79797950033414
chr17	46329678	46330149	25.866525342256907
chr17	46458149	46459013	19.989378622284644
chr17	46594088	46594612	16.82284940290087
chr17	46645782	46646408	15.912033125234489
chr17	46674082	46674330	20.19223331635998
chr17	46782764	46783151	37.79645864107196
chr17	46854248	46854629	33.00155665179876
chr17	46876285	46876679	30.572377824541277
chr17	47010416	47011035	12.184886993229485
chr17	47280984	47281336	18.381496396931734
chr17	47502030	47502313	33.14696061232065
chr17	47581296	47581782	13.701883971445845
chr17	47593020	47593587	18.265847276758265
chr17	47615116	47615476	24.37693148189121
chr17	47624801	47625215	20.465507781447997
chr17	47647212	47647703	29.26488647150168
chr17	47687963	47688302	16.433501828736613
chr17	47778767	47779260	21.0508447360799
chr17	47864309	47864613	19.47656472105729
chr17	47873431	47873900	29.99846312435451
chr17	47957859	47958214	24.75632972717285
chr17	47983881	47984138	13.092458294523365
chr17	47995111	47995358	19.030076316493727
chr17	48110292	48110665	9.918886252446724
chr17	48127789	48128232	14.911456054274169
chr17	48157637	48157974	15.058998481456179
chr17	48409756	48410552	27.165165346471507
chr17	48427942	48428262	17.355913734436037
chr17	48484559	48484954	24.283093179630328
chr17	49163527	49163807	20.27347249984741
chr17	49783036	49783326	14.858290534183897
chr17	49888909	49889162	11.212192605135469
chr17	50024805	50025656	41.380510386232764
chr17	50032442	50032711	28.800308135362364
chr17	51876134	51876546	19.907153585582105
chr17	53456500	53456848	15.971709848820478
chr17	53560081	53560348	30.838013573978724
chr17	53572420	53573407	22.368733575158085
chr17	56072933	56073237	36.11062023514196
chr17	56223131	56223514	27.940772278190593
chr17	56256131	56256578	19.420028136080543
chr17	56383086	56383514	21.610676954839832
chr17	56462263	56462832	14.899912930540545
chr17	56502783	56503275	49.21922059175445
chr17	56717127	56717560	22.208662733470046
chr17	56757722	56758217	16.226495288116762
chr17	56822185	56822495	17.99835938792075
chr17	56935604	56935918	35.17803072473806
chr17	57060005	57060549	32.47735530138016
chr17	57247991	57248755	24.666829549829373
chr17	57258301	57258669	26.545955704606097
chr17	57259119	57259441	17.274610323935562
chr17	57265366	57265669	13.865182023630677
chr17	57294259	57294819	26.10291051013129
chr17	58985806	58986458	19.644618013885122
chr17	60913455	60913755	19.20284144083659
chr17	61197709	61198767	23.957165545011062
chr17	61664819	61665580	24.944912763838698
chr17	62002603	62002934	16.395583916286686
chr17	62689405	62689827	28.564091695993433
chr17	62802453	62802863	26.558729916084104
chr17	62916100	62916742	31.78040150764204
chr17	63414474	63414773	13.344219542666023
chr17	63644446	63645112	22.52986271746524
chr17	64198751	64199371	16.94873850576339
chr17	65221488	65221814	14.856993283230834
chr17	65451060	65451406	16.72077518253657
chr17	65608188	65608474	22.46670766643711
chr17	65613659	65614573	27.56935855961472
chr17	65701789	65702209	20.09441127550034
chr17	65760715	65761045	19.267486297723018
chr17	65775361	65776046	37.48058611737551
chr17	65776960	65777288	26.852734240089976
chr17	65854491	65855520	30.508692690420197
chr17	65885052	65885350	20.351986488239877
chr17	65975228	65975530	13.893428745648718
chr17	66010499	66010794	32.31213737746417
chr17	66083765	66084115	20.391587093898227
chr17	66103853	66104280	29.65372410758597
chr17	66234772	66235688	23.277964722121126
chr17	66424562	66425192	11.357444428640699
chr17	66471242	66471945	26.697936895053044
chr17	66568789	66569114	25.0030909376878
chr17	66611694	66612180	18.643084859651793
chr17	66616787	66617339	24.395883719126385
chr17	66635098	66635377	16.54533970398715
chr17	67358314	67358662	18.577445907154303
chr17	67386201	67386559	30.914076986259587
chr17	67479980	67480526	16.117637326865843
chr17	69483202	69483661	23.646780334007246
chr17	69960242	69960951	29.18795943495585
chr17	70683502	70684235	22.074386458767712
chr17	70690432	70691219	14.698317389021684
chr17	70707964	70708237	11.035571606604607
chr17	70744696	70745468	28.89684917024998
chr17	70755241	70755547	12.819317177230237
chr17	70812520	70812784	22.50028431776798
chr17	70924724	70925588	30.37486058363208
chr17	70971676	70972451	17.99560150392594
chr17	70986107	70986614	22.75261182991946
chr17	70998924	70999175	26.03307056047052
chr17	71002271	71002564	32.07027503654818
chr17	71104665	71104999	19.273105541389146
chr17	71353335	71353650	17.119984429980082
chr17	71480339	71480722	36.67870250134182
chr17	71551523	71551878	19.770802159376547
chr17	71598891	71599231	21.08859817280489
chr17	71611946	71612200	40.98454607565572
chr17	72828077	72828399	28.870522309534298
chr17	72835920	72836206	24.66753732241117
chr17	72854401	72854724	35.102822418921505
chr17	72866381	72866872	22.603206292674887
chr17	73127844	73128611	28.57616347035653
chr17	73159468	73159734	11.069298034323786
chr17	73262885	73263176	18.165330650880165
chr17	73885086	73885396	18.789881029436664
chr17	74149019	74150008	26.021240064661473
chr17	74301480	74301840	27.144746012157864
chr17	74330671	74331014	24.085965520786473
chr17	74395129	74395466	14.75825502469207
chr17	74416217	74417116	28.767480836429108
chr17	74486969	74487356	22.623848124067912
chr17	74526596	74527386	39.503567632844174
chr17	74527809	74528179	43.235233291419775
chr17	74810624	74810977	14.702838923370534
chr17	75158205	75158563	14.670324690515102
chr17	75558383	75558881	16.792854813686816
chr17	75581791	75583033	18.213323064376382
chr17	78322381	78323130	25.820289311962867
chr17	78703752	78704052	44.60749710083008
chr17	78710545	78710907	25.538960030065716
chr17	78725049	78725351	38.956752581312166
chr17	78727019	78727266	43.34244313413797
chr17	78743248	78743495	21.18532282717315
chr17	78834916	78835282	11.656362696423557
chr17	78835531	78835780	13.294608813213058
chr17	78916306	78916722	13.92513804940077
chr17	79361198	79361668	14.894674082005277
chr17	79881274	79882046	12.976006261425315
chr17	80018255	80018709	23.51949498096752
chr17	80138565	80138965	19.282859873771667
chr17	80191288	80191619	32.78471904074677
chr17	80211400	80211711	24.30027066319702
chr17	80232721	80233345	24.926775706120026
chr17	80248307	80248980	17.731798857140507
chr17	80262724	80262987	16.80958404468493
chr17	80289779	80290619	17.73341859011423
chr17	80482819	80483539	38.411611032485965
chr17	80537014	80537269	28.423557992075004
chr17	80553436	80553843	17.40731783405276
chr17	80636087	80636396	15.146146681702252
chr17	80761646	80761978	13.97151803108583
chr17	83025099	83025415	12.069288471077062
chr17	83037502	83037871	18.621706272528424
chr17	83201517	83202038	16.72723813889809
chr17	83265388	83266583	27.932051143885655
chr17	83275393	83276231	16.832405482385493
chr17	83323437	83323873	16.195669854452852
chr17	83377607	83377920	15.521790815237612
chr17	83400343	83400885	17.470721638950476
chr17	83514375	83514629	24.087567415763075
chr17	83589189	83590058	24.183394906161432
chr17	83639655	83640299	26.77829206804311
chr17	83645450	83645759	30.79635885541107
chr17	83649747	83650074	44.95997821446223
chr17	83668294	83668564	49.062063245420106
chr17	83669871	83670173	47.434833071879204
chr17	83677365	83677780	35.19235914299287
chr17	83808947	83809247	18.466734902064005
chr17	83903484	83903824	19.915100215463077
chr17	84312791	84313458	18.84455693715337
chr17	84349825	84350522	28.176714013262494
chr17	84351070	84351415	22.990842072860055
chr17	84497054	84497634	14.151976994810433
chr17	84790556	84790824	29.703903369049527
chr17	84849237	84849515	17.88658605891166
chr17	84878151	84879378	28.999023128158207
chr17	84931667	84932226	21.998719795445425
chr17	84957068	84957715	29.849662323823484
chr17	85146947	85147389	24.495920397037835
chr17	85162528	85163415	57.06368062730034
chr17	85905583	85905921	34.151020247555344
chr17	86471463	86471742	11.803907850737213
chr17	86496118	86496505	34.06120275650222
chr17	86536205	86536574	16.45048098318622
chr17	86586735	86587218	23.072564265249184
chr17	86659747	86660209	19.68545185848748
chr17	86711473	86711824	31.679528543412516
chr17	87314839	87315103	12.33313390161052
chr17	87409451	87409705	27.17042768283153
chr17	87446943	87447189	13.899078467997109
chr17	87601619	87602055	20.416461798029207
chr17	87854181	87854454	12.57523575807229
chr17	87861037	87861733	38.151236575225305
chr17	87925571	87925912	25.331600194802384
chr17	87963971	87964277	32.4056708017985
chr17	87964822	87965657	28.63177657555677
chr17	88138183	88139216	20.6084006038086
chr17	88236314	88236962	28.588597753901542
chr17	88268611	88269270	20.361924918179085
chr17	88312623	88313289	18.472405930360157
chr17	88529760	88530343	16.23476386192937
chr17	88558205	88559229	39.36520254518837
chr17	88594923	88595367	10.276599042050472
chr17	88603550	88603848	21.887800063062834
chr17	91556517	91556950	15.080906931852908
chr17	93482346	93482599	23.120159134092066
chr17	93680493	93681088	159.93763137905538
chr17	94196568	94197611	25.29898584289039
chr17	94834603	94834863	15.608448215631338
chr1	3445669	3446025	17.9711908169007
chr1	4712241	4712633	16.070409925616516
chr1	4787791	4788600	52.11748941513458
chr1	4856107	4856379	22.956330369500552
chr1	5461947	5462228	11.461726039329882
chr1	6188825	6189094	22.208973689593346
chr1	6190359	6190620	27.733339631237747
chr1	6293356	6293685	15.230613360651358
chr1	7045178	7045673	23.006766220054242
chr1	7088682	7089075	17.185904614494653
chr1	7125329	7125804	14.178656574048494
chr1	7298771	7299365	20.037980840663717
chr1	7397239	7397933	16.315957340108557
chr1	7498776	7499610	32.80421482401786
chr1	8936319	8936573	12.05428540612769
chr1	9768014	9768869	25.34425396612513
chr1	9825378	9825756	28.27931718977671
chr1	9947226	9947667	41.770665434753006
chr1	10038912	10039958	22.77048469547104
chr1	10169256	10170784	40.33966201200535
chr1	10206929	10207364	17.454233057745572
chr1	10284548	10285914	51.35363288714631
chr1	10571243	10571645	19.216107366096914
chr1	10797847	10798261	10.66566857047703
chr1	11127482	11128226	15.887656169552956
chr1	11492866	11493846	28.684516168613822
chr1	12147438	12147956	16.774672986917974
chr1	12572504	12572886	25.17091562860299
chr1	12573249	12573545	29.200704593916196
chr1	12885646	12886890	21.49171338970638
chr1	13052208	13052622	17.83194551145397
chr1	13259460	13260513	30.13045104571104
chr1	13605529	13605922	31.342388099689824
chr1	13646139	13646560	32.511548298271705
chr1	13663981	13664390	30.559704950794323
chr1	14408470	14409101	17.660931889493188
chr1	15804951	15805895	51.438125460834826
chr1	15838108	15839139	24.723213779475362
chr1	15936322	15937191	18.87259748807848
chr1	16005858	16006346	26.355819475455363
chr1	16021487	16022792	31.506071594939836
chr1	16028884	16029187	11.805478627925659
chr1	16091014	16091306	21.522813447534222
chr1	16159727	16160076	14.85300392271113
chr1	16195701	16196098	18.415482977475566
chr1	16683305	16684012	37.29661371481975
chr1	16792796	16793163	29.45830574867186
chr1	16817256	16817635	35.849824241094666
chr1	16817906	16818171	24.838897849028964
chr1	16827851	16828107	15.818997003138065
chr1	16829740	16830001	14.183458635176736
chr1	16867330	16867595	18.880775775549548
chr1	16888571	16888847	19.616424719492596
chr1	16898388	16898661	10.41033287362738
chr1	17037602	17038103	16.68163532839564
chr1	18223242	18223979	18.149046074260365
chr1	18981122	18981463	24.583875891050635
chr1	19973767	19974478	24.020801068693608
chr1	20799684	20799977	19.657976414156447
chr1	21252805	21253726	37.557789448418134
chr1	21271892	21272138	13.93810555993057
chr1	21344567	21345754	38.49737044754607
chr1	21354395	21354654	18.226635347462068
chr1	21381283	21381925	24.521999015986363
chr1	23246553	23247124	32.7427275101483
chr1	23255709	23255973	15.63866146405538
chr1	23965539	23966977	32.53369846264411
chr1	24611534	24612078	243.2694507039645
chr1	24615707	24616287	226.65426282040005
chr1	25020011	25020468	20.619820513401823
chr1	25020928	25021248	16.305740016698838
chr1	25049237	25049839	17.25881287267438
chr1	26687406	26687802	23.550956938001846
chr1	26688109	26688363	22.00009160154448
chr1	26739442	26739874	23.035504932756776
chr1	26740264	26740615	22.348606120487226
chr1	27662555	27662997	22.321252335250648
chr1	28463765	28464023	21.187621671099997
chr1	29781343	29781661	29.414835378059053
chr1	30413989	30414398	20.37921290875647
chr1	30558223	30558843	17.437421934835374
chr1	30817571	30817941	30.168060060449548
chr1	30873948	30874232	27.658540947336547
chr1	30908506	30908908	107.85811440387175
chr1	30909176	30909465	64.31587712904987
chr1	30922073	30922369	31.597472416388023
chr1	30922633	30922959	28.87953454585163
chr1	30937684	30938288	42.34798691920097
chr1	31069059	31069404	14.889153674028922
chr1	31232956	31233207	9.635414355304611
chr1	33778683	33779469	24.082265582096788
chr1	34066254	34066947	39.73882298380094
chr1	34078052	34078402	18.657222314562116
chr1	34106729	34107504	44.17755668886246
chr1	34439451	34439763	34.237554385111885
chr1	34469505	34470406	23.13504125592976
chr1	34536714	34536969	17.24070852878047
chr1	34752896	34753447	230.15527155351725
chr1	34911159	34911441	15.151159382881001
chr1	34930387	34930676	11.233035825115588
chr1	35194276	35194738	30.960999476445185
chr1	35630805	35631900	29.291397212302847
chr1	35839810	35840096	14.148464056161734
chr1	35871059	35871464	23.172476836781442
chr1	35986132	35986455	17.13194159162303
chr1	36013496	36014170	38.374030956528664
chr1	36016843	36017732	62.26106185398166
chr1	36030241	36031527	17.318883680073693
chr1	36040231	36040485	20.828280572816144
chr1	36067817	36068204	20.578404865215607
chr1	36077261	36077536	19.71879316850142
chr1	36119021	36120419	34.4268404987237
chr1	36138244	36138491	18.89184796954939
chr1	36249686	36249995	25.317217157110814
chr1	36444991	36445316	11.922171767308162
chr1	36511461	36511756	28.272654478428727
chr1	36594374	36594710	14.875206953003293
chr1	36650197	36650598	25.872483103649873
chr1	36732398	36733010	15.922173635632385
chr1	36757820	36758286	21.368533341158102
chr1	36784867	36785253	12.387311401762492
chr1	36895269	36895594	11.406820077162523
chr1	37042926	37043404	27.724044560388542
chr1	37119934	37120306	20.94933540590348
chr1	37284965	37286029	22.611866959951875
chr1	37299915	37300245	13.189819639379328
chr1	37683981	37685755	52.784972913370055
chr1	37711766	37712012	18.42223337607655
chr1	37865084	37865332	27.797650575637817
chr1	38133868	38134684	25.155361716653786
chr1	38326588	38327245	35.14513238706545
chr1	38330952	38331220	32.673497399287434
chr1	38673987	38674670	19.687048356320116
chr1	38683389	38683905	23.13727683706801
chr1	38796822	38797390	16.30099313863566
chr1	38987389	38988084	12.131100433678936
chr1	39122969	39123673	15.65534698082642
chr1	39135011	39135757	18.234679091072593
chr1	39186442	39187368	57.59241545329083
chr1	39292275	39292645	24.349549950780094
chr1	39511917	39512202	15.934993265386213
chr1	39521211	39521542	24.230771903184966
chr1	42034861	42035557	31.03907831509908
chr1	42994074	42994346	13.649073825163
chr1	43269470	43269808	29.96894129916761
chr1	43287386	43287725	34.09118476800159
chr1	43315925	43316296	16.59184512937808
chr1	43483929	43484594	23.261592790417204
chr1	44102102	44102424	10.810706754648908
chr1	44397869	44398176	17.52092107654783
chr1	45580238	45581079	33.18700614298708
chr1	46002412	46002787	19.313797019958496
chr1	47319984	47320284	15.049333483378092
chr1	50901707	50902075	21.840928424959596
chr1	51612082	51612487	22.711497904930585
chr1	51613072	51613423	18.99007501901045
chr1	51695639	51696590	29.99673053368409
chr1	51858799	51859147	17.829455164657244
chr1	51920875	51921169	29.410258922447152
chr1	51946751	51947007	20.698888547718525
chr1	52031231	52031606	20.215615577697754
chr1	52119468	52119790	10.32366736927388
chr1	53525566	53526488	29.085432066058907
chr1	53756359	53756712	22.218965519589
chr1	53855478	53855724	45.57423041118839
chr1	54888620	54888913	13.500963468193602
chr1	54896422	54896676	12.37349197808213
chr1	55009744	55010047	20.628797902525847
chr1	55162749	55163234	19.68457132516448
chr1	55163787	55164131	16.54197500472845
chr1	55168583	55168955	17.229785692307257
chr1	55211116	55211722	24.23945669923285
chr1	55352167	55352443	11.410381025162296
chr1	56953931	56954343	47.40637271844068
chr1	56955092	56955445	29.511454493060665
chr1	57376957	57377309	16.82975227453492
chr1	57406565	57406964	18.956849767450702
chr1	57476990	57477484	31.05453382716005
chr1	57953995	57954627	14.26371911130374
chr1	58296621	58296970	15.14645868317787
chr1	58457654	58458169	19.051626494324324
chr1	58494186	58494467	18.424549401442775
chr1	58585512	58585813	24.16126609244616
chr1	58651423	58652664	17.771520890505634
chr1	58766725	58766978	15.121079791675914
chr1	58973293	58973663	14.785598414653057
chr1	59269939	59271188	15.675229949126537
chr1	59532826	59533436	18.75336956274314
chr1	59533757	59534353	24.035765886306763
chr1	59638621	59639181	33.77452936172485
chr1	59663701	59663973	59.444112202700445
chr1	59676741	59677191	22.619047419230142
chr1	59687406	59687834	35.44699816837489
chr1	59745074	59745540	29.25067975081088
chr1	59837566	59837950	22.711693974832695
chr1	59896552	59897002	17.583628652360705
chr1	59938623	59938887	46.261398387677744
chr1	60002913	60003225	23.3914940846272
chr1	60180236	60181446	30.72190385771192
chr1	60188837	60189648	23.53065058335423
chr1	60330279	60330558	20.078461988852442
chr1	60414519	60414802	14.415313373606113
chr1	60545608	60545899	23.360155269452388
chr1	60762953	60763356	15.954718179205807
chr1	61874581	61874960	20.427297461315952
chr1	62580095	62581200	30.7351679996128
chr1	62915009	62915663	20.196259159560597
chr1	62992940	62993260	26.553929835557938
chr1	63138095	63139362	52.029385203156025
chr1	64036803	64037074	14.187581792528778
chr1	64436307	64436587	12.260852483340672
chr1	64553075	64553464	24.712476190993595
chr1	64617370	64617770	18.696100080013274
chr1	64737855	64738155	14.899976698557536
chr1	64902231	64902501	12.746582029483937
chr1	64956943	64957223	50.902788741247996
chr1	64989973	64990917	47.00131691310365
chr1	65037495	65038318	33.75728526932356
chr1	65178586	65179075	28.341744877321833
chr1	65179405	65179651	19.805645996962138
chr1	65420849	65421925	243.28563879568782
chr1	65498457	65498755	26.656301517614583
chr1	66700205	66701180	19.859349947709305
chr1	66817135	66817498	11.623379734922047
chr1	67129994	67130303	18.733300138059942
chr1	69277422	69277889	12.88870927149019
chr1	69727845	69728723	41.845550915103296
chr1	70468664	70469812	46.451465583429105
chr1	71103298	71104375	17.34158334891444
chr1	71557113	71557491	13.784045991443453
chr1	71592297	71592678	14.946725514930064
chr1	72244682	72245008	42.49955892270328
chr1	72283241	72283510	18.532600473737183
chr1	72792853	72793582	32.079366975033395
chr1	73663107	73664040	17.812415788922408
chr1	73932316	73933460	20.71914863836515
chr1	74218087	74218339	19.795507291006665
chr1	74235218	74236302	29.10049703464297
chr1	74284541	74284949	16.43902473122466
chr1	74309497	74310288	36.67259383050892
chr1	74371230	74371539	22.66916108362883
chr1	74390830	74391131	20.900548016114094
chr1	74474030	74474515	36.51399694029818
chr1	74513187	74513461	23.135288092341735
chr1	74643015	74644079	26.71473505174307
chr1	74808220	74808578	14.163723889675886
chr1	74858220	74858564	20.79688133195389
chr1	74876844	74877388	39.0959811631371
chr1	74892914	74893630	19.774992898855796
chr1	75122353	75122632	36.03114724928333
chr1	75124441	75124919	24.483391037545942
chr1	75168674	75169006	28.495786310678504
chr1	75204426	75205028	23.183041407816432
chr1	75299021	75299268	16.576803180370252
chr1	75317094	75318058	31.331883703524642
chr1	75518280	75518638	26.84939696402523
chr1	75546093	75546448	16.58535562971948
chr1	75653556	75654051	21.845107831858627
chr1	75791583	75791859	16.647876190102618
chr1	78488893	78489583	22.582666614090186
chr1	78525059	78525345	11.500052133640208
chr1	78534779	78535508	16.485283972631592
chr1	78656143	78656463	20.716399055719375
chr1	79656364	79657151	37.11248624794365
chr1	79731459	79731914	15.903890100416247
chr1	79959431	79960048	18.31410248507557
chr1	80186337	80187136	20.620816556622596
chr1	80341008	80341376	17.727251109869584
chr1	80378667	80378987	35.821962773799896
chr1	81231230	81232240	30.119304371352243
chr1	81718480	81718835	25.047843771921077
chr1	82433126	82433473	18.381976825703116
chr1	82810763	82811065	14.83309593579627
chr1	82820231	82820747	21.973263310831648
chr1	84332663	84333608	33.13026587975719
chr1	84797618	84797906	21.506884776883656
chr1	84879544	84879918	38.24880520417729
chr1	84880772	84881665	40.06506208609894
chr1	84890387	84890636	22.159097878329725
chr1	84897621	84898000	33.86816176260996
chr1	84918986	84919262	18.375661452611286
chr1	85091594	85091874	17.495922318526677
chr1	85105838	85106284	14.115087788735805
chr1	85112336	85112590	21.609507425563542
chr1	85114128	85114400	15.617981430362253
chr1	85114981	85115314	17.32228203507157
chr1	85250482	85251106	28.77861948349537
chr1	85266588	85267144	36.01876706871197
chr1	85277641	85278200	38.67859247374833
chr1	85591065	85593417	75.8842975426031
chr1	85604184	85604924	12.49049834625141
chr1	85743128	85744106	38.990363610546524
chr1	85752026	85752516	26.29396823182398
chr1	85784031	85784373	33.449010514376454
chr1	86225196	86225454	21.97328192688698
chr1	86234341	86235236	27.131908178063078
chr1	86250919	86251273	15.851679502907446
chr1	86278552	86278856	27.08119417491712
chr1	86399413	86400989	33.87303747622495
chr1	86401354	86401659	27.37366193552486
chr1	86458354	86458675	26.51772537706797
chr1	86482177	86482674	27.451943503059372
chr1	86582339	86582850	37.84617838327665
chr1	87084340	87085072	25.009159721311974
chr1	87090173	87090958	29.80449804318179
chr1	87185084	87185420	10.868284783193044
chr1	87282414	87282856	16.053040918721333
chr1	87323284	87323656	29.40936517202726
chr1	87326566	87326859	41.38769652330835
chr1	87414131	87414766	27.209912032780686
chr1	87421373	87421647	15.122439029443003
chr1	87551361	87551799	17.712208058736095
chr1	87840147	87841379	45.86826493678155
chr1	87860040	87860325	13.026492921929611
chr1	87881664	87881928	20.326244556542598
chr1	87883498	87883755	19.061705678353515
chr1	88277206	88277607	35.43933912643471
chr1	88602582	88603047	15.027310473944551
chr1	88800982	88801308	26.94877860589993
chr1	88805630	88806127	26.75218693447305
chr1	89191353	89192426	50.69652227631042
chr1	89226461	89226896	29.23098783821895
chr1	89227167	89227480	20.470748593632024
chr1	89710089	89710418	17.438840639989788
chr1	89837530	89837781	15.211810617332915
chr1	89838184	89838457	16.088338981181273
chr1	90064418	90065216	23.483506080799533
chr1	90454299	90454561	13.718054982542082
chr1	90518898	90519846	20.61289742425524
chr1	90622902	90623220	13.388978415315256
chr1	90628590	90629539	41.58255509053945
chr1	91175828	91176357	19.02940378026836
chr1	91185776	91186022	15.165369530034258
chr1	91247851	91248190	24.134158519868652
chr1	91295791	91296149	29.248270983136567
chr1	91319684	91320180	16.60676044610239
chr1	91352358	91353214	31.396544416374134
chr1	91366489	91366740	11.314279444189186
chr1	91391691	91392393	22.456498491118776
chr1	91913086	91913343	23.407880063186823
chr1	91914938	91916078	32.9283874871438
chr1	92014192	92014814	14.779457659583382
chr1	92040805	92041523	16.568465464626513
chr1	92180527	92181104	20.885356032042612
chr1	92809379	92809796	18.38161740428824
chr1	92810091	92810462	17.819721540672116
chr1	92934401	92934668	29.327692531914302
chr1	93030065	93030340	18.213600054654208
chr1	93030658	93031062	23.618008618307584
chr1	93161877	93162406	16.62551112977228
chr1	93223765	93224076	12.438276079306648
chr1	93299690	93300375	13.19903050721997
chr1	93343640	93344038	16.474132250301803
chr1	93445781	93446090	16.12320729598258
chr1	93478198	93478839	25.785189899379116
chr1	93511644	93511943	18.699743835423703
chr1	93537696	93538178	48.870320787073666
chr1	93603406	93604891	31.77197281680123
chr1	93667993	93668524	25.67411068199718
chr1	93695978	93696227	24.528390807799067
chr1	93702833	93703333	20.875617057800294
chr1	93713147	93713904	18.574299751846134
chr1	93751233	93751818	30.38170289585733
chr1	93790941	93791897	32.388615778799334
chr1	93825016	93825523	18.026598648206722
chr1	94086640	94087853	30.00300870802613
chr1	94090667	94091484	30.529202205606598
chr1	95451929	95452348	53.7180614263744
chr1	96061697	96062069	25.27111043212234
chr1	96300444	96300754	16.64589408751457
chr1	96842972	96843924	31.50605751035594
chr1	96871007	96871268	20.208347020934823
chr1	96886549	96887030	13.964078890310752
chr1	97759621	97759971	18.809629336765834
chr1	97790618	97791091	24.77378623026874
chr1	97799629	97800556	40.294218203267874
chr1	105435266	105435566	10.821167200406393
chr1	105494473	105494800	14.697374631140939
chr1	106074698	106075025	22.328265195957382
chr1	106077076	106077847	28.037706220505612
chr1	106534963	106535381	34.19453942148309
chr1	106541238	106541552	28.97754988700721
chr1	106541807	106542155	31.07586111145458
chr1	110904311	110904634	12.210670612913905
chr1	111048077	111049040	16.8066247947986
chr1	112353719	112354155	13.27168460723457
chr1	113970904	113971298	35.24311976263366
chr1	114573718	114574826	23.10522424443104
chr1	118326816	118327133	20.999938597814516
chr1	118336926	118337309	29.943515603287103
chr1	118388557	118389291	19.605443677720324
chr1	118481547	118481805	15.497892631116764
chr1	119520698	119521242	17.696723406805713
chr1	119581950	119582898	17.962707356561587
chr1	119649359	119650241	20.58778011447448
chr1	119700185	119700441	29.26681086421013
chr1	119913197	119914018	26.6952981240276
chr1	120083745	120084303	20.187452861485088
chr1	120239095	120239427	14.585290752261518
chr1	120266788	120267237	15.588937312298203
chr1	120275753	120276084	15.054799077013827
chr1	121539487	121539760	11.02382753358219
chr1	125515521	125515897	16.490364112752548
chr1	125560532	125560861	15.31491079591328
chr1	127107836	127108616	39.703657096471545
chr1	127198943	127199225	19.554661074428694
chr1	127588305	127590000	25.421262219240532
chr1	127768619	127768988	20.090427380590256
chr1	127769312	127769568	15.627289563417435
chr1	128102807	128103082	42.137634228793054
chr1	128215238	128215601	16.155176573876837
chr1	128268332	128268853	29.30184332651735
chr1	128417000	128417323	16.160887363894435
chr1	128458913	128459704	29.036239396757182
chr1	130224553	130225289	18.05628893168076
chr1	130246527	130247098	15.83980970416094
chr1	130462381	130462664	14.109963939383679
chr1	130474037	130474359	18.00016625031181
chr1	130715500	130715930	14.799077854600064
chr1	130734270	130735486	23.914061830624153
chr1	131112391	131112654	17.263905612234833
chr1	131150110	131150646	27.178156201519183
chr1	131252209	131252494	18.07236170517771
chr1	131497977	131498288	15.796550747665945
chr1	131527115	131528052	22.328164805979206
chr1	131853224	131853569	20.257294591267904
chr1	131853868	131854205	18.35761484264974
chr1	131969120	131970403	59.262407176492744
chr1	132187659	132187932	14.59947746751946
chr1	132211371	132211674	18.097288062470188
chr1	132276957	132277344	19.412346213979006
chr1	132278023	132278535	20.798907946795225
chr1	132292330	132292631	18.65346630071089
chr1	132460978	132461394	25.770489149368725
chr1	132790893	132791491	46.08046371880981
chr1	132935221	132935559	12.186421913508127
chr1	132968970	132969296	16.73539242715192
chr1	133153144	133153545	15.454322814941406
chr1	133424628	133424949	17.468012676060756
chr1	133650524	133650901	21.947716227260763
chr1	133885643	133886334	13.201760147138891
chr1	134070230	134070866	20.12708492249063
chr1	134078253	134078502	17.814693749669086
chr1	134110253	134110528	13.91913330078125
chr1	134169028	134169466	21.209838514458642
chr1	134225012	134225452	36.67208368994973
chr1	134225715	134226862	39.65109199051662
chr1	134244557	134244948	24.245020171260588
chr1	134338474	134338992	40.00797806743489
chr1	134382095	134382916	34.06432288514856
chr1	134405927	134406378	15.432291145070957
chr1	134414928	134415642	25.427479552287682
chr1	134469900	134470175	27.93141850558194
chr1	134570330	134570608	19.421584424355046
chr1	134611103	134611851	36.15793772559753
chr1	134803947	134804260	20.804785518219678
chr1	134895977	134896517	21.455020660824246
chr1	134936358	134936738	16.9793500046981
chr1	134962012	134962925	15.573532059054255
chr1	135177647	135178276	23.463347679101794
chr1	135184139	135184663	26.151445559872926
chr1	135206911	135207178	21.496297750580176
chr1	135245412	135245946	30.318597668565616
chr1	135258784	135259162	33.9380006891079
chr1	135260129	135261396	42.37155016181783
chr1	135286344	135286692	23.71539343362567
chr1	135381889	135382382	15.898500361258796
chr1	135401162	135401438	19.921784950339276
chr1	136007624	136008276	15.01243948351386
chr1	136346587	136346968	14.868329648896465
chr1	136390870	136391299	32.171348669590095
chr1	136414992	136415668	20.67839616290211
chr1	136436962	136437260	21.63361717710559
chr1	136466415	136466778	15.64969052559088
chr1	136561603	136562317	33.17167174582388
chr1	136576197	136576517	26.910657984018325
chr1	136735352	136735783	31.108701073100008
