chr	start	end	EXE_E65_Tead4_ds
chr19	10525184	10525781	20.958095654370997
chr19	10561758	10562560	24.433600935852734
chr19	10576889	10577437	29.075208263675663
chr19	10605620	10606152	28.0446297351579
chr19	10740669	10741090	25.211638221831333
chr19	10895043	10895397	15.63924662541535
chr19	11259686	11260427	16.289195074243583
chr19	11965140	11965757	26.76739162061744
chr19	12463573	12464355	26.90587779384135
chr19	12488241	12488686	20.077383019950954
chr19	12501760	12502085	11.766442093482384
chr19	12731701	12732506	28.252354736802
chr19	12795795	12796621	26.068334087621214
chr19	14655678	14656108	20.431294221656266
chr19	15924755	15925371	13.856756549376946
chr19	16130642	16130983	18.346022289869023
chr19	19286025	19286447	38.22878877585533
chr19	21106260	21106958	21.779318488429816
chr19	21591887	21592284	27.92758458327286
chr19	21778397	21778727	18.862164534944476
chr19	21784866	21785238	32.839045498960765
chr19	21882232	21882931	27.558174093734895
chr19	23042111	23042781	20.18097607342165
chr19	23121793	23122330	24.68690312064116
chr19	23132980	23133302	38.009961868665236
chr19	23140370	23141077	34.438922847008605
chr19	24225180	24225799	28.426641217726306
chr19	24253943	24254238	14.645207731602556
chr19	24271581	24271886	12.204352865062775
chr19	24280729	24281405	19.160686570511768
chr19	25406969	25407248	24.051136734665082
chr19	29238548	29238867	19.95988207849963
chr19	29361663	29361956	18.626626496428923
chr19	29647978	29648290	13.601761802648886
chr19	30029007	30029689	16.015464475077966
chr19	30179877	30180609	24.002534842882
chr19	32344604	32344875	34.524665909939586
chr19	32712424	32712731	18.747741630877268
chr19	32909560	32910104	18.548853875959622
chr19	36083763	36084041	13.438736332406243
chr19	36227869	36228213	22.147736055906428
chr19	36236936	36237208	21.16012844618629
chr19	37206818	37207297	18.558083273423737
chr19	37739890	37740427	20.51772443853055
chr19	37877481	37878145	16.805126359663813
chr19	37886722	37887228	17.545024485456143
chr19	38054432	38054833	34.79935984718532
chr19	39901450	39901773	17.374070699000875
chr19	40202544	40203179	27.7318494676605
chr19	40873108	40873393	19.053766187032064
chr19	40894620	40895195	13.264715426901112
chr19	41848129	41848408	19.73428609294276
chr19	41980663	41981509	30.805630510298638
chr19	42129090	42129571	27.665754651329372
chr19	42170524	42170817	18.512048428375973
chr19	43675131	43675494	34.02606849039881
chr19	43711418	43711764	18.39321209791768
chr19	43753026	43753337	14.178506529216214
chr19	43905387	43905706	18.641054954648393
chr19	44248254	44248587	26.811219596290016
chr19	44284227	44284521	32.86575255750799
chr19	44294081	44294773	20.301967299742504
chr19	44327790	44328527	19.580528360208955
chr19	44388564	44388896	19.781887904707208
chr19	44407795	44408385	31.7496541233386
chr19	44427572	44427873	25.82406109591259
chr19	44555199	44555467	14.03804387975095
chr19	44562833	44563102	23.587975583555085
chr19	44576146	44576476	14.948586599754565
chr19	44931183	44931560	16.903035940478905
chr19	44988857	44989214	19.060760196183576
chr19	45047589	45047951	14.212589250743719
chr19	45074729	45075418	24.003717884789012
chr19	45363496	45363949	17.47400534126669
chr19	45581524	45581827	11.897116481667698
chr19	45649934	45650379	65.55564597912048
chr19	45796003	45796358	16.437441280526176
chr19	46046884	46047623	36.50250948233598
chr19	46328170	46328686	21.38731299259866
chr19	46338408	46339064	18.798070788383484
chr19	46395334	46395690	22.54166013471196
chr19	46444295	46444640	14.368580569391666
chr19	46573356	46573688	15.737030052276978
chr19	46760945	46761753	21.472202152308853
chr19	47178261	47178654	18.414591932418084
chr19	47919330	47919757	32.540380929057996
chr19	53404804	53405098	12.339827407785014
chr19	53421058	53421513	37.34459119105077
chr19	53460370	53460977	17.743702007086313
chr19	53600101	53600480	29.32870583043564
chr19	53727575	53727849	18.983994981668292
chr19	53764870	53765191	27.57819159082906
chr19	53902958	53903541	18.771052098805868
chr19	53943986	53944701	31.287683671004288
chr19	55271540	55271866	20.8700613331941
chr19	55712090	55712795	29.055823934839125
chr19	56547919	56548393	15.898590707577734
chr19	57008263	57008575	21.581233229392613
chr19	57173573	57174188	17.68347371264202
chr19	59400131	59400547	12.841817867297392
chr19	60889800	60890084	18.01262703076215
chr19	61266633	61267261	119.02165046391214
chrM	98	4687	5684.98130807902
chrM	5821	6473	4673.70086632477
chrM	10966	16275	5639.03361349834
chr17	3082017	3082381	28.666742141430195
chr17	3114628	3115163	16.454747545830557
chr17	3557468	3557859	27.298980429959116
chr17	6079459	6079877	16.818787577049584
chr17	6808527	6808993	40.8036857162934
chr17	6827955	6828489	27.919942441504546
chr17	12119334	12119632	16.698153588595808
chr17	12195417	12195752	24.79714836576092
chr17	12266142	12266712	19.25807695388794
chr17	12723869	12724359	35.85470931384028
chr17	12960411	12960966	20.86361190349132
chr17	12999301	12999649	28.53464882949303
chr17	13658942	13659265	17.44227850178816
chr17	13682876	13683170	25.942887637079977
chr17	13709420	13710033	24.24820401034581
chr17	13743351	13744027	31.126410072371804
chr17	15564264	15564752	19.763729922107007
chr17	17004729	17005054	15.0365242092426
chr17	17373934	17374478	16.17093827619272
chr17	17624642	17625330	20.70516818207364
chr17	17837967	17838367	39.71762448787689
chr17	20945303	20945701	20.357976992525646
chr17	21104421	21105011	13.951718147730423
chr17	21397266	21398102	20.749280659205606
chr17	21449899	21450196	18.358091775014344
chr17	21473148	21473869	27.6252736661702
chr17	21722908	21723465	19.455137028514375
chr17	22876254	22876617	14.869963117867462
chr17	22877621	22878020	9.4238058224059
chr17	23293683	23294416	21.445001232672844
chr17	23328929	23329912	24.4534957484093
chr17	23330447	23330952	25.224931021964196
chr17	23433346	23434044	21.114963689984428
chr17	23511785	23512070	23.66995386491742
chr17	23513025	23513389	25.282991236382788
chr17	23518909	23519795	23.925248952267133
chr17	23534438	23534723	12.692682192618387
chr17	23652617	23653084	8.774996509388632
chr17	23660431	23660866	20.98511409978757
chr17	23673594	23673862	24.674243670790943
chr17	23694687	23694972	28.308225029393245
chr17	23726336	23726742	22.752793727837172
chr17	23802830	23803249	24.403028820465742
chr17	24220827	24221150	33.47487017392374
chr17	24351969	24352353	18.133105146388214
chr17	24413881	24414267	20.52336008931689
chr17	24454882	24455726	17.028552801688136
chr17	24478805	24479099	43.688974601070896
chr17	24527737	24528207	25.06092323546714
chr17	24550108	24550914	21.68427991393778
chr17	24632324	24632646	17.03379888416077
chr17	24736544	24736861	17.024448463969428
chr17	24849872	24850560	16.400359963261803
chr17	25115683	25115952	13.658255403369775
chr17	25273636	25274282	37.708765221823114
chr17	25414405	25415078	16.223400942106657
chr17	25570842	25571131	15.072708321277657
chr17	25579133	25579431	22.36980209094566
chr17	25801325	25801608	12.55995133066346
chr17	25920030	25920520	43.79603000563018
chr17	26011983	26012271	29.84570464491844
chr17	26069228	26069577	15.132798435353276
chr17	26243898	26244234	21.407355626424152
chr17	26508624	26509137	30.572163698966044
chr17	26548996	26549445	21.25841881384563
chr17	26584325	26585004	22.527817702258282
chr17	26781133	26781447	21.66762890785363
chr17	26933013	26933279	18.620185475600394
chr17	27133579	27133902	20.534462403217706
chr17	27555044	27556433	26.412674441107576
chr17	28224057	28224546	20.583651948316454
chr17	28350521	28351270	19.54697568712629
chr17	28801660	28802177	21.1977938960092
chr17	28855398	28855727	23.103288363540788
chr17	28926790	28927401	10.611543180899613
chr17	29081132	29081489	16.03677619805857
chr17	29347846	29348176	16.837027263641357
chr17	29448280	29448692	36.513450849403455
chr17	29451099	29451788	41.91666962965479
chr17	30004367	30004920	26.69127079203159
chr17	30051756	30052071	19.500585495479523
chr17	30576027	30576404	18.67572599760101
chr17	30607769	30608039	28.163434176974825
chr17	30609691	30609987	21.985763069745655
chr17	30874382	30874673	17.074580297437322
chr17	31254270	31255070	33.913271975517276
chr17	31294607	31295360	28.13994687550255
chr17	31305059	31305587	31.4442379637198
chr17	31424710	31425057	21.35156570181723
chr17	31512037	31512303	21.10497222269388
chr17	31748148	31748480	15.117652203663287
chr17	31808252	31808729	27.728396115812867
chr17	31931680	31932085	15.115320735507542
chr17	32067277	32067576	18.887950115777976
chr17	32320816	32321629	20.826560595232035
chr17	32439288	32439565	11.741217568462936
chr17	32891421	32891721	16.219642950693768
chr17	32924731	32925074	14.118972258387085
chr17	33358373	33358890	14.955757890033537
chr17	33629054	33629385	35.695947554896605
chr17	33685038	33685392	18.994082065625378
chr17	33759828	33760645	26.352925880740294
chr17	33908725	33909414	27.032346944158412
chr17	33920519	33920865	30.628067457607028
chr17	33951218	33951519	26.005301478693255
chr17	33968737	33969076	12.33584114513566
chr17	34135584	34135873	22.322250346411472
chr17	34187432	34187863	20.391188493184313
chr17	34603695	34604862	30.560655282518244
chr17	34626976	34627554	14.671555096715378
chr17	34836470	34836924	13.382256006879429
chr17	34959380	34959936	19.82790230504043
chr17	35121431	35122079	25.34113437599606
chr17	35135501	35135932	28.083230717829373
chr17	35165096	35165431	56.93828036180183
chr17	35241175	35241733	26.414514252789132
chr17	35266912	35267312	27.345688405036928
chr17	35301732	35302120	22.68890150797736
chr17	35590460	35591047	27.738635547319507
chr17	35721466	35722139	28.576066765353016
chr17	35969954	35970223	20.007671976621268
chr17	36231210	36231678	79.73198478038495
chr17	36951341	36951916	17.163856876207436
chr17	39843293	39846747	211.5690906959268
chr17	39847532	39848647	258.0476206142272
chr17	40012166	40012601	29.812314783293626
chr17	40862732	40863037	30.445544689991436
chr17	43147137	43148393	22.36511532895884
chr17	43168212	43168494	27.63837558665174
chr17	43198319	43198658	29.533608574431202
chr17	43326929	43327565	16.47769689409988
chr17	43666815	43667111	14.978520841211886
chr17	44202816	44203146	19.246863983616684
chr17	44776802	44777183	22.37052997579099
chr17	45130767	45131118	17.41386182899149
chr17	45502156	45502467	19.30272985194657
chr17	45506814	45507128	16.729368741345255
chr17	45573447	45573863	25.315415632266266
chr17	45873390	45874152	17.586091344437886
chr17	46032471	46032860	21.40612884658774
chr17	46159987	46161353	19.3882572542696
chr17	46328039	46328453	21.92539327501675
chr17	46609816	46610251	24.47016751081094
chr17	46645781	46646458	22.578867017782596
chr17	46650482	46650808	21.253024431825416
chr17	46704670	46705039	13.729730276557488
chr17	46751990	46752278	19.79513421323564
chr17	46782738	46783362	23.378556997348102
chr17	47140068	47140446	15.645430491714881
chr17	47294103	47294522	21.403366443934473
chr17	47502055	47502719	24.80793789352279
chr17	47511296	47511855	36.554567009477154
chr17	47629343	47629758	24.372789346166403
chr17	47887573	47888435	22.070784208116287
chr17	47904387	47904747	19.75579754246606
chr17	48409668	48410030	38.08765393462629
chr17	48973116	48973444	17.23717453421616
chr17	50085525	50085878	16.75050638485225
chr17	51853696	51855221	27.904924300146885
chr17	53463015	53463304	18.579487249512987
chr17	53566999	53567400	12.58700281247831
chr17	55959123	55959489	22.51054750244474
chr17	56079083	56079521	61.00310842958215
chr17	56256144	56256585	19.08664913242366
chr17	56289839	56290866	29.222537732518983
chr17	56303086	56303620	18.601523547583305
chr17	56462057	56462750	24.317819914604506
chr17	56584346	56584863	17.45988045070803
chr17	56626987	56627352	53.08908674161728
chr17	56717590	56717981	18.726125285448624
chr17	56764797	56765068	18.28050972350849
chr17	56935604	56935934	37.87376859838312
chr17	56997280	56997590	26.972911496316232
chr17	57031681	57032280	40.99856675646341
chr17	57059968	57060619	22.31064085074101
chr17	57248012	57248399	26.876284069485134
chr17	62783850	62784263	15.16546896063964
chr17	63863408	63863695	14.965707536358451
chr17	65613507	65614041	32.08702413508954
chr17	65663453	65663888	19.56698166638955
chr17	65671935	65672998	31.79480690835
chr17	66480059	66480377	21.04208547364241
chr17	68003906	68004963	20.905282045831743
chr17	69465835	69466184	20.3303769447742
chr17	70747863	70748368	28.256003362825602
chr17	70850885	70851156	22.368633924815047
chr17	71002241	71002850	38.37524927386705
chr17	73573911	73574246	18.712188324999453
chr17	74316329	74316928	18.931729636725677
chr17	74338844	74339149	14.546866785893675
chr17	74527842	74528188	26.29205555998521
chr17	74960053	74960356	19.24799382175156
chr17	75807697	75807974	16.56270783902936
chr17	78727007	78727420	21.297695663304363
chr17	78736353	78736642	18.826353766101455
chr17	78835387	78835759	15.559353205465502
chr17	79064135	79064417	15.960256958684177
chr17	80483144	80483443	21.53708454119322
chr17	83166600	83167076	15.734828478148003
chr17	83677515	83677805	18.359863642988532
chr17	83690872	83691240	17.10546491716219
chr17	83964611	83965061	16.27324784596761
chr17	84156166	84156786	17.935133641765965
chr17	84187794	84188203	22.614103403534457
chr17	84465765	84466131	12.781667446178165
chr17	84790592	84790898	23.211246035457435
chr17	84957068	84957844	29.143232881408377
chr17	86535753	86536257	12.327332438930632
chr17	86745096	86745739	18.673954208753713
chr17	86753160	86753469	21.26790836482372
chr17	86962578	86962916	13.613917833249245
chr17	87237041	87237364	19.56652999736207
chr17	87350947	87351315	26.761488556861877
chr17	87375731	87376364	40.32291099584498
chr17	87530361	87531234	18.463817427111927
chr17	87665205	87665498	19.185197517733524
chr17	87672084	87672810	21.748596513238493
chr17	87834784	87835517	16.260881109094555
chr17	87876421	87876829	19.444982996173934
chr17	87877367	87877906	19.17444237972677
chr17	88558256	88559002	22.11199364521548
chr17	91566317	91566800	27.251437368847075
chr17	93680559	93681076	35.53869086031296
chr6	3182831	3183499	20.838209516274002
chr6	4652968	4653275	23.545721119312198
chr6	4685258	4685793	24.416403656362373
chr6	4892072	4892619	37.402501418342105
chr6	5019150	5020140	33.29677993119365
chr6	5032684	5033329	18.68761979923692
chr6	5496415	5497010	19.351699067764923
chr6	7692830	7693189	17.066705868436767
chr6	11907512	11907782	20.679616818604647
chr6	12107477	12108155	13.333921681463192
chr6	12892884	12893201	14.307303621189828
chr6	17065166	17065537	20.86392808281829
chr6	18254383	18254752	14.434845419110967
chr6	21949491	21949898	18.247730094619115
chr6	22417060	22417641	21.98848799543003
chr6	29672152	29672476	29.479390206160367
chr6	29767942	29768208	26.015390998438786
chr6	30047601	30047927	14.929243710874779
chr6	30173677	30174206	22.089345167625154
chr6	30347692	30348061	23.041152214939356
chr6	30804750	30805029	19.61017082241701
chr6	31318273	31318580	12.671628023203498
chr6	31560215	31560501	22.970924584181994
chr6	32795936	32796352	17.230040435607616
chr6	34176573	34177021	20.952269045369967
chr6	34910599	34910896	18.315710652155506
chr6	37431340	37431680	17.835301174837
chr6	38433407	38433751	16.264645385187727
chr6	38534900	38535182	22.481992153411216
chr6	39446157	39446510	17.460807100571586
chr6	39781160	39781831	22.72135071818413
chr6	42349236	42349530	21.63573627731427
chr6	47259659	47259956	27.153868376606642
chr6	47375824	47376215	46.34171189798418
chr6	47426125	47426721	32.514370843068065
chr6	47594765	47595404	23.924870791009894
chr6	47650353	47650651	26.055854509340836
chr6	47650942	47651527	25.511001502143014
chr6	47740144	47740533	7.540829864443115
chr6	47753478	47754013	10.281516000266388
chr6	47813325	47813754	25.78328344260618
chr6	49215563	49215864	29.016746920208597
chr6	49217846	49218130	32.5564293391268
chr6	49271675	49272295	24.214698168539233
chr6	49367646	49367960	22.619877605681207
chr6	50104259	50104529	14.291551303863525
chr6	50566715	50567053	17.99981005516278
chr6	50596658	50597042	22.70667401701212
chr6	51076850	51077391	24.463649740941865
chr6	51470111	51470866	20.93128421353978
chr6	51485588	51486215	21.51981532630738
chr6	52012267	52013003	27.28463160732518
chr6	52019402	52019750	26.20726998647054
chr6	52158496	52158812	14.960130597971663
chr6	52535592	52535862	13.296814748975965
chr6	54096542	54096851	13.923959627120626
chr6	54473450	54473871	15.363224296841656
chr6	54816101	54816452	19.413476547284684
chr6	54992690	54993015	20.756756459749663
chr6	56148030	56148553	19.305682116667125
chr6	58831035	58831328	14.888428430915285
chr6	59683057	59683409	28.979359369386327
chr6	66875335	66875746	35.34894397484995
chr6	67016125	67016545	14.313194280578976
chr6	67113536	67113958	17.820388405243932
chr6	67146392	67146730	21.98217523732834
chr6	67174732	67175323	19.324660770784174
chr6	67238338	67238739	24.6062645472196
chr6	67881166	67881464	13.652848694948542
chr6	71440738	71441126	21.78036254705842
chr6	71493681	71494086	18.713466168627328
chr6	71543916	71544284	15.232416463934857
chr6	71633048	71633465	27.340395545502076
chr6	71831376	71831705	20.077061714010036
chr6	72097588	72097859	14.548532014403396
chr6	72390329	72390616	15.722408653551692
chr6	72552106	72552794	15.920008769562077
chr6	72677278	72677620	41.97766483596891
chr6	72737204	72737552	25.146075402183094
chr6	72763887	72764258	41.96821224593088
chr6	72789255	72789671	28.52586325773826
chr6	72960922	72961351	33.35710511285386
chr6	73221773	73222085	16.241408348083496
chr6	79818038	79818393	44.47741089404469
chr6	82652641	82652984	18.850799157390092
chr6	82723462	82723876	16.839384410692297
chr6	82774692	82774963	19.337379501314622
chr6	83317249	83317622	17.25587894705601
chr6	83325993	83326355	23.167915715697063
chr6	83506582	83506897	15.493895636664497
chr6	83831468	83832061	25.603841344180438
chr6	83914049	83914586	17.04990440329582
chr6	85137332	85137711	16.714202599034774
chr6	85374796	85375069	33.92971314440717
chr6	85451470	85451912	35.1080323085526
chr6	85818609	85818907	24.69340139107416
chr6	86438389	86438668	23.964648838111575
chr6	86848668	86848964	23.339701665414346
chr6	87811569	87812196	25.06712875792094
chr6	88124208	88124629	16.54692182971293
chr6	88203592	88204458	18.713619111041275
chr6	88842035	88842456	38.892754335018346
chr6	88901630	88902152	30.141518132439977
chr6	89643967	89644676	25.3952766789704
chr6	90561117	90561514	15.176780777554068
chr6	90988873	90989208	55.96429080678456
chr6	91014448	91014750	25.745492442554195
chr6	91454369	91454706	17.411905803737017
chr6	91472996	91473330	19.694830697453664
chr6	91878085	91878500	11.135992096131107
chr6	93757557	93758237	14.748062714408425
chr6	94700549	94700865	22.576314666603185
chr6	95718892	95719199	17.175751543200366
chr6	100064139	100064782	16.709478195125172
chr6	100212725	100213340	26.54395213553576
chr6	100335588	100336569	37.05552535684102
chr6	100452349	100453208	25.86195211887915
chr6	108065047	108065775	21.677316102352773
chr6	108704511	108704983	37.29762489916914
chr6	113306481	113307115	31.253959028502745
chr6	113326400	113327236	27.626380189183795
chr6	113377716	113378133	32.14579001776606
chr6	113623942	113624252	22.42440379358107
chr6	113690107	113690876	35.93252295108393
chr6	114888815	114889475	22.111304741917234
chr6	114963960	114964242	19.918686264795614
chr6	115717953	115718354	22.03182450672635
chr6	115761177	115761951	33.230719655059104
chr6	117879349	117880011	22.42803254948642
chr6	118770474	118771028	15.034447623504198
chr6	119847944	119848451	16.91446869378024
chr6	120180483	120180965	19.176102479958434
chr6	120539555	120539926	23.886899480279887
chr6	120665248	120665953	16.900749881555004
chr6	121194082	121194960	18.149552876422508
chr6	122308597	122308933	20.851573285602388
chr6	122702451	122703088	38.463889581629395
chr6	122766406	122766714	29.59037178832215
chr6	122810838	122811422	34.96097857984778
chr6	124662692	124663378	25.832270910023947
chr6	124740677	124740972	30.72363582546428
chr6	124805572	124806133	37.11806400659462
chr6	124829058	124830014	31.03068487514512
chr6	124904099	124904574	16.90983622099224
chr6	124919843	124920170	40.20721276892799
chr6	124930904	124931305	33.08568289987464
chr6	125161046	125161461	20.01193382538945
chr6	125191836	125192166	25.44945884473396
chr6	125215217	125215722	26.573227397050008
chr6	125411096	125411441	19.209813748235288
chr6	125430774	125431079	19.259380181109318
chr6	125995142	125995570	12.601887173741778
chr6	128200876	128201255	16.301725203883993
chr6	128278903	128279807	22.981156271115868
chr6	128342558	128342865	16.799850187394828
chr6	128429706	128429984	34.64031856866192
chr6	128460705	128461612	23.01733952346684
chr6	128839136	128839583	31.25106986043704
chr6	128845369	128845727	36.41201421002436
chr6	129524997	129525325	43.32159432550756
chr6	134830121	134830453	21.712661105466175
chr6	134897996	134898317	26.107435487883855
chr6	134919938	134920640	20.223496832399288
chr6	135279785	135280586	15.756667398483714
chr6	136353915	136354213	18.06765142543204
chr6	136407741	136408248	20.48193332100291
chr6	136468560	136468966	26.900237278398034
chr6	136518766	136519143	33.34410779229526
chr6	136690093	136690411	22.546496061409044
chr6	137142457	137142805	11.395774211006604
chr6	145063028	145063303	38.154175630049274
chr6	145070817	145071092	22.31795415011319
chr6	145210855	145211657	20.265827133768514
chr6	145713125	145713637	26.261152813211083
chr6	145746235	145746660	27.09235606474035
chr6	146793419	146794021	21.486360290121794
chr6	146887995	146888301	14.821610444511464
chr6	146979664	146980123	28.27177025705641
chr6	148354393	148354852	17.364447275797527
chr6	148813866	148814146	16.7037371805736
chr6	149238369	149238960	19.255447560357158
chr6	149309485	149309790	15.117868704874008
chr7	3200994	3201564	26.45844755005418
chr7	3206391	3207052	35.03252686170154
chr7	3411060	3411421	25.071700621840037
chr7	3586259	3586611	17.182574434713885
chr7	3629608	3629909	29.250286105463275
chr7	3644640	3645157	30.04138148914684
chr7	3693092	3694099	27.11913741735858
chr7	4136950	4137296	26.24959195418165
chr7	4478172	4478438	20.911694852929365
chr7	4501818	4502199	19.96659462345554
chr7	4659082	4659416	21.76484651622658
chr7	4684574	4684951	19.226732079483153
chr7	4739538	4739997	26.884368044618427
chr7	4752758	4753087	17.698163020936914
chr7	4812429	4812764	27.427831214221555
chr7	4836466	4836746	15.32861064161573
chr7	4915203	4915595	16.398097877599756
chr7	5014572	5015705	28.557206336523933
chr7	5062339	5062699	23.65216949250963
chr7	6171814	6172276	21.45504427781869
chr7	6258738	6259195	13.42296374861469
chr7	6362486	6363302	36.21572209807003
chr7	6727609	6728581	20.589815527323342
chr7	6777340	6777810	31.619143871550865
chr7	7298473	7298740	12.617132979832338
chr7	12834502	12834936	20.62492744604014
chr7	12977858	12978171	29.141137759906414
chr7	13014099	13014365	47.463499671534485
chr7	13023518	13024410	21.14854145050049
chr7	13038024	13038304	29.945299100875854
chr7	13054412	13054801	36.87075490387669
chr7	13166169	13166518	13.837158129345038
chr7	15728239	15728721	12.596150512022597
chr7	15955198	15955562	16.889918633869716
chr7	16004614	16005095	16.82106708637642
chr7	16273471	16273960	27.170227678763112
chr7	16285720	16286747	28.57078486129627
chr7	16294543	16295257	18.43921488807315
chr7	16313663	16314041	19.43951935742898
chr7	16364685	16365405	29.812923504246605
chr7	16399625	16400217	29.673499329670054
chr7	16452891	16453204	14.030938105842177
chr7	16815650	16815954	19.11220841658743
chr7	16874467	16875152	22.61230213415884
chr7	16924267	16924608	28.957339815380287
chr7	17027531	17027835	12.368751439609026
chr7	18990755	18991054	25.761713876373392
chr7	19003034	19003315	34.56171209532171
chr7	19023867	19024219	18.172097219662234
chr7	19131112	19131853	16.956049838046795
chr7	19149260	19149767	33.03429453847912
chr7	19227862	19228690	33.36451486919237
chr7	19272372	19272797	32.21460600460277
chr7	19308231	19308586	26.70121584072919
chr7	19341439	19341747	22.22940064405466
chr7	19345044	19345380	39.8671304157802
chr7	19426593	19426872	13.713952337969161
chr7	19609741	19610063	20.246347708731705
chr7	19628597	19629259	32.10319630256952
chr7	19665147	19665594	31.774459019603345
chr7	19669114	19669533	32.16762749847194
chr7	19715357	19716185	33.60525860533046
chr7	19770830	19771589	18.664662442816734
chr7	19796898	19797594	19.247708258957697
chr7	19816114	19816391	23.15292295738248
chr7	19876574	19876906	20.537146312644683
chr7	24193463	24193743	17.68167304652078
chr7	24399578	24400097	20.915987325311857
chr7	24506790	24507241	20.959438211902018
chr7	24840633	24841030	15.75552942050194
chr7	24846034	24846308	16.200331493015707
chr7	24883753	24884330	23.533713297786086
chr7	24946544	24947805	44.29162324788928
chr7	24972388	24972688	23.007533992131552
chr7	25237937	25238312	20.448331151326496
chr7	25267262	25268298	41.709177924859475
chr7	25278427	25278715	25.72928609450658
chr7	25297646	25297963	24.606670638364196
chr7	25395759	25396122	28.167683057548587
chr7	25576181	25576539	18.67048731329721
chr7	25680756	25681130	31.43196284197231
chr7	25754953	25755312	31.32207469355761
chr7	25864661	25865213	18.865422858708147
chr7	25880389	25881140	16.284647801268434
chr7	25963222	25963522	19.51041066169739
chr7	27178570	27179292	32.15698591163614
chr7	27195909	27196393	20.748596985478045
chr7	27232905	27233225	20.687643468379974
chr7	27285400	27285689	14.98920224199658
chr7	27361083	27361680	19.691051725167124
chr7	27473339	27473678	28.88368720220605
chr7	27490718	27491239	31.21627827569299
chr7	27507798	27508731	26.670297087069365
chr7	27591082	27591379	18.329853796396993
chr7	27794488	27795089	22.192435378837903
chr7	27804598	27805226	12.801792204759682
chr7	27818407	27819355	27.898349811256182
chr7	28050270	28050580	14.840195148221907
chr7	28178839	28179850	16.627391422773563
chr7	28338512	28339353	20.811782133848574
chr7	28436733	28437105	21.053210527666153
chr7	28447048	28447998	23.133972721099852
chr7	28490718	28491060	21.718946833359567
chr7	28527900	28528285	14.61976872481309
chr7	28693239	28693615	24.710466293578452
chr7	28694018	28694513	20.25359272427029
chr7	28741919	28742282	26.28906708184024
chr7	28766237	28766620	21.045694346216266
chr7	28810402	28810770	45.91104067926822
chr7	28923661	28924064	23.505302677675157
chr7	29039863	29040257	15.545305922551808
chr7	29169746	29170457	24.41193813479567
chr7	29211508	29211828	27.575839477777482
chr7	29237863	29238363	23.557278633117676
chr7	29281763	29282222	20.87528106174178
chr7	29469425	29469931	27.53874688657376
chr7	29906201	29906530	25.94456770064983
chr7	29908241	29908727	21.78358482235253
chr7	29915052	29915545	21.32743906442824
chr7	29953710	29954394	20.769496899599222
chr7	29981595	29981871	37.97792143752609
chr7	30169856	30170129	39.909384220947715
chr7	30231896	30232260	31.45674612233927
chr7	30280580	30280852	18.18244883593391
chr7	30534859	30535493	16.49326622373298
chr7	30563305	30563682	29.136457094146973
chr7	30589155	30589593	30.039264766048625
chr7	30602421	30602702	35.222550952137574
chr7	30717209	30717558	17.90442901217835
chr7	30892627	30893145	35.755648957256184
chr7	31156086	31156359	16.8053832979866
chr7	34133429	34133761	22.998798134815264
chr7	34234267	34234703	20.973084707872584
chr7	34409070	34409692	12.6975735023474
chr7	34480451	34480832	12.730060882768607
chr7	34569975	34570531	21.58651874391295
chr7	34655351	34655734	20.396499325027666
chr7	34721465	34722105	57.112263306975365
chr7	34892143	34892569	15.705015216075198
chr7	35333859	35334169	36.4625057220459
chr7	35585617	35586096	26.973054459796817
chr7	35686902	35687272	12.768267239751042
chr7	35754055	35754388	13.191377241690237
chr7	38085029	38085520	28.83090134599301
chr7	38112014	38112494	24.4885506828626
chr7	38227592	38228019	19.051511090030715
chr7	39552455	39552745	27.494567246272645
chr7	41393441	41393731	20.751160838686186
chr7	41499484	41500136	15.059587635876943
chr7	41632770	41633805	22.964391678427727
chr7	42679947	42680500	16.57368659283326
chr7	43465631	43466246	17.352520137879907
chr7	44125144	44125718	14.252886802061925
chr7	44304688	44305572	37.634741394767936
chr7	44360213	44360510	23.5119209578543
chr7	44374835	44375737	30.600541953236988
chr7	44405405	44406034	29.158934524972793
chr7	44467981	44468330	27.93283840168513
chr7	44485678	44486035	14.073688026235885
chr7	44496184	44497102	27.74378083318407
chr7	44553426	44553805	18.40554056947653
chr7	44708380	44708673	19.26397350623746
chr7	44815459	44816595	25.45906301787202
chr7	44848629	44848926	38.5883788548736
chr7	44849363	44849660	22.763048756403553
chr7	44895851	44896359	24.016514637338833
chr7	44929624	44930012	22.31845188632454
chr7	44986535	44987100	38.2887864070656
chr7	45017376	45017712	48.328889551616854
chr7	45054303	45054727	28.168279108011497
chr7	45062039	45062665	20.63410727436931
chr7	45124593	45125100	31.171925381090514
chr7	45154268	45155042	29.035541938564883
chr7	45211956	45212259	20.702239886368854
chr7	45235096	45235722	15.636482482520154
chr7	45313474	45313792	25.04726346033924
chr7	45324966	45325279	33.80359608220597
chr7	45332958	45333258	20.779873940149944
chr7	45360930	45361387	22.254506557723364
chr7	45395305	45396219	18.724874435942336
chr7	45434376	45435076	29.08950512613569
chr7	45551215	45551892	22.28598106699821
chr7	45568093	45568360	24.04758343357272
chr7	45601843	45602479	20.562048520681994
chr7	45638698	45639087	18.830484238259285
chr7	45643626	45643979	25.550726633909402
chr7	45730797	45731153	32.225521837727406
chr7	45800228	45800969	24.34955824081071
chr7	45813973	45814917	27.790963377992984
