chr	start	end	8Cell_Tead4
chr8	123442629	123443138	32.96005769141296
chr8	123445026	123445836	43.28427181950322
chr8	123446180	123447371	46.306773505222885
chr8	123477880	123478300	14.636790638878232
chr8	123527676	123529019	23.364535038451695
chr8	123536655	123537372	15.45579303890425
chr8	123624451	123624939	12.961958883238621
chr8	123628495	123629386	16.51820643528811
chr8	123665991	123666933	14.954521504683607
chr8	123805690	123806303	11.620305356932697
chr8	123835236	123835611	13.304424179077149
chr8	123849766	123850061	9.94439655885858
chr8	123859468	123859846	13.609888413595774
chr8	123912667	123913072	11.938040168197066
chr8	123950469	123950772	12.247769481671526
chr8	123964034	123964464	14.47905838988548
chr8	123971713	123972199	14.95799729461042
chr8	123973138	123973512	12.638989262402376
chr8	124006733	124008082	30.31859293189024
chr8	124011884	124012447	36.019993695653774
chr8	124065648	124066147	12.313890373061797
chr8	124090893	124091506	13.352256406578698
chr8	124140255	124140525	10.212280520686397
chr8	124208225	124208600	10.62243455251058
chr8	124228485	124228826	10.667505689380455
chr8	124445099	124445836	16.757507163116372
chr8	124472850	124473251	15.29648557743824
chr8	124483761	124484026	19.53700420451614
chr8	124663508	124663803	9.425350588459079
chr8	124722113	124722514	28.14549434214756
chr8	124727970	124728290	10.117454752326012
chr8	124806302	124806802	14.703034147262573
chr8	124807543	124808089	19.023489751221934
chr8	124871899	124872201	13.175152001791442
chr8	124882200	124882678	22.600935636703937
chr8	124893930	124895065	24.39058473561829
chr8	124915073	124915345	16.97770575916066
chr8	124917492	124918016	16.871989919939114
chr8	124936290	124936612	10.212529567457874
chr8	124952624	124953117	35.87612158289787
chr8	124954511	124954826	38.67270805722191
chr8	124955222	124955567	26.13683510379515
chr8	124960438	124961115	43.901568047933424
chr8	124966020	124967288	28.491791983884216
chr8	124970436	124971131	29.409679110959278
chr8	124979758	124980146	13.38726821388166
chr8	125012583	125013299	16.579807025760246
chr8	125030724	125031365	16.241124133795918
chr8	125165675	125167319	13.025220783911191
chr8	125540407	125540842	12.391538349239305
chr8	125570100	125570463	13.812717713600348
chr8	125570763	125571112	10.792106061405303
chr8	125669843	125670250	12.491598466690402
chr8	125874101	125874710	11.063881001840475
chr8	125890234	125891126	12.224650104484216
chr8	125892419	125892715	12.081173732474044
chr8	125929877	125930263	11.77473714685193
chr8	125950172	125950907	9.034222241486011
chr8	126242281	126242627	11.698909001543342
chr8	126422114	126422702	11.592592769739579
chr8	126476380	126477431	21.662809878275805
chr8	126594118	126595092	18.66840046974668
chr8	126776829	126777181	10.757905171676116
chr8	126929732	126930109	22.777780310228586
chr8	126983497	126983772	52.019122897061436
chr8	127099820	127100594	13.32403722382331
chr8	127126284	127126765	28.02913339024026
chr8	127256970	127257355	36.92465078675902
chr8	127257759	127258522	45.38478797572625
chr8	127437570	127438786	22.74869418144226
chr8	127480031	127480424	12.557047911879367
chr8	127718759	127719062	13.185743530197898
chr8	127719787	127720072	10.620462409236975
chr8	127885130	127886209	10.946475072963244
chr8	127927761	127928293	13.036960910137434
chr8	128427022	128427345	12.063167135043779
chr8	128652393	128652811	12.88875352708917
chr8	128661679	128662363	12.26200331024259
chr8	128667310	128667918	10.939897808589434
chr8	128685376	128686012	17.697835332942457
chr8	129195790	129196257	11.676745926287241
chr8	129233807	129234465	18.52899154268862
chr8	129263316	129263887	16.61525117787296
chr8	129265919	129266287	16.55763993055924
chr1	3445169	3445952	19.984360620588788
chr1	3671969	3672576	11.34234353462986
chr1	3958673	3958944	9.423991979268203
chr1	4422355	4423074	12.722054577006418
chr1	4447898	4448414	13.340463668801064
chr1	4660421	4660713	12.856218592761314
chr1	4785479	4786136	18.433348988107713
chr1	4787791	4788601	37.445702315259865
chr1	4854969	4855488	20.671803097734102
chr1	5082975	5083717	10.348605497185432
chr1	5307930	5308449	11.032656274549304
chr1	6157566	6158093	25.670501877279843
chr1	6160915	6161235	19.864093840122223
chr1	6188754	6189078	23.49555762020158
chr1	6190439	6191139	23.894835690089636
chr1	6210148	6210800	26.152257512683516
chr1	6293009	6293549	10.518849323855505
chr1	6990299	6990564	15.554126361630997
chr1	6997877	6998258	10.464048930040494
chr1	7010983	7011262	13.586887578383141
chr1	7032072	7032387	10.65471735454741
chr1	7044888	7045697	29.506240328398565
chr1	7050756	7051341	15.577258651276939
chr1	7088772	7089131	17.06401584540237
chr1	7124979	7125516	15.274561255559798
chr1	7164685	7165055	14.38518508704933
chr1	7206647	7207112	11.944470005650674
chr1	7290402	7290992	12.0062728849508
chr1	7298587	7299436	34.65610340936164
chr1	7397526	7398304	19.483864522531896
chr1	7498777	7499451	32.71098016489861
chr1	7508717	7509126	10.725781325314623
chr1	7637875	7638633	22.516701015130195
chr1	8270900	8271267	11.275833817203948
chr1	8775925	8776212	8.548194955034953
chr1	8937890	8938410	12.539176766689007
chr1	9349974	9350531	13.042196019547632
chr1	9366870	9367261	19.24403339639649
chr1	9367909	9368186	19.061884959251874
chr1	9519978	9520517	12.812085856754395
chr1	9544830	9545237	15.436109357735448
chr1	9748602	9748849	15.553008724320755
chr1	9767958	9768918	41.18432104388873
chr1	9785188	9785607	24.332421819463836
chr1	9785909	9786916	23.61708124439198
chr1	9788576	9789261	22.537421763900422
chr1	9798915	9799570	18.753604503078314
chr1	9825102	9825779	22.540004914056954
chr1	9841787	9842493	13.065968221037652
chr1	9848293	9848825	17.767440767216502
chr1	9874865	9875297	16.82121660532775
chr1	9886931	9887289	19.95415417708498
chr1	9932109	9932700	16.882812383816326
chr1	9947130	9948266	36.91054442147134
chr1	10037928	10038629	19.31315656463362
chr1	10039067	10039617	25.925325837568803
chr1	10169378	10170301	23.048429994386815
chr1	10170691	10171099	19.59578522747638
chr1	10206684	10206981	11.290955004065928
chr1	10207543	10208015	10.323634701260065
chr1	10233078	10233328	14.464620113372803
chr1	10284540	10285682	43.81949362111801
chr1	10797684	10798452	16.084774622072775
chr1	11127418	11128224	13.865501277204187
chr1	11304977	11305301	11.1940824750029
chr1	11329646	11331004	17.39422665885341
chr1	11466574	11467165	23.48624200223868
chr1	11467422	11467698	16.756214311157446
chr1	11492706	11494200	31.057747481817223
chr1	11501048	11501603	12.044671182374696
chr1	11502066	11502386	11.657140228152276
chr1	11745145	11745564	13.632021869850615
chr1	12060845	12061291	11.79708024097665
chr1	12126943	12127191	13.47397679667319
chr1	12147609	12147980	12.802109576942465
chr1	12204020	12204468	16.59252010711602
chr1	12204744	12205062	14.635517915089926
chr1	12343066	12343343	20.342881626170463
chr1	12343615	12343902	22.22096491026131
chr1	12350909	12351213	20.132676613958257
chr1	12351617	12352171	17.291345258912454
chr1	12572647	12572920	16.410517329261417
chr1	12864973	12866160	18.460124133109243
chr1	12874239	12874776	15.214594793053312
chr1	12875157	12875588	15.900621564648267
chr1	12885784	12887062	19.71038148791204
chr1	12992324	12992709	13.180441845237434
chr1	13052184	13052685	21.089689974299446
chr1	13065615	13066193	18.732758513783914
chr1	13073631	13073891	24.724111417623668
chr1	13078785	13079330	24.79883015483891
chr1	13117946	13118841	17.87745557177666
chr1	13125541	13125883	17.200163897017987
chr1	13146035	13146374	12.282183700606534
chr1	13259355	13260330	26.22577762114696
chr1	13372026	13372475	9.67333785568951
chr1	13465514	13465880	10.530116822550205
chr1	13496426	13496706	12.004740619659424
chr1	13497323	13497731	9.552771847622067
chr1	13596748	13597138	13.398288902869592
chr1	13604946	13605946	31.759964245796205
chr1	13606414	13606932	26.39901441036504
chr1	13619546	13619903	11.580600610300273
chr1	13620809	13621918	15.123163860482714
chr1	13642759	13643580	22.095084860612356
chr1	13646076	13646786	23.672092354465537
chr1	13660113	13660457	27.538322110508762
chr1	13663189	13663447	25.75456490627555
chr1	13663704	13664934	27.61081104976375
chr1	13686813	13687239	9.970147540311858
chr1	13941373	13941855	12.20192015517302
chr1	13942245	13942519	11.549985885620117
chr1	14292066	14292952	17.056561276283006
chr1	14408433	14409216	11.94919903464092
chr1	14631939	14632407	11.958456087316204
chr1	14689505	14689768	12.434814366097687
chr1	14743453	14744003	23.474154472351074
chr1	14755131	14755657	10.774103782022861
chr1	14760864	14761165	12.528133218074558
chr1	15051197	15051452	13.175008990717869
chr1	15061289	15063258	20.169379174817088
chr1	15791311	15792062	14.642451653309097
chr1	15802888	15803649	20.492316325610005
chr1	15804953	15805911	30.289508896232398
chr1	15814916	15815445	20.759535066572163
chr1	15837802	15838830	22.57454826766879
chr1	15936321	15937271	25.50098918663828
chr1	15967326	15967887	11.678158480428332
chr1	15974942	15975406	15.50282271566062
chr1	16021043	16021922	19.959018324286728
chr1	16067061	16067485	10.400956154431936
chr1	16079870	16080380	24.473258831921747
chr1	16085741	16086308	20.273079466777713
chr1	16093452	16094079	20.925695693093623
chr1	16104439	16105312	24.421570437607212
chr1	16183720	16184332	10.261823978688982
chr1	16195351	16196241	14.117963174755653
chr1	16205775	16206776	15.929033499497633
chr1	16371240	16371602	16.663504247507337
chr1	16553812	16554149	14.100431302180983
chr1	16619180	16619784	12.543710809669747
chr1	16657224	16657631	29.84489750217747
chr1	16658322	16658884	26.844646727063054
chr1	16664729	16665073	20.674277968184892
chr1	16682218	16683967	29.18479795862703
chr1	16686147	16686868	27.981593235190466
chr1	16723338	16723855	10.611939681106655
chr1	16792233	16793312	20.573340093349284
chr1	16824224	16825986	20.596134469663383
chr1	16887977	16888252	8.444526374123313
chr1	16889822	16890228	10.387516942517511
chr1	17037473	17038141	14.249073889084205
chr1	17051620	17051947	9.22179335847907
chr1	17250661	17251179	10.228226930478364
chr1	17433711	17434170	17.864089672861535
chr1	17489093	17489942	14.815720561536377
chr1	17594622	17595618	11.260191305574164
chr1	17645832	17646330	12.6789940964266
chr1	18223245	18224128	28.233890847198555
chr1	18245969	18247023	15.008499332804382
chr1	18845674	18846018	10.98510600522507
chr1	19973837	19974130	22.853552206384443
chr1	19974386	19974783	13.375532736405917
chr1	21070509	21071183	11.190651436587823
chr1	21166404	21167531	21.149018565214305
chr1	21218551	21219011	14.25945924675983
chr1	21252760	21253021	21.98828344235475
chr1	21256275	21256934	23.236267981290457
chr1	21326999	21328143	25.6236087017126
chr1	21328451	21328700	23.390618642171223
chr1	21334010	21334263	22.286041689484488
chr1	21344565	21345723	41.78635910714434
chr1	21353928	21354540	13.116485629595962
chr1	21368106	21368407	18.172728509998006
chr1	21370882	21371141	19.038456964676904
chr1	21381237	21381950	16.373785486729584
chr1	21383147	21383397	16.451218914031983
chr1	21400186	21400509	18.210201700405438
chr1	21428005	21428574	14.81771327657314
chr1	22466892	22467605	20.35353199261937
chr1	22822721	22823116	24.44334378785725
chr1	23246010	23247648	27.710717672084854
chr1	23256253	23256504	14.402453027398463
chr1	23394931	23395414	17.774256701301592
chr1	23613008	23613878	11.692085600995469
chr1	23827024	23827544	21.91638037424821
chr1	23870389	23870754	15.68597666596713
chr1	23873398	23874054	18.88350188186983
chr1	23892043	23892481	12.643360281643803
chr1	23934870	23935258	18.52636824194918
chr1	23936810	23937228	28.038941492874656
chr1	23938100	23938474	27.58794528022807
chr1	23964714	23967114	29.330630495198566
chr1	24100279	24100757	12.185825379822543
chr1	24611534	24612081	42.81991399151752
chr1	24615712	24616283	39.93454342923941
chr1	24687687	24688944	22.684085853534175
chr1	24769637	24770127	28.973011075233927
chr1	24776411	24777244	16.437906598415122
chr1	25013031	25013344	8.82735031329024
chr1	25019845	25020506	25.397837936066644
chr1	25020893	25021510	18.86098620261713
chr1	25048939	25049691	13.932482213415998
chr1	26339613	26340000	13.366378340610238
chr1	26686155	26686544	10.167506855373825
chr1	26687107	26687392	11.54630668037816
chr1	26687660	26688260	12.873112614949545
chr1	26739143	26739892	24.14362395939744
chr1	26740237	26740985	23.58595056074826
chr1	26875570	26876272	15.68464028801334
chr1	26891809	26892126	13.286096599951904
chr1	27121706	27122600	19.50216126815318
chr1	27368654	27368987	15.230177163361788
chr1	27486636	27487408	11.668611792702748
chr1	27662225	27662746	12.82309864487163
chr1	28611097	28611434	17.41679364778875
chr1	29035821	29036374	20.960014801991136
chr1	29781064	29781662	12.728143036166163
chr1	29787008	29787922	18.77187856386214
chr1	29788208	29788650	15.116295728208792
chr1	29978958	29979710	16.080622987544285
chr1	29989210	29989911	12.210467501815817
chr1	30413524	30414431	13.921880895799681
chr1	30558099	30559084	18.12491972579569
chr1	30817534	30817986	28.0974131010275
chr1	30873948	30875152	31.843099065001226
chr1	30898310	30898770	20.795317401056703
chr1	30906395	30906907	41.371414706110954
chr1	30908069	30909536	61.92340256457599
chr1	30921079	30923048	23.326340106985423
chr1	30929603	30930267	18.972536416657
chr1	30937050	30938637	37.497689041012706
chr1	30949831	30950373	19.50894040111246
chr1	31938167	31938545	13.06878704747195
chr1	33477157	33477786	11.970591517813823
chr1	33669527	33670128	12.72383064358881
chr1	33684313	33684922	23.988909125915303
chr1	33719952	33720437	14.069668176002109
chr1	33743126	33743635	16.32794771587919
chr1	33778939	33779450	11.829005121951466
chr1	33779744	33780047	12.531191023269502
chr1	33833327	33834280	12.102050719706485
chr1	33846791	33847204	14.867089828047856
chr1	34066370	34066865	12.733005716343119
chr1	34073540	34074286	13.204580893785002
chr1	34093417	34094081	9.059095846601279
chr1	34106738	34107504	34.67370721005273
chr1	34175149	34175506	13.533646576878738
chr1	34381918	34382855	14.892011241444656
chr1	34434990	34435377	15.857150050712802
chr1	34439431	34440038	31.370431293569247
chr1	34451149	34451550	13.942407807804402
chr1	34451800	34452069	21.699865706348064
chr1	34459267	34460189	11.520461494648535
chr1	34536520	34537629	19.603098355079148
chr1	34626193	34626596	11.407012378607435
chr1	34627762	34628406	11.29871074087131
chr1	34697560	34698215	12.77125115430992
chr1	34738447	34738964	11.239246814808947
chr1	34752896	34753442	32.44331819266627
chr1	34859598	34859916	12.567327526380431
chr1	34911103	34911367	12.702311797575517
chr1	35194520	35195095	25.3916653342869
chr1	35220703	35220995	12.387940174912753
chr1	35363120	35363850	11.486224439046154
chr1	35629368	35630171	15.41325445816496
chr1	35630800	35631741	20.22015111225951
chr1	35869588	35871485	25.687797618618625
chr1	35969895	35970239	9.707230674666027
chr1	35980049	35980344	10.386861418061338
chr1	35985699	35987063	17.652013895099113
chr1	36001409	36001892	21.37613011788631
chr1	36002138	36002395	26.943043289481434
chr1	36013436	36014452	50.95721256732941
chr1	36016722	36017757	65.63442962388486
chr1	36030256	36031547	23.072736245176756
chr1	36038000	36038389	16.437975076905865
chr1	36039803	36040510	22.639303313960788
chr1	36052051	36052458	19.874372128479603
chr1	36054581	36055286	28.324899621381828
chr1	36067809	36068209	19.359110383987428
chr1	36074033	36074342	17.151846212862377
chr1	36076782	36077814	20.012885173161823
chr1	36119097	36120105	23.539266638812563
chr1	36240489	36240754	21.97834959929844
chr1	36243976	36244636	20.00268449566581
chr1	36249752	36250020	25.49141831184501
chr1	36254866	36255250	13.744490575045347
chr1	36255736	36256137	15.32749241902644
chr1	36307707	36308036	15.128539412941976
chr1	36412857	36413153	9.708476437104714
chr1	36463810	36466032	19.685336838249253
chr1	36467413	36467973	17.06572242294039
chr1	36476539	36476896	16.054883839369488
chr1	36511461	36511807	21.679916806303698
chr1	36516193	36516442	15.784345397030014
chr1	36546733	36547217	17.476025130137923
chr1	36594274	36595063	14.198625577871034
chr1	36611704	36611975	12.430506452863067
chr1	36629170	36629510	15.413503029767204
chr1	36650184	36650637	16.075097907194763
chr1	36679427	36679775	12.888371029119382
chr1	36684348	36684698	13.190879359926496
chr1	36732350	36733280	20.286156074975125
chr1	36758672	36759122	9.997137581507365
chr1	36770844	36771461	16.51937966524492
chr1	36771728	36772301	19.20290350123434
chr1	36784906	36785359	16.67754492222868
chr1	36943822	36944090	23.005740055397375
chr1	36983312	36984261	14.412556921091673
chr1	37006967	37007252	9.936487209587767
chr1	37020493	37020842	9.843380638384888
chr1	37046718	37046972	39.266906377837415
chr1	37207012	37207442	16.992747368923453
chr1	37283862	37284131	10.508594601570895
chr1	37284929	37286341	16.994715861490697
chr1	37299836	37300542	11.931917702510066
chr1	37423562	37423811	10.517587320871622
chr1	37429844	37430449	15.773962150920521
chr1	37458564	37459031	14.679716158219527
chr1	37506726	37507050	12.174150066611208
chr1	37568669	37569764	18.838764595658812
chr1	37579556	37579841	12.262007383714643
chr1	37653981	37654458	10.60159240178842
chr1	37683995	37685734	39.70624558398887
chr1	37711959	37713161	16.946940175705464
chr1	37802718	37803076	10.140424469995764
chr1	37851832	37852519	10.553687765435187
chr1	37864595	37865599	19.60135884019008
chr1	37934296	37934591	17.086693505109366
chr1	37948742	37949309	17.45293558295652
chr1	37997432	37998026	17.727840285509924
chr1	38062656	38062988	9.860673071390176
chr1	38093152	38093753	13.700644958832498
chr1	38130089	38130347	18.869150845579398
chr1	38132716	38133301	17.8470127643683
chr1	38152761	38153057	13.339137847359115
chr1	38330210	38330547	18.701094952818195
chr1	38330814	38331332	29.665908993901432
chr1	38356264	38356802	14.081469955940673
chr1	38357062	38357386	10.210529461319064
chr1	38673976	38674652	12.930344135803583
chr1	38683348	38683766	26.98729597666617
chr1	38832819	38833119	18.683439598083496
chr1	38987414	38988068	13.511311650640739
chr1	39072972	39073750	14.33038044895182
chr1	39076173	39076465	11.414632823369274
chr1	39122486	39123953	27.998121650347354
chr1	39134053	39134583	17.52532049574942
chr1	39134897	39135848	20.482249433435225
chr1	39150436	39150815	11.556893516027204
chr1	39185855	39187343	45.239065660263904
chr1	39196481	39196765	10.273876928947342
chr1	39291798	39292447	20.675144847993305
chr1	39292780	39293051	15.136796092635151
chr1	39294822	39295140	18.695516043489086
chr1	39348969	39349581	33.49518445270513
chr1	39453853	39454263	15.578099067036698
chr1	39478603	39479081	14.566487200589359
chr1	39520425	39520685	21.253567182100735
chr1	39521176	39521809	33.27033668747069
chr1	39535399	39536038	15.841867049908227
chr1	39577482	39577774	18.31488422824912
chr1	39614781	39615365	29.511826825468507
chr1	39730537	39730841	12.826386821897406
chr1	39811852	39812742	11.293478085485736
chr1	40085365	40086092	16.029720158819647
chr1	40797134	40797461	13.285817204629973
chr1	42026414	42026724	8.242049449489963
chr1	42034881	42035903	21.871150280398165
chr1	42218240	42218550	12.120658905275407
chr1	42218987	42219298	11.929077215899992
chr1	42695732	42695981	12.298914376990384
chr1	42850743	42851489	12.957665233126274
chr1	42864790	42865418	13.091809622041739
chr1	42994029	42994392	20.50739208463138
chr1	42994716	42995274	22.36600752116104
chr1	43141310	43142038	16.522268278913185
chr1	43171208	43171942	19.487917286823492
chr1	43178410	43178671	14.573712582789161
chr1	43233923	43234256	11.634731614911878
chr1	43269447	43270126	36.040833115051
chr1	43270375	43271056	31.224802371513825
chr1	43286256	43287008	23.698676731992276
chr1	43287392	43288193	30.49009726258848
chr1	43306832	43307184	9.456105454401536
chr1	43315787	43316327	18.95444755907412
chr1	43316618	43316907	18.280182330253627
chr1	43431523	43432579	16.89559370008382
chr1	43444867	43445702	15.654192464223165
chr1	43483594	43484604	28.521938392903547
chr1	43489768	43490360	19.771051034734057
chr1	43933564	43933884	19.81466835439205
chr1	43941764	43942335	17.262404633904506
chr1	44101959	44102436	12.367737648122215
chr1	44147721	44148225	12.557199657909454
chr1	44388400	44389001	12.589394137783971
chr1	44395347	44395715	17.33913856226465
chr1	44597098	44597905	14.750116714019018
chr1	45564432	45564743	17.028808517088077
chr1	45580117	45581352	33.4278771705473
chr1	45590335	45590852	21.7233423089151
chr1	45593900	45594347	25.28701300909055
chr1	45594742	45595190	37.21712483039924
chr1	45792519	45793534	12.29523461581451
chr1	45794895	45795367	15.261610691830263
chr1	45901085	45901677	11.863585305375022
chr1	46913608	46914697	17.99410076771886
chr1	47319106	47320691	12.123220823691094
chr1	49517372	49517992	17.0427420016258
chr1	49931972	49933016	28.36752908028862
chr1	49933825	49934259	18.347633223379813
chr1	51265878	51266258	11.440215187323721
chr1	51400188	51400679	13.607753192334457
chr1	51420462	51421044	20.165114437181924
chr1	51479356	51479682	20.15886684721964
chr1	51479968	51480286	27.13888083164047
chr1	51530586	51531177	10.92856430482945
chr1	51612335	51612826	13.4144178272022
chr1	51613155	51613471	12.160515752019762
chr1	51624800	51625588	13.217102960886688
chr1	51772855	51773219	11.461898651751843
chr1	51858895	51859157	20.832544519701077
chr1	51911692	51912375	33.16595851205628
chr1	51914451	51914981	21.790715883362967
chr1	51920550	51921631	20.530577860751933
chr1	51956560	51957347	10.564566668591626
chr1	52113553	52114185	11.734066569352452
chr1	52233045	52233652	16.350304500667818
chr1	52252223	52253116	19.846055132277467
chr1	52856637	52857022	14.687675315064268
chr1	52857871	52858266	18.75878895868229
chr1	52937497	52937878	23.214902737635015
chr1	52938297	52939278	15.609264032556377
chr1	53212761	53213016	9.335062249501545
chr1	53296661	53297414	14.44973799463604
chr1	53313671	53313927	10.37789136916399
chr1	53347256	53347510	8.851292433701163
chr1	53352440	53352692	12.585225582122803
chr1	53511123	53511385	14.49219053210193
chr1	53525283	53526572	33.13912908156035
chr1	53532058	53533089	18.316394214371126
chr1	53747576	53748010	16.586165921479328
chr1	53855269	53857004	23.317022735331864
chr1	53867110	53868545	26.989213920221097
chr1	54250232	54251003	13.542242742234167
chr1	54327716	54328502	12.313337319376512
chr1	54438820	54439509	10.151560276790004
chr1	54452095	54452399	11.519785830849095
chr1	54610124	54610486	17.632789029600872
chr1	54927386	54928020	12.731742433945087
chr1	54982647	54983837	14.692969078777217
chr1	55022580	55022908	20.92480219282755
chr1	55027635	55027953	19.32096072262938
chr1	55028589	55029002	31.816426103975235
chr1	55052273	55052702	17.11139209009273
chr1	55162157	55163373	24.879140799767093
chr1	55201601	55202567	16.795114954559452
chr1	55211045	55212038	22.717585260174186
chr1	55236840	55237327	12.44675468859976
chr1	55405476	55405745	15.182108003410708
chr1	55487378	55487745	10.014924414476193
chr1	55511908	55512173	10.908139808222932
chr1	55513297	55513694	10.977392866869717
chr1	56741984	56742648	12.41093914192843
chr1	56867665	56868026	14.227311704957915
chr1	56953248	56954805	42.86303077053396
chr1	56972924	56973392	15.235107322024485
chr1	56977377	56977912	14.093892489638284
chr1	57006318	57006640	10.359919216321861
chr1	57406291	57407008	21.819201828545605
chr1	57477047	57477945	26.254711090589154
chr1	57929028	57929474	13.29070760744035
chr1	57953571	57954516	19.331571053197145
chr1	57970610	57971133	10.024565394020446
chr1	57995720	57996240	14.446119363491352
chr1	58100401	58100686	9.183099368580601
chr1	58362044	58362470	19.326179802137922
chr1	58366654	58367435	18.62695974943427
chr1	58373610	58373895	15.860310755277935
chr1	58380637	58381256	14.051642621276066
chr1	58392006	58393069	17.23507432587732
chr1	58401640	58402100	13.916771857634835
chr1	58409575	58410306	14.154951372159653
chr1	58423885	58424383	14.15053676888646
chr1	58432613	58433356	10.094365872733526
chr1	58445229	58445685	12.758867619853271
chr1	58457144	58458701	21.609874306999114
chr1	58468122	58468460	17.402050492326183
chr1	58488810	58489144	13.731412003854079
chr1	58505117	58505420	13.221178271982929
chr1	58585591	58586809	17.733760016696596
chr1	58632489	58633084	23.30934953208731
chr1	58651031	58652523	17.109753656003814
chr1	58700191	58700586	12.060030591940578
chr1	58712340	58712596	19.402808599174023
chr1	58746699	58747063	8.230087889419806
chr1	58760094	58760998	10.481671770589541
chr1	58769859	58770143	11.666526814581642
chr1	58879595	58879840	12.695721412191586
chr1	58961023	58961624	19.957267253450468
chr1	58973003	58973939	11.062621985745226
chr1	59236932	59237679	18.7304865506439
chr1	59270120	59270639	13.183881472990002
chr1	59298500	59298909	14.704418176543742
chr1	59383942	59384440	13.108988872972358
chr1	59391490	59392194	13.127973094582558
chr1	59454515	59454960	13.262168466375115
chr1	59481739	59482394	17.07319201549501
chr1	59533728	59534379	12.632732830838673
chr1	59613690	59614816	18.66081458129002
chr1	59660789	59661416	22.88389777833005
chr1	59671053	59671439	18.13198791266723
chr1	59676748	59677166	21.7317672574349
chr1	59685916	59686368	26.99486472543362
chr1	59687406	59687967	31.55669852204076
chr1	59725830	59726377	31.02774007577565
chr1	59729800	59730326	26.27895615581324
chr1	59749017	59749666	17.218839774697514
chr1	59762453	59762930	13.459884195707629
chr1	59794771	59795034	22.830804063340103
chr1	59795683	59796197	14.510327619337387
chr1	59826762	59827237	15.74809206510845
chr1	59837588	59838110	17.071926153482604
chr1	59883197	59883674	13.05831818010822
chr1	59938274	59938944	29.328917638579412
chr1	60073468	60073799	11.064897790776278
chr1	60097765	60098493	17.491658610302014
chr1	60148513	60148941	14.041092672080637
chr1	60180062	60181556	35.86574699154181
chr1	60188861	60189706	21.405354247008557
chr1	60343078	60343536	13.201568448387379
chr1	60350209	60350713	18.340825550139897
chr1	60356139	60356777	14.469196433183916
chr1	60413693	60414172	11.28159300818075
chr1	60414490	60415285	12.139113675123491
chr1	60461117	60461614	11.452805315704653
chr1	60466526	60466939	13.635800585619762
chr1	60543629	60544114	19.822409488245384
chr1	60545610	60545912	23.01441462624152
chr1	60566899	60567241	12.792327521140116
chr1	60572522	60572853	12.45270012512668
chr1	60762918	60763348	12.450222752815069
chr1	60852702	60852968	15.84401740167374
chr1	61094956	61096186	28.426188044237897
chr1	61376733	61377202	13.356960481672145
chr1	62066261	62067747	23.189529041262045
chr1	62690940	62692016	16.98903638102308
chr1	62703052	62703602	12.9338991615989
chr1	62706406	62707108	17.15836598594644
chr1	62715413	62716282	13.011787837613438
chr1	62914959	62915940	15.559166316227811
chr1	62984434	62984878	12.687567850490948
chr1	63010939	63012025	13.771794898733908
chr1	63050257	63050502	20.382362595383
chr1	63107639	63108029	31.673177014864407
chr1	63133535	63133954	32.63920568224923
chr1	63136893	63137419	37.43762738985707
chr1	63138307	63139461	38.83727406215833
chr1	63139825	63140352	32.84532734112676
chr1	63192909	63193316	12.792851894434898
chr1	63200089	63200468	13.369738440400377
chr1	63647064	63647499	12.300630177026507
chr1	64036737	64037096	15.562536824048395
chr1	64121852	64122286	13.669933380619172
chr1	64249017	64249729	24.82054840848687
chr1	64250171	64250613	18.103767509374144
chr1	64294877	64295138	12.895949316207476
chr1	64301153	64301540	32.99473979368382
chr1	64301826	64302349	43.31666056193539
chr1	64302625	64302915	23.955037840481463
chr1	64551638	64552106	17.502444409916542
chr1	64553059	64553599	18.693901358710395
chr1	64616833	64617981	17.554122415153824
chr1	64737970	64738809	14.396992952803746
chr1	64824036	64824635	11.378768021355885
chr1	64956958	64958203	34.636151716699565
chr1	64959012	64959360	23.21628717444409
chr1	64989741	64991428	41.65680984325217
chr1	65037544	65039098	23.982954482467633
chr1	65054197	65055240	15.683599796642621
chr1	65109933	65110241	17.25156092024469
chr1	65112290	65112562	11.87173172305612
chr1	65133079	65133665	13.798716484890049
chr1	65134096	65134538	17.40833738594573
chr1	65151084	65152027	15.187918736345567
chr1	65178555	65179817	27.029341538999045
chr1	65420849	65421919	39.7110990080878
chr1	65746792	65747242	14.027649168438382
chr1	66613595	66614159	17.046881258910428
chr1	66700204	66701083	18.683046715251415
chr1	66746575	66747199	14.80469456849954
chr1	66817126	66817453	14.108309661211953
chr1	67311048	67311888	12.057195569503875
chr1	67709917	67710549	17.961845188201227
chr1	68189715	68190181	12.793048265154269
chr1	69277383	69278055	14.307190893306618
chr1	69727866	69728593	30.830692570016012
chr1	70468094	70469658	31.275701296756335
chr1	71102615	71102890	17.2486271944913
chr1	71103302	71104336	22.430987664302037
chr1	71547326	71548365	29.345865473595804
chr1	71556879	71557502	17.664452631630446
chr1	71592217	71592631	11.1680756882193
chr1	71635382	71635753	12.770119789154382
chr1	71642878	71643213	11.0373368946474
chr1	71932190	71932596	12.650391994438735
chr1	72121476	72122474	20.89510396702256
chr1	72213780	72214485	18.204964451756037
chr1	72216721	72217162	24.58940249938273
chr1	72226818	72227197	22.594974789581702
chr1	72236286	72236630	21.70740909631862
chr1	72238056	72238532	26.78163629820367
chr1	72242620	72243967	29.560743661836597
chr1	72255536	72256460	20.479041417439777
