chr	start	end	8Cell_Tfap2c
chr17	56716258	56716802	18.645212154178058
chr17	56717087	56717912	21.587388933355157
chr17	56727447	56728065	10.795011546619502
chr17	56757653	56758263	22.05426300236436
chr17	56764468	56765189	21.82190286765978
chr17	56791130	56791755	15.688439979553223
chr17	56820040	56820786	15.76605672107625
chr17	56831332	56831586	20.620345224545698
chr17	56833732	56833985	13.78105801367477
chr17	56852006	56852814	10.57740578320947
chr17	56858225	56858568	13.980603376560934
chr17	56860713	56861474	16.98577246371456
chr17	56869474	56870988	24.757915681903356
chr17	56877336	56877947	18.797579927647366
chr17	56888180	56888477	14.66328416047273
chr17	56897594	56898995	17.165970257058643
chr17	56903634	56904081	15.11584197221453
chr17	56935081	56936196	25.721566598404685
chr17	56942182	56943274	21.12800808267279
chr17	56952999	56953348	15.41688738443107
chr17	56957847	56958217	25.028206593281514
chr17	56974503	56975520	29.08777365314105
chr17	56989954	56990520	18.513883560369376
chr17	56997338	56997590	21.188261577061244
chr17	57038990	57039551	10.564748378148478
chr17	57041130	57041394	11.093569235368209
chr17	57047093	57047818	11.793992340318088
chr17	57060403	57060937	19.976249057255433
chr17	57096347	57096944	19.22027663449746
chr17	57178683	57179264	12.927019834108073
chr17	57203891	57204371	12.111208116014799
chr17	57218783	57219729	14.221422549786073
chr17	57247873	57248807	27.869356031846692
chr17	57249225	57250022	27.23831806996536
chr17	57264468	57265123	21.148137466780103
chr17	57274980	57275558	14.993015507100775
chr17	57276820	57277254	13.72507229049085
chr17	57294354	57295036	13.359475084763469
chr17	57305396	57305741	8.635032743647479
chr17	59012697	59013583	11.061431005361657
chr17	61197735	61198000	8.590151687837997
chr17	61582390	61582667	8.755556640211855
chr17	62520657	62521084	12.315777714414395
chr17	62880624	62881003	14.105961004473603
chr17	63090398	63091541	10.377831530800433
chr17	63457247	63457490	8.788901152434173
chr17	63466736	63466984	10.507692023631066
chr17	63499701	63500194	15.929356648520573
chr17	63500578	63501170	11.863556428535565
chr17	63512280	63512841	11.810020559824299
chr17	63523428	63524209	12.523236910909148
chr17	63534481	63535080	17.620392668824362
chr17	63801182	63801789	8.016273932951876
chr17	63863598	63864568	12.634220179823256
chr17	64134844	64135385	9.435004202583581
chr17	64331226	64332657	15.013858448860038
chr17	64390124	64391009	14.332607770370224
chr17	64435607	64435870	9.905557335102966
chr17	65221160	65221757	9.585756985586093
chr17	65558303	65558700	6.780200648367855
chr17	65613315	65614404	23.36360356608479
chr17	65672117	65672642	9.24203898611523
chr17	65690410	65690744	8.535071622825669
chr17	65737957	65738240	7.760276484405194
chr17	65760822	65761092	19.933284593511512
chr17	65761389	65761994	9.025997563433055
chr17	65785987	65786362	12.225337425231933
chr17	65884511	65885546	18.279274862169643
chr17	65915316	65915702	9.773219880662435
chr17	65950873	65951523	11.966984648704528
chr17	65974027	65974609	9.346777586592841
chr17	66010044	66010734	12.773534206031025
chr17	66083416	66084360	16.68631979368501
chr17	66101683	66102136	17.95376634071468
chr17	66123534	66123966	16.890672365824383
chr17	66124217	66124623	11.458242401113651
chr17	66234441	66235542	14.002181780760555
chr17	66241874	66242309	12.916282614346208
chr17	66311206	66311744	10.231204921871313
chr17	66321571	66322456	7.998677433143228
chr17	66339564	66339855	8.161204995158611
chr17	66352914	66353184	10.03988452664128
chr17	66423751	66425325	12.178707193747202
chr17	66470379	66471400	8.90585434752043
chr17	66487490	66487927	13.124466651637167
chr17	66519824	66520116	11.551938670955293
chr17	66533325	66533843	11.100273252914311
chr17	66540489	66541102	16.20314633126749
chr17	66548063	66548720	15.611039099265088
chr17	66559159	66559543	14.959223948419094
chr17	66568446	66569108	11.380815673810838
chr17	66577795	66578139	15.611676102460818
chr17	66580708	66580967	11.355302692840459
chr17	66635095	66635678	10.774175050123683
chr17	66702978	66703710	13.808646628114044
chr17	67353739	67354997	15.409787908077998
chr17	67602970	67603228	10.736853634664255
chr17	67680860	67681231	12.538206309963751
chr17	67686153	67686786	15.063926689997668
chr17	67697182	67697544	8.136742564196085
chr17	67823167	67823746	10.122877726386042
chr17	68003778	68004700	18.20400786296406
chr17	68088531	68089187	10.809673898830646
chr17	68836866	68837615	15.737786657183129
chr17	69075688	69076377	15.109691596342621
chr17	69156652	69157414	10.453416951998012
chr17	69338872	69339346	8.73427266310036
chr17	69349194	69349439	12.35756186076573
chr17	69365296	69365564	10.485211881239023
chr17	69382337	69382646	12.102339874193506
chr17	69417103	69417582	13.406392152722544
chr17	69438731	69439055	7.842514519338255
chr17	69465466	69466468	8.380882091388969
chr17	69969555	69970083	9.995255230051098
chr17	69970456	69970758	12.449580719928868
chr17	70707239	70707726	11.412985164282013
chr17	70753317	70754044	18.822700150239253
chr17	70755180	70755573	26.940096964362922
chr17	70766035	70766295	12.946428665748009
chr17	70801253	70801500	6.699089866900733
chr17	70812518	70813393	14.089104601723808
chr17	70818243	70818513	12.089595769952846
chr17	70834636	70834877	9.981373810669199
chr17	70850671	70851253	17.66059563495859
chr17	70851671	70852007	17.503872124921706
chr17	70865998	70866839	16.059997196855218
chr17	70899028	70899371	8.575493178631753
chr17	70924795	70925273	13.233012861786527
chr17	70949533	70949782	8.635562326055933
chr17	70971382	70971915	9.625629171868873
chr17	70977751	70978024	10.219347882183481
chr17	70990125	70991028	19.877674903848508
chr17	70992488	70992926	13.943942747159635
chr17	71001815	71002652	16.850570949887146
chr17	71126106	71126375	10.052242209920209
chr17	71182513	71183932	16.449231882099614
chr17	71184428	71184967	16.285549459298156
chr17	71310484	71310805	11.67781509862882
chr17	71334272	71334603	11.222417857351621
chr17	71337131	71337565	17.000276329330585
chr17	71343363	71343743	12.572199222916051
chr17	71459241	71459909	11.892560824662626
chr17	71469606	71469905	9.475496816794609
chr17	71474756	71475988	22.433762261619815
chr17	71480368	71480666	18.784176589658596
chr17	71498297	71498906	16.350016768538502
chr17	71500262	71500561	12.70430946031143
chr17	71526874	71527686	11.364020457995936
chr17	71551512	71552623	25.31973677599999
chr17	71584899	71585204	12.64892864227295
chr17	71598608	71599198	16.00241292048309
chr17	71606598	71606897	14.22946221214473
chr17	71611869	71612128	18.280017539801285
chr17	71612443	71612734	18.480684663831575
chr17	71633677	71634171	12.670710133154865
chr17	71680862	71681141	10.943904008489357
chr17	71693557	71693906	16.08518869897356
chr17	71747822	71748126	9.762800856640464
chr17	71783238	71783929	10.829753068352574
chr17	72603375	72603726	14.092547677521013
chr17	72604265	72604657	13.38017857439664
chr17	72796082	72796425	14.816173903796138
chr17	72797809	72798247	14.352913556033618
chr17	72817905	72818287	14.276540789928736
chr17	72835870	72837785	13.178645572802699
chr17	72907415	72908157	10.471135568747302
chr17	73097552	73098014	15.96995631337682
chr17	73107469	73108955	18.972545852017028
chr17	73127321	73127567	12.141948374306283
chr17	73128216	73128653	16.30032629934001
chr17	73140708	73141885	18.502953093236243
chr17	73227337	73227611	8.329792598738287
chr17	73301492	73302541	13.048811869353084
chr17	73456215	73456827	9.893505512499342
chr17	73885055	73885415	9.946255246798197
chr17	74019755	74020042	9.589528442675228
chr17	74243676	74244348	12.743624369303385
chr17	74269090	74270366	14.06088511734547
chr17	74302099	74302564	10.810951854336647
chr17	74315800	74316864	16.182774461301644
chr17	74330671	74330919	10.950075853255488
chr17	74332849	74333193	9.354418606259102
chr17	74395127	74395428	13.118292738828945
chr17	74416565	74417111	12.552076116149678
chr17	74440682	74441134	12.914291312209272
chr17	74480142	74480471	14.000452337294002
chr17	74489509	74490064	28.416061415113845
chr17	74527134	74527462	20.14711256725032
chr17	74527818	74528179	21.408691847423437
chr17	74556229	74556931	13.583816014124118
chr17	74717396	74717661	13.428819267704801
chr17	74727603	74728035	10.786774814128876
chr17	74810135	74810958	10.049982307313568
chr17	74828118	74828371	9.295545447956432
chr17	75006138	75006578	11.82467376427217
chr17	75514042	75514725	16.79141190460451
chr17	75530052	75530372	9.41693509221077
chr17	75552144	75552491	14.105512302959344
chr17	75582586	75583024	8.150295924922647
chr17	78163516	78163829	11.909543159289862
chr17	78199506	78199878	7.885913137466677
chr17	78416023	78416373	11.810589880262102
chr17	78417534	78418114	16.64764182978663
chr17	78641188	78641621	10.154254147967896
chr17	78724695	78725303	12.360331339271445
chr17	78736254	78737281	18.58409083551186
chr17	78835512	78836100	12.161317306310952
chr17	78865009	78865357	12.135817282501309
chr17	78916018	78916765	14.715841923372812
chr17	78936600	78937904	14.520780907818144
chr17	79354385	79355774	18.690116326872438
chr17	79613423	79613710	10.135640121087796
chr17	79715487	79716630	25.269735568255996
chr17	79881312	79881962	14.655027143771832
chr17	79894938	79895382	16.835065749314456
chr17	79895734	79896382	11.07730410018085
chr17	79949772	79950128	15.507897650257926
chr17	80017675	80019644	20.059928301909803
chr17	80020273	80020624	17.493681481081538
chr17	80028740	80029044	10.172810934091869
chr17	80061450	80062296	22.077109930926746
chr17	80069601	80069925	10.243980749153797
chr17	80125248	80125563	12.134837871127658
chr17	80138630	80139193	11.143000287653921
chr17	80161652	80162303	10.450151499881539
chr17	80174779	80175063	14.116412679914017
chr17	80175322	80175619	13.484703722224895
chr17	80176015	80176277	16.461174790185826
chr17	80206613	80207171	19.52034173473235
chr17	80223785	80224400	11.334931664350556
chr17	80231558	80231859	11.135857116344363
chr17	80232721	80233380	12.450241389875165
chr17	80240487	80240869	14.532490667872404
chr17	80241402	80242102	14.205847846439907
chr17	80248758	80249069	13.26284569866021
chr17	80289950	80290499	12.643895186578858
chr17	80361919	80362646	15.53697246173717
chr17	80372856	80374096	18.274938175755164
chr17	80467280	80467527	17.900511544725674
chr17	80477714	80478083	16.508870254041057
chr17	80480240	80480649	14.45726387424982
chr17	80482780	80483374	17.900649584503686
chr17	80491085	80491538	15.795435393882903
chr17	80517107	80517600	11.179475681776932
chr17	80536427	80536708	13.224608465445847
chr17	80537657	80537900	13.032086125126591
chr17	80553462	80554114	14.531079468917262
chr17	80601175	80601563	14.94157935663597
chr17	80630976	80631548	8.78600855057056
chr17	80728141	80729171	17.638684432020465
chr17	80742351	80742765	14.220454528135955
chr17	83201918	83202318	12.782311072349549
chr17	83265431	83265834	9.84710663897228
chr17	83274937	83275295	9.839208220636378
chr17	83275698	83276048	10.611075525283814
chr17	83314720	83315055	11.518408220205734
chr17	83338124	83338548	11.594950923379862
chr17	83350513	83350912	10.811893019759864
chr17	83377729	83378225	12.54287637601937
chr17	83397426	83397976	10.655955365787852
chr17	83400442	83400785	10.98646384425483
chr17	83500011	83500325	11.927478067434517
chr17	83514063	83514809	16.50040823908338
chr17	83548518	83549253	17.949140053703672
chr17	83563613	83563993	15.3514050533897
chr17	83589218	83589533	9.573519234430222
chr17	83589855	83590138	11.592269098800822
chr17	83621649	83621929	15.143058862004962
chr17	83623574	83623934	20.842039585113525
chr17	83630979	83631503	15.059623399763616
chr17	83633108	83633470	18.912549016225405
chr17	83639690	83640036	20.826834375458645
chr17	83650355	83650992	19.530098546056582
chr17	83654243	83654647	16.478070296863518
chr17	83663120	83663488	19.93363848199015
chr17	83690669	83690964	29.082664198794607
chr17	83699600	83700303	34.72315815943234
chr17	83705731	83706093	26.9956841600534
chr17	83727386	83728055	18.615432958788222
chr17	83744489	83746174	19.596560336355576
chr17	83750501	83751062	12.377429268576883
chr17	83808301	83809253	12.292156253542219
chr17	83854205	83854713	9.701176616150564
chr17	83862072	83862625	17.66020624288383
chr17	83864713	83865482	17.778658775111325
chr17	83872705	83873139	11.567685205815575
chr17	83874546	83875033	11.435217773155511
chr17	83880114	83880506	13.220238478816285
chr17	83903126	83904021	21.53138354290797
chr17	83937121	83937391	10.149085987938776
chr17	83951840	83952084	13.572076269837677
chr17	83969636	83969949	12.16707650998149
chr17	83973662	83974060	12.998431586740004
chr17	83998006	83998382	12.619599072223014
chr17	84008866	84009127	10.756409210263541
chr17	84028517	84028948	17.816465771668472
chr17	84032356	84033384	18.609933131399785
chr17	84039448	84039900	12.309945881894205
chr17	84113283	84113995	20.088241032000337
chr17	84160963	84161950	21.84061777410536
chr17	84163246	84163972	22.09157449811615
chr17	84187662	84188862	22.777286948362985
chr17	84215832	84216203	14.832612502928372
chr17	84218708	84219030	13.43212936827855
chr17	84274147	84274604	11.986628012792808
chr17	84312747	84313978	14.373602209005968
chr17	84350175	84350540	20.361251974759035
chr17	84385660	84386466	11.365291335150859
chr17	84465765	84466687	11.825561647042793
chr17	84511370	84512161	7.195606036975923
chr17	84620062	84620492	9.304298550583596
chr17	84645406	84645695	13.207181664899146
chr17	84790173	84791129	14.345928220070556
chr17	84819483	84820101	17.190984604042324
chr17	84860383	84860707	10.844076141899015
chr17	84878191	84879253	19.227499943893058
chr17	84906906	84907288	11.882135041721204
chr17	84924447	84925079	19.16144179090669
chr17	84934298	84934838	16.816553762223986
chr17	84936217	84936831	17.929605175695514
chr17	84941280	84941577	15.162127372793076
chr17	84956796	84957512	22.139517182078443
chr17	84957986	84958377	24.092474671580906
chr17	85004485	85004827	9.731024630585608
chr17	85031213	85031536	15.737055660401335
chr17	85090376	85090866	12.388782754236338
chr17	85162871	85163546	12.030177336798774
chr17	85214566	85214888	9.154466292872932
chr17	85215957	85216343	11.827645563708685
chr17	85337059	85337533	8.89252029793172
chr17	85617880	85618254	11.247248041438546
chr17	85630732	85631225	13.7659913623067
chr17	85668893	85669203	10.102308450206634
chr17	85680092	85680413	11.393004245104448
chr17	85714795	85715637	10.943619040582073
chr17	85800000	85801000	12.837351989746093
chr17	85903051	85903451	13.335560638904571
chr17	85905621	85906236	18.820965610287054
chr17	85942398	85942673	9.332184023423629
chr17	86144818	86145151	10.78071207470364
chr17	86164081	86164615	8.451035797819216
chr17	86166958	86167312	10.840110728969682
chr17	86453752	86454009	10.774270879619316
chr17	86493634	86495124	16.239832750451935
chr17	86535755	86536185	11.39063661043034
chr17	86536504	86536807	13.82609753876236
chr17	86586618	86587386	10.960191751519838
chr17	86626557	86626935	12.505440691791515
chr17	86633700	86634731	12.625459679808001
chr17	86647255	86647680	10.646573369643267
chr17	86659585	86660216	15.122913904688815
chr17	86660469	86660796	19.30601720197485
chr17	86670184	86670543	13.230700288310356
chr17	86670830	86671402	12.953610667815575
chr17	86675997	86676544	13.830134438858172
chr17	86700160	86700402	9.690308714701125
chr17	86711091	86711696	13.857584719224409
chr17	86712574	86712895	9.995610235636107
chr17	86720887	86721235	9.125726761489078
chr17	86731374	86732722	14.911376468505633
chr17	86753266	86753973	15.48877499127152
chr17	86760472	86760876	19.57064984812595
chr17	87024709	87026053	17.905648439058236
chr17	87044161	87044541	14.556915315828824
chr17	87062713	87063382	8.444774600600626
chr17	87096987	87097969	10.582397592529016
chr17	87106837	87107242	12.935029014540307
chr17	87112734	87113383	12.107895259680843
chr17	87261523	87261974	15.89361126935667
chr17	87282107	87283628	18.50862902716024
chr17	87295528	87295820	9.50200211348599
chr17	87314764	87315595	23.145184334434756
chr17	87321421	87321802	14.876216231368659
chr17	87350946	87351934	20.22984730087311
chr17	87364840	87365363	16.06596604907034
chr17	87375659	87376213	13.152872320116643
chr17	87409512	87409779	18.208898758620357
chr17	87446953	87447196	14.993208363222978
chr17	87470528	87470941	24.188872205720397
chr17	87478716	87479321	13.265439181682492
chr17	87512080	87512632	10.480774332647739
chr17	87536454	87536917	12.898450565132158
chr17	87591169	87591956	14.27136070149675
chr17	87601499	87602068	15.840094659366171
chr17	87622663	87622952	13.118067378403818
chr17	87636162	87636434	15.834023994557997
chr17	87636818	87637214	13.174342304769189
chr17	87652370	87652808	10.624526837645057
chr17	87672097	87672770	15.633589033917545
chr17	87735990	87736293	15.08727771456879
chr17	87736659	87737040	13.003474423265832
chr17	87745878	87746999	12.633153159101555
chr17	87797393	87798351	14.454259255733769
chr17	87851365	87852487	13.250842810102112
chr17	87861109	87861836	12.219432531721491
chr17	87877410	87878192	17.7431728791093
chr17	87891259	87891527	21.294890460683337
chr17	87891783	87892556	22.467013789642056
chr17	87925604	87925904	20.422819690704344
chr17	87926346	87926891	14.484133279432944
chr17	87941084	87941371	14.303020949147719
chr17	87948973	87950074	22.378531517493087
chr17	87963621	87964795	16.436400425291954
chr17	87972368	87973378	20.774986673109602
chr17	87974614	87975253	19.761548954183134
chr17	88065609	88065855	21.435029843958414
chr17	88066176	88066569	17.781560363963663
chr17	88079577	88080278	13.56327653985561
chr17	88080985	88081522	13.133526246196952
chr17	88138223	88138702	13.36820823315041
chr17	88141820	88142616	13.809490019352593
chr17	88251713	88252015	14.193162106520292
chr17	88255957	88256339	16.726619970111948
chr17	88256605	88257525	15.651203150334565
chr17	88440012	88440403	12.831257917691984
chr17	88500105	88500378	7.347388496329059
chr17	88508570	88509147	13.022459932588415
chr17	88529712	88530525	10.550447506511636
chr17	88640873	88641446	8.80714914145478
chr17	88646876	88647324	8.474823994295937
chr17	91557178	91557499	14.04012595678787
chr17	91561229	91561940	14.559226909937905
chr17	91786544	91786912	9.559655345004538
chr17	93202725	93203398	12.635954259586192
chr17	93475561	93475817	11.500040479004383
chr17	93476424	93476996	13.79586975057642
chr17	93680559	93681080	12.415896695428984
chr17	94749490	94749959	15.63533039133686
chr17	94864593	94865022	9.346007623872557
chrY	90738884	90740671	13.078440221648812
chrY	90797882	90798243	17.79681375350318
chrY	90798654	90799024	4.102950603092039
chrY	90804839	90805195	14.335948278394978
chrY	90809185	90809609	4.993908901540738
chr1	4326741	4327029	9.101411706871456
chr1	4447386	4449009	15.798776414516839
chr1	4464459	4464890	8.959752791995516
chr1	4491810	4492082	10.78239656195921
chr1	4571506	4572140	11.25599362346276
chr1	4660453	4660859	9.927842032145984
chr1	4785313	4785703	14.677415737738976
chr1	4787794	4788600	15.894365166612062
chr1	4807452	4807787	18.91737039765315
chr1	4808148	4808488	10.9484023066128
chr1	4842063	4842613	12.203624114123258
chr1	4854836	4855116	17.644711293493
chr1	4857109	4857454	21.689795137488325
chr1	4866617	4867053	11.95028820387814
chr1	4875879	4876137	10.19877543190653
chr1	4915131	4915717	9.56190711239499
chr1	5019009	5019367	11.991756736233247
chr1	5082857	5083650	14.032084449392851
chr1	5266261	5266509	9.618377062582201
chr1	5915841	5916621	12.038365168449205
chr1	6133168	6133473	10.179815675391525
chr1	6142582	6143344	14.704324856204936
chr1	6143624	6144039	7.579579399292728
chr1	6157569	6158057	18.75606219299504
chr1	6160903	6161249	19.539030436146465
chr1	6214272	6215609	16.576464525692124
chr1	6293312	6293666	9.021653174007007
chr1	6990350	6990761	11.170856724110253
chr1	7045195	7045704	15.637584852563375
chr1	7050731	7051110	11.081133597129883
chr1	7088602	7089367	11.35536723666721
chr1	7206111	7206630	9.081403813150807
chr1	7298551	7299345	12.111860137742472
chr1	7397178	7398423	10.910613002355797
chr1	8757755	8758007	11.162796983643183
chr1	9350384	9350684	7.696183446248372
chr1	9366915	9367296	8.851485470148521
chr1	9367855	9368247	10.65558856117482
chr1	9535285	9535996	10.881489989123766
chr1	9544848	9545200	14.04509619420225
chr1	9699857	9700817	12.60955616037051
chr1	9768038	9768918	24.908850599418987
chr1	9798895	9800022	16.807285553603016
chr1	9805816	9806196	11.517464733123779
chr1	9825395	9825736	18.17961398317667
chr1	9841801	9842206	12.130612485202743
chr1	9847835	9848931	19.430504821730356
chr1	9865371	9865808	10.599302187118704
chr1	9874991	9875275	13.21104835120725
chr1	9878086	9878654	12.596106650963636
chr1	9886931	9887246	14.835928844270253
chr1	9908591	9909224	12.793019355755847
chr1	9932435	9932702	13.220607411102408
chr1	9943789	9944633	16.596739909660194
chr1	10008776	10009637	14.108421310730511
chr1	10037565	10038434	20.243137364008895
chr1	10039226	10040202	19.901227605880283
chr1	10233086	10233760	10.295081324676378
chr1	11329725	11330732	10.363405871710924
chr1	11414073	11414412	11.177750552298397
chr1	11466294	11467162	11.641200673744976
chr1	11467422	11467815	7.86713944257974
chr1	11492843	11493813	9.24444945915458
chr1	12060840	12061090	9.127953939437866
chr1	12586897	12587624	10.287834574792539
chr1	12690278	12690520	8.735775389947182
chr1	12864812	12866175	15.748257261641482
chr1	12874000	12874431	15.508144429554243
chr1	12875158	12875830	16.80692761568796
chr1	12886265	12886991	7.903066943171267
chr1	12992186	12993002	16.70111903139189
chr1	13038719	13039078	9.974989416871562
chr1	13052174	13052583	15.390669853005258
chr1	13064717	13066606	13.880376795877007
chr1	13073414	13073787	15.490424194540479
chr1	13079145	13079576	16.723774164292763
chr1	13090884	13091295	10.288296966367104
chr1	13103920	13104327	9.873191325026003
chr1	13117946	13119339	14.470664075357146
chr1	13125487	13126110	19.37176934176425
chr1	13132232	13132612	22.282719948417263
chr1	13161244	13161772	11.434266751462763
chr1	13189225	13190162	11.096593745362924
chr1	13245473	13246229	11.174637412622808
chr1	13259231	13260046	15.972973777911415
chr1	13333782	13334133	8.98498856987369
chr1	13355955	13356224	8.70241775122717
chr1	13372066	13372818	17.379122293375907
chr1	13373381	13374574	16.392976515850698
chr1	13426616	13427107	9.330994531239122
chr1	13465554	13465880	12.367556501751297
chr1	13487756	13488188	10.287464421104502
chr1	13514623	13515030	9.643968363065976
chr1	13535182	13535607	13.448491949193619
chr1	13546208	13546522	6.989378396872502
chr1	13590108	13590639	11.413224726746984
chr1	13604914	13605281	33.99080258818998
chr1	13605546	13606507	20.107003711140738
chr1	13606841	13607198	20.306363995335683
chr1	13621701	13622177	13.094969042209016
chr1	13663176	13664387	15.71419139660458
chr1	13687120	13687420	10.45522878964742
chr1	13698927	13699305	12.523217423252328
chr1	13921965	13922735	9.087150651139098
chr1	13942229	13942521	8.5064418136257
chr1	14506342	14507105	9.571573208387683
chr1	14507382	14507640	10.28121797243754
chr1	14689525	14689778	11.040482193113787
chr1	14742850	14743192	12.42947318539982
chr1	14755027	14755876	11.844582573965946
chr1	14757120	14757442	10.49419631424898
chr1	15061405	15063257	10.660128161454516
chr1	15286355	15287234	10.077523167494078
chr1	15366039	15366641	8.833548320884324
chr1	15791735	15792062	11.085810446957929
chr1	15829068	15829422	9.604612155149212
chr1	15892226	15892929	16.432616680139837
chr1	15900060	15900442	10.03088004052327
chr1	15936572	15937127	10.157854784716356
chr1	15967313	15967718	15.780402322463047
chr1	15974739	15975142	9.039632621533226
chr1	15994026	15994372	12.86819496871419
chr1	16022370	16022669	10.920780148394531
chr1	16079859	16080456	15.729772042988532
chr1	16085717	16086141	10.174399673938751
chr1	16091149	16091645	13.96110188768756
chr1	16093422	16094068	16.604735928054197
chr1	16104476	16105206	15.14339994012493
chr1	16105451	16105707	10.357180755585432
chr1	16184099	16184365	11.576959337506976
chr1	16195803	16196302	9.700398991724294
chr1	16206256	16206864	9.651704781933836
chr1	16224027	16224354	8.686961946866564
chr1	16518582	16519222	11.724814489483833
chr1	16618785	16619751	14.864953533709667
chr1	16626167	16626439	7.673492955810883
chr1	16639157	16639456	10.038386483654929
chr1	16668799	16669133	14.751741512093002
chr1	16682520	16683941	21.98757795463573
chr1	16721390	16721683	6.507070722026629
chr1	16792262	16793130	8.390934997989286
chr1	16826414	16826774	8.820495612091488
chr1	16887283	16887714	10.584075773951625
chr1	17097507	17098159	10.920620345630528
chr1	17235096	17236358	10.065182374509881
chr1	17243935	17244734	10.851609583342627
chr1	17250674	17251183	9.107323258705364
chr1	17645647	17645981	8.059096910282523
chr1	18223457	18224094	10.581991389183273
chr1	18245944	18246875	9.583199906938185
chr1	18416345	18416691	8.428890315094435
chr1	18845674	18846014	12.104149307924159
chr1	19096780	19097250	10.171109496278966
chr1	20845243	20845922	9.552054828677507
chr1	20951630	20951906	9.931140640507573
chr1	21070659	21071051	8.18042511112836
chr1	21078765	21079805	24.17050992296292
chr1	21166420	21167443	17.90237334583279
chr1	21218554	21218999	11.631444400615907
chr1	21227909	21228186	7.376009829207878
chr1	21255924	21257049	15.262521918402777
chr1	21327017	21327659	18.536885006034115
chr1	21344572	21345475	14.372135962890761
chr1	21360314	21361174	11.9438906026441
chr1	21365983	21366493	21.421933946422502
chr1	21368104	21368459	24.52048962015501
chr1	21370841	21371181	13.83945411934572
chr1	21381229	21381882	10.425572318651044
chr1	21382527	21383477	10.669377550325896
chr1	21400222	21400492	13.377764157895689
chr1	21961056	21961403	10.74474780497702
chr1	22822696	22823044	13.646767144915701
chr1	23246531	23247665	9.803676486646056
chr1	23255843	23256882	10.85738602822738
chr1	23390464	23390863	10.738012456057364
chr1	23662032	23662291	10.231451877756008
chr1	23761635	23762281	14.802950171125193
chr1	23827032	23827491	10.470151945916136
chr1	23829175	23829496	9.756127939788723
chr1	23873385	23873993	17.824191794583673
chr1	23926244	23926518	15.796088521497962
chr1	23935118	23935386	16.89052301022544
chr1	23936891	23937139	18.64542180492032
chr1	23938108	23938917	22.257900432544233
chr1	23965928	23966888	15.742314169555902
chr1	23993935	23994283	10.39001375642316
chr1	24099847	24100220	14.079750199100607
chr1	24100499	24100845	19.38588927660374
chr1	24611534	24612100	28.246222443167817
chr1	24615706	24616287	26.425056528562934
chr1	24678737	24679086	11.057425509892767
chr1	24688179	24688944	12.852962026253245
chr1	24733146	24733431	9.82705434999968
chr1	24769780	24770105	11.671887001624475
chr1	24770400	24771534	13.233375366402681
chr1	24776481	24777208	12.584394012225543
chr1	24784159	24784482	11.018607520466619
chr1	25020122	25020429	10.44658208126354
chr1	25545963	25546464	10.609897282309161
chr1	25829738	25830070	9.545280457979226
chr1	25830720	25831164	8.946200864809054
chr1	26253742	26254013	10.14054055055569
chr1	26339722	26339994	10.440773707978865
chr1	26686062	26686623	10.55810482531733
chr1	26687050	26688323	12.963349514651842
chr1	26739534	26739920	11.300754388996975
chr1	26863197	26863676	13.039445805400298
chr1	26891829	26892133	10.84427911984293
chr1	28387995	28388756	9.319174115510558
chr1	29788282	29788742	8.611503160518149
chr1	30817656	30817987	9.727452887509164
chr1	30861976	30862456	10.487098317344984
chr1	30864672	30864985	12.116999102095827
chr1	30873556	30874757	12.477722116751437
chr1	30936929	30938337	15.447430081603942
chr1	30949056	30950358	16.8784619234674
chr1	31067371	31067749	9.289979023908181
chr1	31200256	31200616	7.972547399997711
chr1	32172784	32173131	12.687005095248264
chr1	32720034	32720542	11.714746174849862
chr1	33271550	33271851	8.7728028590497
chr1	33631515	33631809	17.157359921202367
chr1	33636335	33636679	15.552015817442605
chr1	33644788	33645163	9.268763050079345
chr1	33669494	33670474	11.423459157165215
chr1	33682148	33682530	12.245548198360423
chr1	33720006	33720459	12.473901618132265
chr1	33743979	33744313	14.432200177700933
chr1	33813815	33814556	12.823553656116028
chr1	33833436	33833679	8.58925171055421
chr1	33841488	33841757	8.183577957649657
chr1	33903351	33903829	13.384478444334853
chr1	34011711	34012219	10.46150001484578
chr1	34073644	34074163	9.958631332210034
chr1	34107076	34107460	14.091395452618599
chr1	34120514	34120802	10.494360458519724
chr1	34190284	34190643	6.378342258564941
chr1	34307205	34307575	8.426779850109204
chr1	34381844	34382840	11.537446691089844
chr1	34432587	34433231	18.94230718790374
chr1	34439464	34440219	25.127051368612328
chr1	34451138	34452266	17.75974541522087
chr1	34459121	34460332	15.412503294074565
chr1	34485446	34485951	15.513161268328677
chr1	34511283	34511631	15.895488464969327
chr1	34516137	34517062	9.083375071705998
chr1	34536295	34537755	16.354537036083407
chr1	34609345	34609689	9.367437872775765
chr1	34635684	34636235	9.36129895139303
chr1	34642425	34642891	8.7777198583783
chr1	34700938	34701260	9.813904282469187
chr1	34721417	34721701	14.58024887971475
chr1	34726264	34726657	15.749481363757573
chr1	34738329	34738761	9.516053448120752
chr1	34739423	34740460	12.220619424444731
chr1	34752896	34753438	18.839338932530026
chr1	34801324	34802414	20.256426572362216
chr1	34842834	34843506	10.667255087267785
chr1	34930361	34930725	10.617136263585353
chr1	34988463	34988755	9.663035497273484
chr1	35213676	35214073	12.189889437005261
chr1	35214349	35214661	8.664445340633392
chr1	35341657	35341990	12.576018018407506
chr1	35391151	35391572	10.20701624605265
chr1	35630815	35631418	9.766389561332083
