name,logpval,time
ZNF16(Zf)/HEK293-ZNF16.GFP-ChIP-Seq(GSE58341)/Homer,1,4-cell_rep1
SPDEF(ETS)/VCaP-SPDEF-ChIP-Seq(SRA014231)/Homer,1,4-cell_rep1
PGR(NR)/EndoStromal-PGR-ChIP-Seq(GSE69539)/Homer,1,4-cell_rep1
JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)/Homer,1,4-cell_rep1
ZNF528(Zf)/HEK293-ZNF528.GFP-ChIP-Seq(GSE58341)/Homer,1,4-cell_rep1
CRE(bZIP)/Promoter/Homer,1,4-cell_rep1
"PAX5(Paired,Homeobox),condensed/GM12878-PAX5-ChIP-Seq(GSE32465)/Homer",1,4-cell_rep1
Nur77(NR)/K562-NR4A1-ChIP-Seq(GSE31363)/Homer,1,4-cell_rep1
Fra1(bZIP)/BT549-Fra1-ChIP-Seq(GSE46166)/Homer,1,4-cell_rep1
Usf2(bHLH)/C2C12-Usf2-ChIP-Seq(GSE36030)/Homer,1,4-cell_rep1
"Pax7(Paired,Homeobox),longest/Myoblast-Pax7-ChIP-Seq(GSE25064)/Homer",1,4-cell_rep1
Six1(Homeobox)/Myoblast-Six1-ChIP-Chip(GSE20150)/Homer,1,4-cell_rep1
RFX(HTH)/K562-RFX3-ChIP-Seq(SRA012198)/Homer,1,4-cell_rep1
"OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer",1,4-cell_rep1
"Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)/Homer",1,4-cell_rep1
"GATA3(Zf),DR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer",1,4-cell_rep1
Sox2(HMG)/mES-Sox2-ChIP-Seq(GSE11431)/Homer,1,4-cell_rep1
MafK(bZIP)/C2C12-MafK-ChIP-Seq(GSE36030)/Homer,1,4-cell_rep1
ISRE(IRF)/ThioMac-LPS-Expression(GSE23622)/Homer,1,4-cell_rep1
Tbx21(T-box)/GM12878-TBX21-ChIP-Seq(Encode)/Homer,1,4-cell_rep1
Stat3+il21(Stat)/CD4-Stat3-ChIP-Seq(GSE19198)/Homer,1,4-cell_rep1
CEBP:CEBP(bZIP)/MEF-Chop-ChIP-Seq(GSE35681)/Homer,1,4-cell_rep1
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer,1,4-cell_rep1
Pit1+1bp(Homeobox)/GCrat-Pit1-ChIP-Seq(GSE58009)/Homer,1,4-cell_rep1
Rfx2(HTH)/LoVo-RFX2-ChIP-Seq(GSE49402)/Homer,1,4-cell_rep1
Srebp2(bHLH)/HepG2-Srebp2-ChIP-Seq(GSE31477)/Homer,1,4-cell_rep1
"Pax7(Paired,Homeobox)/Myoblast-Pax7-ChIP-Seq(GSE25064)/Homer",1,4-cell_rep1
E2A(bHLH)/proBcell-E2A-ChIP-Seq(GSE21978)/Homer,1,4-cell_rep1
Pbx3(Homeobox)/GM12878-PBX3-ChIP-Seq(GSE32465)/Homer,1,4-cell_rep1
Phox2b(Homeobox)/CLBGA-PHOX2B-ChIP-Seq(GSE90683)/Homer,1,4-cell_rep1
E2F6(E2F)/Hela-E2F6-ChIP-Seq(GSE31477)/Homer,1,4-cell_rep1
HINFP(Zf)/K562-HINFP.eGFP-ChIP-Seq(Encode)/Homer,1,4-cell_rep1
NFY(CCAAT)/Promoter/Homer,1,4-cell_rep1
IRF3(IRF)/BMDM-Irf3-ChIP-Seq(GSE67343)/Homer,1,4-cell_rep1
REST-NRSF(Zf)/Jurkat-NRSF-ChIP-Seq/Homer,1,4-cell_rep1
Tcfcp2l1(CP2)/mES-Tcfcp2l1-ChIP-Seq(GSE11431)/Homer,1,4-cell_rep1
"Reverb(NR),DR2/RAW-Reverba.biotin-ChIP-Seq(GSE45914)/Homer",1,4-cell_rep1
X-box(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer,1,4-cell_rep1
Mef2c(MADS)/GM12878-Mef2c-ChIP-Seq(GSE32465)/Homer,1,4-cell_rep1
Zfp809(Zf)/ES-Zfp809-ChIP-Seq(GSE70799)/Homer,1,4-cell_rep1
Pknox1(Homeobox)/ES-Prep1-ChIP-Seq(GSE63282)/Homer,1,4-cell_rep1
USF1(bHLH)/GM12878-Usf1-ChIP-Seq(GSE32465)/Homer,1,4-cell_rep1
CHR(?)/Hela-CellCycle-Expression/Homer,1,4-cell_rep1
EHF(ETS)/LoVo-EHF-ChIP-Seq(GSE49402)/Homer,1,4-cell_rep1
HOXA2(Homeobox)/mES-Hoxa2-ChIP-Seq(Donaldson_et_al.)/Homer,1,4-cell_rep1
"Tbox:Smad(T-box,MAD)/ESCd5-Smad2_3-ChIP-Seq(GSE29422)/Homer",1,4-cell_rep1
ZNF669(Zf)/HEK293-ZNF669.GFP-ChIP-Seq(GSE58341)/Homer,1,4-cell_rep1
Zfp281(Zf)/ES-Zfp281-ChIP-Seq(GSE81042)/Homer,1,4-cell_rep1
Phox2a(Homeobox)/Neuron-Phox2a-ChIP-Seq(GSE31456)/Homer,1,4-cell_rep1
Rfx1(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer,1,4-cell_rep1
bHLHE40(bHLH)/HepG2-BHLHE40-ChIP-Seq(GSE31477)/Homer,1,4-cell_rep1
IRF:BATF(IRF:bZIP)/pDC-Irf8-ChIP-Seq(GSE66899)/Homer,1,4-cell_rep1
DUX4(Homeobox)/Myoblasts-DUX4.V5-ChIP-Seq(GSE75791)/Homer,1,4-cell_rep1
Srebp1a(bHLH)/HepG2-Srebp1a-ChIP-Seq(GSE31477)/Homer,1,4-cell_rep1
ZNF41(Zf)/HEK293-ZNF41.GFP-ChIP-Seq(GSE58341)/Homer,1,4-cell_rep1
IRF2(IRF)/Erythroblas-IRF2-ChIP-Seq(GSE36985)/Homer,1,4-cell_rep1
Twist(bHLH)/HMLE-TWIST1-ChIP-Seq(Chang_et_al)/Homer,1,4-cell_rep1
"HNF4a(NR),DR1/HepG2-HNF4a-ChIP-Seq(GSE25021)/Homer",1,4-cell_rep1
MafB(bZIP)/BMM-Mafb-ChIP-Seq(GSE75722)/Homer,1,4-cell_rep1
T1ISRE(IRF)/ThioMac-Ifnb-Expression/Homer,1,4-cell_rep1
AR-halfsite(NR)/LNCaP-AR-ChIP-Seq(GSE27824)/Homer,1,4-cell_rep1
HNF1b(Homeobox)/PDAC-HNF1B-ChIP-Seq(GSE64557)/Homer,1,4-cell_rep1
Tbr1(T-box)/Cortex-Tbr1-ChIP-Seq(GSE71384)/Homer,1,4-cell_rep1
HIF-1a(bHLH)/MCF7-HIF1a-ChIP-Seq(GSE28352)/Homer,1,4-cell_rep1
Prop1(Homeobox)/GHFT1-PROP1.biotin-ChIP-Seq(GSE77302)/Homer,1,4-cell_rep1
STAT5(Stat)/mCD4+-Stat5-ChIP-Seq(GSE12346)/Homer,1,4-cell_rep1
LEF1(HMG)/H1-LEF1-ChIP-Seq(GSE64758)/Homer,1,4-cell_rep1
Foxo3(Forkhead)/U2OS-Foxo3-ChIP-Seq(E-MTAB-2701)/Homer,1,4-cell_rep1
Mef2d(MADS)/Retina-Mef2d-ChIP-Seq(GSE61391)/Homer,1,4-cell_rep1
NRF(NRF)/Promoter/Homer,1,4-cell_rep1
c-Myc(bHLH)/LNCAP-cMyc-ChIP-Seq(Unpublished)/Homer,1,4-cell_rep1
IRF1(IRF)/PBMC-IRF1-ChIP-Seq(GSE43036)/Homer,1,4-cell_rep1
"NFkB-p50,p52(RHD)/Monocyte-p50-ChIP-Chip(Schreiber_et_al.)/Homer",1,4-cell_rep1
STAT1(Stat)/HelaS3-STAT1-ChIP-Seq(GSE12782)/Homer,1,4-cell_rep1
HRE(HSF)/Striatum-HSF1-ChIP-Seq(GSE38000)/Homer,1,4-cell_rep1
ZNF675(Zf)/HEK293-ZNF675.GFP-ChIP-Seq(GSE58341)/Homer,1,4-cell_rep1
"Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer",1,4-cell_rep1
"E2A(bHLH),near_PU.1/Bcell-PU.1-ChIP-Seq(GSE21512)/Homer",1,4-cell_rep1
GRHL2(CP2)/HBE-GRHL2-ChIP-Seq(GSE46194)/Homer,1,4-cell_rep1
PBX2(Homeobox)/K562-PBX2-ChIP-Seq(Encode)/Homer,1,4-cell_rep1
"RBPJ:Ebox(?,bHLH)/Panc1-Rbpj1-ChIP-Seq(GSE47459)/Homer",1,4-cell_rep1
NFIL3(bZIP)/HepG2-NFIL3-ChIP-Seq(Encode)/Homer,1,4-cell_rep1
ZNF382(Zf)/HEK293-ZNF382.GFP-ChIP-Seq(GSE58341)/Homer,1,4-cell_rep1
TATA-Box(TBP)/Promoter/Homer,1,4-cell_rep1
Chop(bZIP)/MEF-Chop-ChIP-Seq(GSE35681)/Homer,1,4-cell_rep1
Atf4(bZIP)/MEF-Atf4-ChIP-Seq(GSE35681)/Homer,1,4-cell_rep1
c-Jun-CRE(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer,1,4-cell_rep1
"FXR(NR),IR1/Liver-FXR-ChIP-Seq(Chong_et_al.)/Homer",1,4-cell_rep1
Tbet(T-box)/CD8-Tbet-ChIP-Seq(GSE33802)/Homer,1,4-cell_rep1
RUNX1(Runt)/Jurkat-RUNX1-ChIP-Seq(GSE29180)/Homer,1,4-cell_rep1
"Brn1(POU,Homeobox)/NPC-Brn1-ChIP-Seq(GSE35496)/Homer",1,4-cell_rep1
Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)/Homer,1,4-cell_rep1
"PAX6(Paired,Homeobox)/Forebrain-Pax6-ChIP-Seq(GSE66961)/Homer",1,4-cell_rep1
Cdx2(Homeobox)/mES-Cdx2-ChIP-Seq(GSE14586)/Homer,1,4-cell_rep1
CUX1(Homeobox)/K562-CUX1-ChIP-Seq(GSE92882)/Homer,1,4-cell_rep1
ETV1(ETS)/GIST48-ETV1-ChIP-Seq(GSE22441)/Homer,1,4-cell_rep1
"OCT:OCT-short(POU,Homeobox)/NPC-OCT6-ChIP-Seq(GSE43916)/Homer",1,4-cell_rep1
Ets1-distal(ETS)/CD4+-PolII-ChIP-Seq(Barski_et_al.)/Homer,1,4-cell_rep1
ZNF692(Zf)/HEK293-ZNF692.GFP-ChIP-Seq(GSE58341)/Homer,1,4-cell_rep1
Sox15(HMG)/CPA-Sox15-ChIP-Seq(GSE62909)/Homer,1,4-cell_rep1
MNT(bHLH)/HepG2-MNT-ChIP-Seq(Encode)/Homer,1,4-cell_rep1
HOXA1(Homeobox)/mES-Hoxa1-ChIP-Seq(SRP084292)/Homer,1,4-cell_rep1
IRF8(IRF)/BMDM-IRF8-ChIP-Seq(GSE77884)/Homer,1,4-cell_rep1
"Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer",1,4-cell_rep1
Tbx6(T-box)/ESC-Tbx6-ChIP-Seq(GSE93524)/Homer,1,4-cell_rep1
Ap4(bHLH)/AML-Tfap4-ChIP-Seq(GSE45738)/Homer,1,4-cell_rep1
Arnt:Ahr(bHLH)/MCF7-Arnt-ChIP-Seq(Lo_et_al.)/Homer,1,4-cell_rep1
Ascl1(bHLH)/NeuralTubes-Ascl1-ChIP-Seq(GSE55840)/Homer,1,4-cell_rep1
Atf1(bZIP)/K562-ATF1-ChIP-Seq(GSE31477)/Homer,1,4-cell_rep1
Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer,1,4-cell_rep1
Atoh1(bHLH)/Cerebellum-Atoh1-ChIP-Seq(GSE22111)/Homer,1,4-cell_rep1
Bcl11a(Zf)/HSPC-BCL11A-ChIP-Seq(GSE104676)/Homer,1,4-cell_rep1
bHLHE41(bHLH)/proB-Bhlhe41-ChIP-Seq(GSE93764)/Homer,1,4-cell_rep1
BMAL1(bHLH)/Liver-Bmal1-ChIP-Seq(GSE39860)/Homer,1,4-cell_rep1
BMYB(HTH)/Hela-BMYB-ChIP-Seq(GSE27030)/Homer,1,4-cell_rep1
"bZIP:IRF(bZIP,IRF)/Th17-BatF-ChIP-Seq(GSE39756)/Homer",1,4-cell_rep1
CDX4(Homeobox)/ZebrafishEmbryos-Cdx4.Myc-ChIP-Seq(GSE48254)/Homer,1,4-cell_rep1
CEBP:AP1(bZIP)/ThioMac-CEBPb-ChIP-Seq(GSE21512)/Homer,1,4-cell_rep1
CEBP(bZIP)/ThioMac-CEBPb-ChIP-Seq(GSE21512)/Homer,1,4-cell_rep1
CLOCK(bHLH)/Liver-Clock-ChIP-Seq(GSE39860)/Homer,1,4-cell_rep1
Cux2(Homeobox)/Liver-Cux2-ChIP-Seq(GSE35985)/Homer,1,4-cell_rep1
Dlx3(Homeobox)/Kerainocytes-Dlx3-ChIP-Seq(GSE89884)/Homer,1,4-cell_rep1
EBF2(EBF)/BrownAdipose-EBF2-ChIP-Seq(GSE97114)/Homer,1,4-cell_rep1
EBF1(EBF)/Near-E2A-ChIP-Seq(GSE21512)/Homer,1,4-cell_rep1
Egr1(Zf)/K562-Egr1-ChIP-Seq(GSE32465)/Homer,1,4-cell_rep1
Egr2(Zf)/Thymocytes-Egr2-ChIP-Seq(GSE34254)/Homer,1,4-cell_rep1
Eomes(T-box)/H9-Eomes-ChIP-Seq(GSE26097)/Homer,1,4-cell_rep1
ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)/Homer,1,4-cell_rep1
Unknown-ESC-element(?)/mES-Nanog-ChIP-Seq(GSE11724)/Homer,1,4-cell_rep1
Etv2(ETS)/ES-ER71-ChIP-Seq(GSE59402)/Homer(0.967),1,4-cell_rep1
ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer,1,4-cell_rep1
EWS:ERG-fusion(ETS)/CADO_ES1-EWS:ERG-ChIP-Seq(SRA014231)/Homer,1,4-cell_rep1
EWS:FLI1-fusion(ETS)/SK_N_MC-EWS:FLI1-ChIP-Seq(SRA014231)/Homer,1,4-cell_rep1
Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer,1,4-cell_rep1
FOXK1(Forkhead)/HEK293-FOXK1-ChIP-Seq(GSE51673)/Homer,1,4-cell_rep1
FOXK2(Forkhead)/U2OS-FOXK2-ChIP-Seq(E-MTAB-2204)/Homer,1,4-cell_rep1
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer,1,4-cell_rep1
GLIS3(Zf)/Thyroid-Glis3.GFP-ChIP-Seq(GSE103297)/Homer,1,4-cell_rep1
Hand2(bHLH)/Mesoderm-Hand2-ChIP-Seq(GSE61475)/Homer,1,4-cell_rep1
HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)/Homer,1,4-cell_rep1
HIC1(Zf)/Treg-ZBTB29-ChIP-Seq(GSE99889)/Homer,1,4-cell_rep1
HIF2a(bHLH)/785_O-HIF2a-ChIP-Seq(GSE34871)/Homer,1,4-cell_rep1
HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)/Homer,1,4-cell_rep1
HNF6(Homeobox)/Liver-Hnf6-ChIP-Seq(ERP000394)/Homer,1,4-cell_rep1
Hoxa10(Homeobox)/ChickenMSG-Hoxa10.Flag-ChIP-Seq(GSE86088)/Homer,1,4-cell_rep1
Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)/Homer,1,4-cell_rep1
Hoxa13(Homeobox)/ChickenMSG-Hoxa13.Flag-ChIP-Seq(GSE86088)/Homer,1,4-cell_rep1
Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)/Homer,1,4-cell_rep1
HOXB13(Homeobox)/ProstateTumor-HOXB13-ChIP-Seq(GSE56288)/Homer,1,4-cell_rep1
Hoxd10(Homeobox)/ChickenMSG-Hoxd10.Flag-ChIP-Seq(GSE86088)/Homer,1,4-cell_rep1
Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)/Homer,1,4-cell_rep1
Hoxd12(Homeobox)/ChickenMSG-Hoxd12.Flag-ChIP-Seq(GSE86088)/Homer,1,4-cell_rep1
Hoxd13(Homeobox)/ChickenMSG-Hoxd13.Flag-ChIP-Seq(GSE86088)/Homer,1,4-cell_rep1
HRE(HSF)/HepG2-HSF1-ChIP-Seq(GSE31477)/Homer,1,4-cell_rep1
IRF4(IRF)/GM12878-IRF4-ChIP-Seq(GSE32465)/Homer,1,4-cell_rep1
Isl1(Homeobox)/Neuron-Isl1-ChIP-Seq(GSE31456)/Homer,1,4-cell_rep1
Lhx1(Homeobox)/EmbryoCarcinoma-Lhx1-ChIP-Seq(GSE70957)/Homer,1,4-cell_rep1
Lhx2(Homeobox)/HFSC-Lhx2-ChIP-Seq(GSE48068)/Homer,1,4-cell_rep1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer,1,4-cell_rep1
Unknown(Homeobox)/Limb-p300-ChIP-Seq/Homer,1,4-cell_rep1
LRF(Zf)/Erythroblasts-ZBTB7A-ChIP-Seq(GSE74977)/Homer,1,4-cell_rep1
MafA(bZIP)/Islet-MafA-ChIP-Seq(GSE30298)/Homer,1,4-cell_rep1
Maz(Zf)/HepG2-Maz-ChIP-Seq(GSE31477)/Homer,1,4-cell_rep1
Meis1(Homeobox)/MastCells-Meis1-ChIP-Seq(GSE48085)/Homer,1,4-cell_rep1
MITF(bHLH)/MastCells-MITF-ChIP-Seq(GSE48085)/Homer,1,4-cell_rep1
AMYB(HTH)/Testes-AMYB-ChIP-Seq(GSE44588)/Homer,1,4-cell_rep1
MYB(HTH)/ERMYB-Myb-ChIPSeq(GSE22095)/Homer,1,4-cell_rep1
Myf5(bHLH)/GM-Myf5-ChIP-Seq(GSE24852)/Homer,1,4-cell_rep1
MyoD(bHLH)/Myotube-MyoD-ChIP-Seq(GSE21614)/Homer,1,4-cell_rep1
MyoG(bHLH)/C2C12-MyoG-ChIP-Seq(GSE36024)/Homer,1,4-cell_rep1
Nanog(Homeobox)/mES-Nanog-ChIP-Seq(GSE11724)/Homer,1,4-cell_rep1
NeuroD1(bHLH)/Islet-NeuroD1-ChIP-Seq(GSE30298)/Homer,1,4-cell_rep1
NeuroG2(bHLH)/Fibroblast-NeuroG2-ChIP-Seq(GSE75910)/Homer,1,4-cell_rep1
NF1-halfsite(CTF)/LNCaP-NF1-ChIP-Seq(Unpublished)/Homer,1,4-cell_rep1
NF1(CTF)/LNCAP-NF1-ChIP-Seq(Unpublished)/Homer,1,4-cell_rep1
NFAT(RHD)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer,1,4-cell_rep1
Nkx2.2(Homeobox)/NPC-Nkx2.2-ChIP-Seq(GSE61673)/Homer,1,4-cell_rep1
Nkx2.5(Homeobox)/HL1-Nkx2.5.biotin-ChIP-Seq(GSE21529)/Homer,1,4-cell_rep1
Nkx3.1(Homeobox)/LNCaP-Nkx3.1-ChIP-Seq(GSE28264)/Homer,1,4-cell_rep1
Nkx6.1(Homeobox)/Islet-Nkx6.1-ChIP-Seq(GSE40975)/Homer,1,4-cell_rep1
NPAS(bHLH)/Liver-NPAS-ChIP-Seq(GSE39860)/Homer,1,4-cell_rep1
"Oct6(POU,Homeobox)/NPC-Pou3f1-ChIP-Seq(GSE35496)/Homer",1,4-cell_rep1
Olig2(bHLH)/Neuron-Olig2-ChIP-Seq(GSE30882)/Homer,1,4-cell_rep1
NFkB-p65(RHD)/GM12787-p65-ChIP-Seq(GSE19485)/Homer,1,4-cell_rep1
Pdx1(Homeobox)/Islet-Pdx1-ChIP-Seq(SRA008281)/Homer,1,4-cell_rep1
Pit1(Homeobox)/GCrat-Pit1-ChIP-Seq(GSE58009)/Homer,1,4-cell_rep1
"PPARa(NR),DR1/Liver-Ppara-ChIP-Seq(GSE47954)/Homer",1,4-cell_rep1
"PPARE(NR),DR1/3T3L1-Pparg-ChIP-Seq(GSE13511)/Homer",1,4-cell_rep1
PRDM14(Zf)/H1-PRDM14-ChIP-Seq(GSE22767)/Homer,1,4-cell_rep1
PRDM15(Zf)/ESC-Prdm15-ChIP-Seq(GSE73694)/Homer,1,4-cell_rep1
PRDM1(Zf)/Hela-PRDM1-ChIP-Seq(GSE31477)/Homer,1,4-cell_rep1
PRDM9(Zf)/Testis-DMC1-ChIP-Seq(GSE35498)/Homer,1,4-cell_rep1
Ptf1a(bHLH)/Panc1-Ptf1a-ChIP-Seq(GSE47459)/Homer,1,4-cell_rep1
PU.1-IRF(ETS:IRF)/Bcell-PU.1-ChIP-Seq(GSE21512)/Homer,1,4-cell_rep1
Rbpj1(?)/Panc1-Rbpj1-ChIP-Seq(GSE47459)/Homer,1,4-cell_rep1
Rfx6(HTH)/Min6b1-Rfx6.HA-ChIP-Seq(GSE62844)/Homer,1,4-cell_rep1
RUNX-AML(Runt)/CD4+-PolII-ChIP-Seq(Barski_et_al.)/Homer,1,4-cell_rep1
"RXR(NR),DR1/3T3L1-RXR-ChIP-Seq(GSE13511)/Homer",1,4-cell_rep1
SCL(bHLH)/HPC7-Scl-ChIP-Seq(GSE13511)/Homer,1,4-cell_rep1
SCRT1(Zf)/HEK293-SCRT1.eGFP-ChIP-Seq(Encode)/Homer,1,4-cell_rep1
Six2(Homeobox)/NephronProgenitor-Six2-ChIP-Seq(GSE39837)/Homer,1,4-cell_rep1
Smad3(MAD)/NPC-Smad3-ChIP-Seq(GSE36673)/Homer,1,4-cell_rep1
Smad4(MAD)/ESC-SMAD4-ChIP-Seq(GSE29422)/Homer,1,4-cell_rep1
Sox10(HMG)/SciaticNerve-Sox3-ChIP-Seq(GSE35132)/Homer,1,4-cell_rep1
Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer,1,4-cell_rep1
Sox6(HMG)/Myotubes-Sox6-ChIP-Seq(GSE32627)/Homer,1,4-cell_rep1
Sox9(HMG)/Limb-SOX9-ChIP-Seq(GSE73225)/Homer,1,4-cell_rep1
STAT4(Stat)/CD4-Stat4-ChIP-Seq(GSE22104)/Homer,1,4-cell_rep1
STAT6(Stat)/Macrophage-Stat6-ChIP-Seq(GSE38377)/Homer,1,4-cell_rep1
STAT6(Stat)/CD4-Stat6-ChIP-Seq(GSE22104)/Homer,1,4-cell_rep1
Tbx20(T-box)/Heart-Tbx20-ChIP-Seq(GSE29636)/Homer,1,4-cell_rep1
Tbx5(T-box)/HL1-Tbx5.biotin-ChIP-Seq(GSE21529)/Homer,1,4-cell_rep1
Tcf12(bHLH)/GM12878-Tcf12-ChIP-Seq(GSE32465)/Homer,1,4-cell_rep1
Tcf21(bHLH)/ArterySmoothMuscle-Tcf21-ChIP-Seq(GSE61369)/Homer,1,4-cell_rep1
TCF4(bHLH)/SHSY5Y-TCF4-ChIP-Seq(GSE96915)/Homer,1,4-cell_rep1
Tgif1(Homeobox)/mES-Tgif1-ChIP-Seq(GSE55404)/Homer,1,4-cell_rep1
Tgif2(Homeobox)/mES-Tgif2-ChIP-Seq(GSE55404)/Homer,1,4-cell_rep1
Tlx?(NR)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer,1,4-cell_rep1
WT1(Zf)/Kidney-WT1-ChIP-Seq(GSE90016)/Homer,1,4-cell_rep1
Zac1(Zf)/Neuro2A-Plagl1-ChIP-Seq(GSE75942)/Homer,1,4-cell_rep1
ZBTB18(Zf)/HEK293-ZBTB18.GFP-ChIP-Seq(GSE58341)/Homer,1,4-cell_rep1
ZEB1(Zf)/PDAC-ZEB1-ChIP-Seq(GSE64557)/Homer,1,4-cell_rep1
ZEB2(Zf)/SNU398-ZEB2-ChIP-Seq(GSE103048)/Homer,1,4-cell_rep1
ZFX(Zf)/mES-Zfx-ChIP-Seq(GSE11431)/Homer,1,4-cell_rep1
Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer,1,4-cell_rep1
Zic(Zf)/Cerebellum-ZIC1.2-ChIP-Seq(GSE60731)/Homer,1,4-cell_rep1
ZNF189(Zf)/HEK293-ZNF189.GFP-ChIP-Seq(GSE58341)/Homer,1,4-cell_rep1
Znf263(Zf)/K562-Znf263-ChIP-Seq(GSE31477)/Homer,1,4-cell_rep1
ZNF322(Zf)/HEK293-ZNF322.GFP-ChIP-Seq(GSE58341)/Homer,1,4-cell_rep1
ZNF416(Zf)/HEK293-ZNF416.GFP-ChIP-Seq(GSE58341)/Homer,1,4-cell_rep1
ZNF467(Zf)/HEK293-ZNF467.GFP-ChIP-Seq(GSE58341)/Homer,1,4-cell_rep1
ZNF711(Zf)/SHSY5Y-ZNF711-ChIP-Seq(GSE20673)/Homer,1,4-cell_rep1
ZNF7(Zf)/HepG2-ZNF7.Flag-ChIP-Seq(Encode)/Homer,1,4-cell_rep1
Otx2(Homeobox)/EpiLC-Otx2-ChIP-Seq(GSE56098)/Homer,2155,4-cell_rep2
RARg(NR)/ES-RARg-ChIP-Seq(GSE30538)/Homer,1922,4-cell_rep2
"RAR:RXR(NR),DR5/ES-RAR-ChIP-Seq(GSE56893)/Homer",1756,4-cell_rep2
GSC(Homeobox)/FrogEmbryos-GSC-ChIP-Seq(DRA000576)/Homer,1554,4-cell_rep2
SF1(NR)/H295R-Nr5a1-ChIP-Seq(GSE44220)/Homer,1205,4-cell_rep2
Nr5a2(NR)/mES-Nr5a2-ChIP-Seq(GSE19019)/Homer,1027,4-cell_rep2
Nr5a2(NR)/Pancreas-LRH1-ChIP-Seq(GSE34295)/Homer,861,4-cell_rep2
KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)/Homer,845,4-cell_rep2
Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer,536,4-cell_rep2
KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer,405,4-cell_rep2
CRX(Homeobox)/Retina-Crx-ChIP-Seq(GSE20012)/Homer,374,4-cell_rep2
EKLF(Zf)/Erythrocyte-Klf1-ChIP-Seq(GSE20478)/Homer,348,4-cell_rep2
Bcl6(Zf)/Liver-Bcl6-ChIP-Seq(GSE31578)/Homer,294,4-cell_rep2
KLF6(Zf)/PDAC-KLF6-ChIP-Seq(GSE64557)/Homer,231,4-cell_rep2
Klf9(Zf)/GBM-Klf9-ChIP-Seq(GSE62211)/Homer,171,4-cell_rep2
Esrrb(NR)/mES-Esrrb-ChIP-Seq(GSE11431)/Homer,142,4-cell_rep2
"FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer",142,4-cell_rep2
HIF-1b(HLH)/T47D-HIF1b-ChIP-Seq(GSE59937)/Homer,118,4-cell_rep2
BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer,112,4-cell_rep2
Erra(NR)/HepG2-Erra-ChIP-Seq(GSE31477)/Homer,89,4-cell_rep2
CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer,78,4-cell_rep2
"GATA(Zf),IR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer",73,4-cell_rep2
ZBTB12(Zf)/HEK293-ZBTB12.GFP-ChIP-Seq(GSE58341)/Homer,54,4-cell_rep2
"GFY-Staf(?,Zf)/Promoter/Homer",51,4-cell_rep2
PRDM10(Zf)/HEK293-PRDM10.eGFP-ChIP-Seq(Encode)/Homer,49,4-cell_rep2
Sp1(Zf)/Promoter/Homer,48,4-cell_rep2
ZNF143|STAF(Zf)/CUTLL-ZNF143-ChIP-Seq(GSE29600)/Homer,45,4-cell_rep2
Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer,44,4-cell_rep2
RORa(NR)/Liver-Rora-ChIP-Seq(GSE101115)/Homer,44,4-cell_rep2
