chr	start	end	EPI_E65_Nanog
chr6	83325915	83326552	16.321543642639927
chr6	83421544	83422383	37.581015810778936
chr6	83441428	83442074	20.916873608580314
chr6	83455891	83456268	10.999634676966174
chr6	83506538	83507255	23.771031161564995
chr6	83702386	83702926	30.24424865157516
chr6	83710826	83711511	40.713369567202825
chr6	83758241	83758491	16.836935398101808
chr6	83763025	83763332	17.655169468360924
chr6	83775824	83776253	25.13569842074023
chr6	83794961	83795210	16.388318517600677
chr6	83831405	83832121	39.423367122032126
chr6	83866806	83867910	18.746641491634257
chr6	83890255	83890799	20.908482630463208
chr6	83914314	83914744	20.619704987281978
chr6	84008387	84008680	14.99420381161947
chr6	84010363	84010688	16.72880768115704
chr6	84013104	84013428	17.45889374061867
chr6	84228475	84228959	13.70833430211406
chr6	84583519	84583813	32.0001092378785
chr6	85074836	85075712	21.593260983898215
chr6	85125786	85126200	11.337555978609169
chr6	85137287	85138019	13.318004901291895
chr6	85186124	85186436	31.46064115793277
chr6	85186931	85187960	43.45698257275758
chr6	85190496	85190899	30.186744121996405
chr6	85231628	85231862	17.09755364442483
chr6	85250916	85251220	16.062961892077798
chr6	85332533	85333951	22.726681444305292
chr6	85374768	85375417	26.29215732451029
chr6	85380796	85381041	17.832493174805933
chr6	85410668	85411161	12.131242684370122
chr6	85431744	85432368	10.474280368059109
chr6	85450908	85452028	28.25272308588028
chr6	85502298	85502787	15.850008391163831
chr6	85587020	85587783	19.864673974473387
chr6	85818101	85818780	15.680516737374711
chr6	85915335	85916005	16.8697202454752
chr6	85936985	85937327	12.02524833511888
chr6	85961220	85961983	16.20815192981285
chr6	85974641	85975102	11.849725659136658
chr6	86365512	86365952	17.492380933328107
chr6	86371174	86371766	17.767788513286693
chr6	86396765	86397213	13.942318250026021
chr6	86404281	86404603	16.147685554457006
chr6	86437870	86438806	21.86927097577315
chr6	86471998	86472901	23.472886030592132
chr6	86526419	86527076	19.023442767707905
chr6	86668973	86669824	26.623266472239333
chr6	86733224	86733653	14.740656728233214
chr6	86816331	86816889	12.060766626002541
chr6	86848935	86849765	18.854974022830824
chr6	87009704	87010068	12.1907064809904
chr6	87042371	87042744	19.223338344461478
chr6	87043081	87043400	10.379145366644785
chr6	87335582	87335887	10.880514914090517
chr6	87384267	87384514	11.350688154398188
chr6	87590368	87590711	12.493581513274167
chr6	87671961	87672312	18.17887043205761
chr6	87811586	87812217	28.350034320788982
chr6	87838806	87839048	17.418679836367772
chr6	87887776	87888157	18.40446032626735
chr6	87913998	87914322	9.218920107241031
chr6	87946712	87947241	14.41140251303891
chr6	87980448	87981082	18.46466265115828
chr6	87997822	87998228	13.62733524068823
chr6	88074981	88075373	13.419391074959112
chr6	88084464	88085022	19.71052811906329
chr6	88105928	88106199	13.418801402693745
chr6	88123687	88124025	16.134904669586724
chr6	88189666	88190085	28.768988861957997
chr6	88198158	88198712	38.80501927881895
chr6	88236096	88236646	12.584694082086736
chr6	88518674	88519162	13.39333990558249
chr6	88627256	88627605	13.361963621866396
chr6	88639775	88640168	19.20114638059194
chr6	88791974	88792489	13.209564231205912
chr6	88841653	88842532	44.881399087395955
chr6	88901790	88902638	20.245062653748494
chr6	88925546	88926306	27.49117117555518
chr6	88934260	88934665	15.052643163704579
chr6	88937196	88937726	16.414909139669167
chr6	88976737	88977137	13.9971932220459
chr6	89286688	89287017	13.910674080660279
chr6	89288031	89288603	14.701646387993872
chr6	89344943	89345423	13.825736473004023
chr6	89644052	89644901	38.64615347584791
chr6	90369456	90370056	11.58540919860204
chr6	90422588	90422957	16.659302933752375
chr6	90428601	90428886	13.280054166024192
chr6	90462114	90462511	11.832610028216461
chr6	90463460	90464023	20.21502506669419
chr6	90550437	90551061	13.115707556406656
chr6	90604637	90605107	21.734138884442917
chr6	90810050	90810341	11.254985340682092
chr6	90988719	90989473	46.513431164566974
chr6	91116500	91117096	16.986184529810142
chr6	91153709	91153988	25.23383295749678
chr6	91156703	91157028	20.150402943537784
chr6	91196521	91196822	18.54784595768317
chr6	91245276	91245740	14.536901143090478
chr6	91285003	91285887	13.752993294556216
chr6	91302017	91302269	12.33882204691569
chr6	91348552	91348919	16.4557877314513
chr6	91409368	91409971	19.648554088662117
chr6	91441025	91441437	10.281217033423266
chr6	91473107	91473792	19.81038462088926
chr6	91515802	91516268	15.120869378675208
chr6	91617099	91617444	15.29383567865344
chr6	91655700	91656272	18.29994983606405
chr6	91683516	91684297	19.492550653928983
chr6	91713187	91713527	18.388952330981983
chr6	91838803	91839162	14.290629647236349
chr6	91877668	91878445	14.988104984720394
chr6	91978461	91978996	11.493077862819778
chr6	92004534	92004815	9.184208752845954
chr6	92092154	92092614	15.45038534661998
chr6	92183622	92183864	14.209649417025984
chr6	92241064	92241394	13.59653145761201
chr6	92247536	92247780	15.720405731044831
chr6	92407175	92407578	14.481864567134279
chr6	92480973	92481527	17.809881330827512
chr6	92786630	92787558	28.20089459213717
chr6	92841554	92842405	18.668554977300445
chr6	92894918	92895457	13.98457110834918
chr6	92942874	92943770	24.84388171349253
chr6	93223799	93224268	20.168432327221705
chr6	93297905	93298302	37.408017862353574
chr6	93305356	93306035	21.07090437921403
chr6	93566582	93567424	22.860869813135288
chr6	93849045	93849735	15.190216016078342
chr6	93912582	93912853	20.63479684639681
chr6	93913307	93913677	24.47121838750066
chr6	94176704	94177231	18.578026063980595
chr6	94265249	94266075	24.168366006153835
chr6	94282121	94282955	24.035942545325923
chr6	94283874	94284386	31.41540676355362
chr6	94464513	94464773	20.676990721775937
chr6	94647189	94647941	22.470467360729867
chr6	94700071	94700865	23.551236108208183
chr6	94729247	94729948	23.002857213693748
chr6	94750446	94751217	33.1749825063228
chr6	94774026	94774362	15.837074802035378
chr6	95117642	95117952	21.650497045824604
chr6	95490469	95491144	21.951875661214192
chr6	95718528	95719109	11.283524042152496
chr6	97060239	97060594	20.075915430633113
chr6	97148603	97148844	16.039168456777993
chr6	97178894	97179532	15.014366075162977
chr6	97205368	97205804	24.77577279029636
chr6	97278062	97278987	53.15578015714078
chr6	97355254	97356051	27.592997923100757
chr6	97396511	97396947	19.51951331173608
chr6	97806773	97807239	12.029445069030631
chr6	98435567	98436240	19.79630109778485
chr6	98483358	98483807	18.03113272142304
chr6	98652805	98653082	12.990832373553665
chr6	98666463	98666904	15.403722799824479
chr6	98857677	98857984	11.520690392981912
chr6	99028281	99028703	21.00159514910802
chr6	99079043	99079689	15.793917719424693
chr6	99265733	99266582	16.913579574602934
chr6	99439414	99439989	19.84605974280316
chr6	99451466	99451723	10.015241808464555
chr6	99520745	99521310	28.51290338229289
chr6	99522729	99523662	26.623103292042035
chr6	99649153	99649468	17.788682713584294
chr6	99693225	99693549	13.287258625030518
chr6	99726291	99726699	13.814087042621537
chr6	100206946	100207364	16.950033541501423
chr6	100212622	100213595	24.4193651399289
chr6	100273732	100274020	13.540496720208061
chr6	100335577	100336878	27.86441328560362
chr6	100390487	100390769	15.45232185066169
chr6	100421825	100422735	23.40349237211458
chr6	100436858	100437227	13.087076760889069
chr6	100551827	100552098	11.193085698623939
chr6	100562893	100564241	16.547855551235752
chr6	100824461	100824694	19.175292850052337
chr6	101198558	101199071	14.424969749376324
chr6	101263222	101263941	40.02900234747663
chr6	101271966	101272496	13.623599223370823
chr6	101354110	101354570	13.525705524112867
chr6	101377846	101378411	29.336804371386503
chr6	101735066	101735396	18.277778359615443
chr6	102564297	102564588	12.658599722426372
chr6	102737324	102737700	12.521799100206254
chr6	102833005	102833662	21.734784449979415
chr6	103512217	103512885	14.795519473310002
chr6	103810182	103811294	31.260395361365173
chr6	105678943	105679562	15.152054659576908
chr6	106647003	106647349	12.921640252791388
chr6	107059046	107059558	11.397306397557259
chr6	107218120	107218393	8.216298768808553
chr6	107537068	107537466	11.743635865312125
chr6	107583907	107584402	11.081911316303291
chr6	107713151	107713794	15.315185435637716
chr6	108064992	108066027	17.350065436800897
chr6	108185509	108185804	11.623191287153858
chr6	108212597	108213268	15.75071392116177
chr6	108228763	108229037	15.75079018182128
chr6	108301619	108302148	14.893062503216171
chr6	108309792	108310200	16.686888519455405
chr6	108434453	108434900	13.8288698900466
chr6	108530899	108532063	19.945846215965823
chr6	108659094	108659549	16.230327350490697
chr6	108667986	108668787	12.844018147381652
chr6	108709800	108710217	13.858849886795886
chr6	108828060	108828839	20.561946267800092
chr6	110645321	110645919	12.62771059597615
chr6	112273554	112273915	16.64921288212911
chr6	112696379	112696644	15.160602529993596
chr6	112885213	112885642	16.724638211977233
chr6	113045953	113046569	12.618029993849916
chr6	113076168	113077459	33.79162247360076
chr6	113194048	113194330	7.835399566812718
chr6	113306224	113307148	37.39765775152099
chr6	113326357	113327253	24.691927083900996
chr6	113377439	113378133	34.32842530022437
chr6	113392231	113392882	15.78243292238672
chr6	113469263	113469554	18.24164450209575
chr6	113483289	113483836	19.521501211623168
chr6	113494348	113494635	16.16368653300747
chr6	113502790	113503061	13.94364390074107
chr6	113623999	113624316	18.95535027115879
chr6	113638412	113638777	12.749131965637208
chr6	113696625	113697173	18.326905455902544
chr6	113852325	113852645	15.081545263528824
chr6	114282723	114283004	13.471795662442137
chr6	114684255	114685023	16.484912992765505
chr6	114969206	114970034	13.58632142877809
chr6	115134644	115135115	13.97526700734586
chr6	115336058	115336661	11.407939358927916
chr6	115480676	115481217	33.25891136021359
chr6	115493180	115493652	12.276167732174114
chr6	115601805	115602291	16.48778823766198
chr6	115676549	115677011	16.26263358789089
chr6	115717909	115718406	16.159591605725662
chr6	115762229	115762546	16.37118863307339
chr6	115774575	115774833	14.18632297737654
chr6	115824037	115824308	20.67688765648986
chr6	115838132	115838483	20.562559970084077
chr6	115853074	115853828	29.426861212803768
chr6	115995081	115995322	23.276045890269934
chr6	116056525	116057329	14.266229134887013
chr6	116081548	116081982	17.657108772734894
chr6	116107418	116107900	14.524247877825346
chr6	116193087	116194376	16.145790286541356
chr6	116207618	116208283	14.604926070593354
chr6	116266232	116266630	14.937070225950462
chr6	116338047	116338280	17.47453302784539
chr6	116460872	116461132	8.489619029485262
chr6	116628771	116629231	13.054442581923112
chr6	116671070	116671489	22.84382617558955
chr6	116673888	116674360	23.23901322534529
chr6	117151907	117152634	26.049193340285772
chr6	117180104	117180579	17.595005167910927
chr6	117198744	117199926	24.36087419054835
chr6	117840857	117841543	17.349972313416593
chr6	117879200	117879953	22.78203582637022
chr6	117906213	117907077	20.3534619918576
chr6	118196930	118197420	11.649791182303915
chr6	118419509	118419834	26.23765362079327
chr6	118479102	118479427	18.919385214585525
chr6	118496136	118496479	13.53581841972062
chr6	118561856	118562331	10.727056870711477
chr6	118593468	118593773	17.284637394889458
chr6	119175200	119175684	25.595271707566315
chr6	119198839	119199595	14.365125590531283
chr6	119418287	119419027	19.646442584733705
chr6	119448540	119449936	23.433545821034123
chr6	119452128	119452413	25.36446109570955
chr6	119478954	119479491	16.41764604934323
chr6	119847849	119848560	35.58517108117813
chr6	119902516	119902866	12.706592347281319
chr6	120039376	120039852	16.618449533686917
chr6	120065551	120065885	12.509134302596133
chr6	120192927	120193303	17.96139621988256
chr6	120363735	120364385	26.089051173283504
chr6	120539223	120539740	18.019330712766667
chr6	120580858	120581157	15.79735796427647
chr6	120665204	120666420	39.033989576916944
chr6	120822420	120822915	19.00765862127747
chr6	120835865	120836506	15.34754088218796
chr6	120916568	120916991	14.131588647269751
chr6	121064598	121064833	14.75914052192201
chr6	121110100	121110496	35.38966226577759
chr6	121129935	121130510	15.086602144655973
chr6	121194082	121194750	23.606346781382303
chr6	121210618	121211045	12.397817026535856
chr6	121329670	121330196	12.739552849599164
chr6	121463163	121463539	13.678904650059152
chr6	121472985	121473672	22.115365603084648
chr6	121556616	121557091	19.713505367479826
chr6	122259057	122259378	16.086620411026143
chr6	122297559	122297850	18.293943621448634
chr6	122308600	122308948	30.599394403654955
chr6	122340041	122341551	43.963968285819554
chr6	122366117	122366940	23.383092539568285
chr6	122491879	122492312	15.412530978337172
chr6	122608592	122609009	15.547888568265261
chr6	122627504	122627808	14.286517883601942
chr6	122655016	122655610	22.84401331204758
chr6	122669711	122670231	15.66571354682629
chr6	122702592	122702985	27.929795947087023
chr6	122703645	122704078	24.206138919187197
chr6	122707206	122707757	32.209430756889105
chr6	122715761	122716551	18.12089938393122
chr6	122742409	122743039	21.975697157118056
chr6	122764910	122765682	29.198893035631723
chr6	122785776	122786112	12.588606420017424
chr6	122801058	122801797	13.913356026067463
chr6	122810772	122811889	28.760317238933183
chr6	122826086	122826724	21.459316340359774
chr6	123362138	123362659	8.430988530508616
chr6	123696616	123697869	16.879186056369985
chr6	123784766	123785035	15.724069882502786
chr6	124054489	124054833	16.10774632664614
chr6	124123433	124123996	12.612941504795216
chr6	124242770	124243018	10.829527747246527
chr6	124415269	124415876	13.22740297616019
chr6	124430830	124431402	13.33334199198476
chr6	124464648	124465052	13.596904044104095
chr6	124662541	124663392	38.76179420121548
chr6	124712499	124712779	9.953172383989607
chr6	124740425	124741533	29.219094376271382
chr6	124759153	124759387	16.574229024414322
chr6	124768235	124768475	15.08551255861918
chr6	124779582	124780214	19.026172502131402
chr6	124805398	124806160	30.14406216989352
chr6	124828977	124830387	43.76441407440402
chr6	124903507	124904297	23.235315080232258
chr6	124915464	124915703	24.759710271986958
chr6	124919729	124920301	41.77258591218428
chr6	124930856	124931401	42.32500188285058
chr6	125008727	125009300	19.097655377878986
chr6	125039325	125040064	27.292541687156255
chr6	125081635	125081901	17.271061366662046
chr6	125088687	125089127	18.633294736255298
chr6	125095366	125096032	15.456680723138758
chr6	125131544	125131788	20.661252271933634
chr6	125144962	125145515	18.626097206612393
chr6	125161343	125161600	17.642086147798175
chr6	125191478	125192149	23.877149482420055
chr6	125215211	125215583	27.373912119096325
chr6	125313632	125314007	13.090680638631184
chr6	125349394	125349907	23.99564905148036
chr6	125355391	125355772	20.650362645547222
chr6	125426520	125426890	18.25473641060494
chr6	125456088	125456338	13.73363176727295
chr6	125494526	125495071	14.61355348814518
chr6	125572938	125573622	15.60146779623645
chr6	125578045	125578505	19.172429188438084
chr6	125600342	125600658	13.411829749240152
chr6	125995367	125995825	12.418930978233638
chr6	126349985	126350387	13.976752888503952
chr6	126384767	126385199	14.759781276738202
chr6	126645510	126645906	31.81707294541176
chr6	126669245	126669679	15.096590277236727
chr6	126740124	126740472	11.424495313359403
chr6	126763187	126763835	17.819248770490105
chr6	126848865	126849560	12.520028457367163
chr6	126939199	126939962	22.797464426973075
chr6	127019093	127019941	25.437497636057294
chr6	127080035	127080361	16.301859805920373
chr6	127109629	127109930	19.083565227217058
chr6	127130282	127131115	15.742785408001701
chr6	127151362	127151670	28.179752207421636
chr6	127151966	127152441	24.442112486989874
chr6	127154562	127155017	30.060124546092943
chr6	127215092	127215773	22.457647277395104
chr6	127252194	127252546	34.29245086149736
chr6	127330039	127330829	21.095948722694494
chr6	127336628	127337075	20.895603809314018
chr6	127337319	127337672	16.10217881945645
chr6	127363436	127364016	23.561965712185565
chr6	127453372	127453991	21.830466288934808
chr6	127463258	127463825	12.896887198957817
chr6	127561221	127561688	14.391395709754567
chr6	127767924	127768371	27.71731491856927
chr6	128034670	128035453	28.069849460061025
chr6	128088654	128089008	11.13846896731921
chr6	128143519	128144127	18.017029003093118
chr6	128200274	128201210	18.678922230361874
chr6	128355466	128356101	20.192795897656538
chr6	128424352	128424953	24.525671108391837
chr6	128445683	128446270	19.963841925690893
chr6	128477670	128478240	30.431210902699252
chr6	128669863	128670328	11.088599897200062
chr6	128761200	128761492	10.864794851982431
chr6	128839259	128839717	26.75268057860662
chr6	128845202	128845913	28.989969964436504
chr6	128853849	128854441	19.246610886341816
chr6	128868361	128869914	20.04190055063595
chr6	129079988	129080374	15.42310946222414
chr6	129522424	129522657	25.91308291275614
chr6	129532919	129533429	13.789461678149653
chr6	130751329	130751567	7.753145514416094
chr6	133872900	133873741	20.210976846719895
chr6	134035072	134036201	28.596110692797136
chr6	134632164	134632528	10.974564541827192
chr6	134640552	134640907	15.62365387929997
chr6	134829793	134830566	31.284533999098844
chr6	134887746	134888702	22.8104611729977
chr6	134897621	134898435	20.011432105258876
chr6	134916486	134917307	27.172711875348668
chr6	134920007	134920661	28.364837281929972
chr6	134928366	134928986	28.829698881026236
chr6	134994534	134994781	12.400765631362976
chr6	135039841	135040681	20.69773474761418
chr6	135087692	135088075	11.577995210652563
chr6	135112431	135113165	26.56654588662961
chr6	135148092	135148733	20.91866061170462
chr6	135168001	135168421	12.894204684666224
chr6	135252509	135252973	12.476360836933399
chr6	135332790	135333294	11.27791194310264
chr6	135550265	135550939	20.75437061722979
chr6	135859193	135859718	18.87048053741455
chr6	135907590	135907849	10.108232096815662
chr6	135920314	135920607	23.137709646908498
chr6	136113493	136114377	15.098688449255482
chr6	136172224	136172612	13.689087260629712
chr6	136173271	136173676	20.763807831281497
chr6	136255952	136256306	8.908201338881153
chr6	136331842	136332130	12.88024310602082
chr6	136468456	136469504	46.76177117660755
chr6	136470548	136470936	39.74402058001646
chr6	136518718	136519373	36.713829701547404
chr6	136803913	136804722	23.01115918012131
chr6	136807719	136808049	18.720319175720213
chr6	136827936	136828673	19.61598907429295
chr6	137142628	137143149	13.200514635975667
chr6	137169330	137170793	22.06507009622257
chr6	137648741	137649053	12.06254226122147
chr6	137734705	137734993	13.302814573049545
chr6	137754235	137754770	13.022835874111854
chr6	139275411	139276096	17.076610743390383
chr6	140263709	140264524	26.371360205433852
chr6	140336877	140337323	20.309741435029583
chr6	140444911	140445348	17.46453426849924
chr6	140603294	140603825	27.2173630989204
chr6	140617538	140617953	29.0114495105054
chr6	140628176	140628577	12.522612146011314
chr6	140680973	140681274	13.294299971621694
chr6	140733478	140733711	12.496237611565979
chr6	140816125	140816658	17.425606230186478
chr6	140897400	140897691	12.703024828147234
chr6	141495525	141496215	30.0166753133138
chr6	141589807	141590139	21.216999358441456
chr6	141590451	141590719	15.666354520997004
chr6	142345594	142345864	34.36002146402995
chr6	142386894	142387176	16.363986803284774
chr6	142512918	142513453	26.804875817699966
chr6	142570933	142571626	12.852498695791885
chr6	142752740	142753094	14.6772638795066
chr6	142756682	142756929	20.19167176142395
chr6	143116886	143117470	16.57460518732463
chr6	143166775	143167177	28.314875028619717
chr6	143355707	143356114	10.72146159132224
chr6	144250904	144251634	36.8105596803639
chr6	144273335	144273961	19.783242070255948
chr6	144361342	144361999	36.26285871450578
chr6	144453792	144454236	13.586541412112949
chr6	144480728	144481119	10.640804672485118
chr6	144532363	144532910	19.500630593169106
chr6	144648255	144648593	16.065148254823402
chr6	145076093	145076531	18.49089670399008
chr6	145173828	145174087	14.351801360435928
chr6	145210837	145211608	24.14923289159238
chr6	145232097	145232347	77.71940313720702
chr6	145276005	145276619	21.170834830218883
chr6	145340311	145341230	16.98509952163281
chr6	145361312	145361576	11.798150546622999
chr6	145386143	145386865	18.87522120224802
chr6	145746211	145746822	20.51042460927011
chr6	145855813	145856066	16.77859487646653
chr6	145863839	145864238	20.917840443756944
chr6	146342701	146343094	21.473300014136704
chr6	146410089	146410358	22.120000555612783
chr6	146502049	146502377	11.986615794460947
chr6	146523784	146524018	16.021617587814983
chr6	146577385	146577859	35.53701966120724
chr6	146642398	146642915	17.769223268534734
chr6	146888137	146888818	16.204092126585838
chr6	146981265	146981618	18.424951909959486
chr6	147263711	147264079	11.803973190162493
chr6	148047091	148047373	9.96619151162763
chr6	148354322	148354587	14.790338699772672
chr6	148813676	148814050	12.46877900801878
chr6	148831169	148831462	14.280324961951974
chr6	148895961	148896493	17.06805651707757
chr6	148946221	148946819	24.489718794424
chr6	148971780	148972262	15.756693096081746
chr6	148983393	148983755	15.804802976260527
chr6	148992168	148993058	24.108028725827676
chr6	149069223	149070169	23.421429542356012
chr6	149100602	149101111	16.92926849784926
chr6	149130913	149131622	28.855036970926776
chr6	149141507	149141819	13.542322687613659
chr6	149154024	149154606	17.295472300749054
chr6	149188241	149188792	26.875482256312985
chr6	149565801	149566448	19.03767477415813
chr17	3006819	3007509	7.781402495633001
chr17	3081570	3082409	21.036081314086914
chr17	3114556	3115041	20.60086140190203
chr17	3273467	3273777	12.604095988119802
chr17	3274696	3275431	22.923963829611434
chr17	3286580	3287024	24.403023810000033
chr17	3326184	3326480	13.434082620852703
chr17	3375121	3375421	21.056325031916302
chr17	3406915	3407400	19.172165968983442
chr17	3491532	3491898	14.437114572264457
chr17	3557416	3558369	25.586315959598185
chr17	3566194	3566484	20.486736471899626
chr17	4739041	4739377	18.798012636956713
chr17	4908174	4908555	17.038937936617632
chr17	5036015	5036321	19.368313331230013
chr17	5190061	5190396	10.750748541817737
chr17	5324583	5325118	17.533925726703394
chr17	5440022	5440868	17.903190618429342
chr17	5491233	5491703	16.55871439183012
chr17	5567466	5568426	16.764398319522538
chr17	5660398	5660838	15.035941602967002
chr17	5828232	5828975	15.252191859331298
chr17	5934895	5935138	13.872584982664007
chr17	5968727	5969227	14.126114862442016
chr17	6079421	6080049	19.058945043831116
chr17	6144326	6144813	11.248337752520426
chr17	6317371	6317825	13.567062724529384
chr17	6759686	6760123	24.983640363069092
chr17	6779040	6779290	16.611814098358153
chr17	6808629	6809042	11.702023446126942
chr17	6827912	6828378	26.84020041600829
chr17	6860335	6861136	28.77797317862064
chr17	7169497	7170325	32.37016160706967
chr17	7176385	7176958	23.082555804161085
chr17	7562807	7563478	22.94876909184918
chr17	7827036	7827328	14.001026307066827
chr17	8283486	8284124	16.797880848373364
chr17	8310762	8311505	12.560868235006627
chr17	8338819	8339074	10.767910852619245
chr17	8341064	8341337	11.31168621538323
chr17	8375667	8376549	39.71059055933877
chr17	8388651	8390033	86.47715938143033
chr17	8408639	8409388	24.282764634716813
chr17	8429696	8430098	26.863649187989495
chr17	8433743	8434856	35.194610621408636
chr17	8799189	8799461	19.750787012717304
chr17	8801233	8801533	24.4004590288798
chr17	9031697	9032201	15.835553318735153
chr17	9167597	9168002	18.284772955341104
chr17	9202424	9202850	16.895969426687895
chr17	9579990	9580477	14.676564341942633
chr17	9722588	9723185	15.098873946734608
chr17	10078924	10079188	14.564028118595932
chr17	10335305	10335826	19.355501092555656
chr17	10530767	10531098	10.349849951591377
chr17	10630928	10631295	13.378098474861165
chr17	10839874	10840390	19.05366403742354
chr17	11067662	11068298	12.44129420226475
chr17	11093017	11093344	16.05895422722586
chr17	11127230	11127853	25.622779435943066
chr17	11148727	11149023	12.421639927335688
chr17	11513980	11514324	12.320172207300054
chr17	11529626	11529968	29.357007751687924
chr17	11533758	11534412	33.60306667479536
chr17	11645057	11645391	10.045113602084314
chr17	12021110	12021842	20.050267108802586
chr17	12039646	12040073	9.428401234557533
chr17	12047942	12048205	14.006281714928921
chr17	12062206	12062578	15.774538775925995
chr17	12118803	12119501	20.117035582960504
chr17	12119929	12120329	19.77025071144104
chr17	12318291	12318643	12.310269515622746
chr17	12508581	12509221	22.762550027668475
chr17	12749831	12750213	18.063570066272277
chr17	12869622	12870257	26.928112720879984
chr17	12916104	12916814	26.667538994802555
chr17	12960410	12960762	29.67474566264586
chr17	12972995	12973311	9.981849596470218
chr17	12991812	12992974	15.491771501025728
chr17	13656684	13657223	12.539534186609158
chr17	13658850	13659252	18.086339143971305
chr17	13668382	13668861	24.35075095501225
chr17	13683370	13684017	21.52525099351933
chr17	13700379	13700868	14.703636077771645
chr17	13742631	13742875	9.950314685946605
chr17	14163809	14164084	13.987006288008256
chr17	14165456	14165730	16.20885129218554
chr17	14173526	14173764	18.334626426215934
chr17	14201558	14202358	32.46013385295868
chr17	14203533	14203776	22.524186923180096
chr17	14222009	14222772	19.220689359842403
chr17	14263763	14264140	14.324549442260905
chr17	14278771	14279386	19.20084487325777
chr17	14280321	14280678	11.464596003043551
chr17	14392989	14393509	15.41119846380674
chr17	14495190	14495460	12.888179655428287
chr17	14693081	14693979	24.102472734345096
chr17	14727809	14728195	10.78652428468892
chr17	14832951	14833195	10.296335001460841
chr17	15065636	15066209	12.962283154432686
chr17	15195116	15195444	17.002499621088912
chr17	15207961	15208557	16.267689253659857
chr17	15247624	15248451	23.688464142823594
chr17	15375779	15376637	26.058553735693017
chr17	15395867	15396629	18.434403609728875
chr17	15440575	15441047	18.098416809308326
chr17	15499625	15499862	15.927959514569633
chr17	15564068	15564786	19.19650382118969
chr17	15656958	15657273	12.903869380648175
chr17	15678167	15678424	16.42273981190841
chr17	15704540	15704898	19.23417433680103
chr17	15826417	15826890	21.53034425336261
chr17	15832108	15832456	15.21883522779092
chr17	15848513	15849105	12.049048147491506
chr17	15990481	15990847	11.531814854001738
chr17	16374210	16374648	19.600556284325307
chr17	16378643	16379033	18.225478233435215
chr17	16809012	16809648	10.7777415798895
chr17	16951191	16951520	12.567451294432296
chr17	17373930	17374731	25.924492340707005
chr17	17424950	17425533	16.746544970451865
chr17	17448837	17449530	13.010547906977445
chr17	17624240	17625521	34.27986082781301
chr17	17655207	17655966	35.72378011811549
chr17	17827700	17828755	20.33830512530431
chr17	17838000	17838519	17.89566917272432
chr17	18044242	18044538	10.137224343982902
chr17	18511469	18512382	15.830421210641015
chr17	18523290	18523551	16.85881509817423
chr17	20439128	20439391	11.48149638665493
chr17	20945004	20945820	26.61028681315628
chr17	21383534	21384171	12.45400212211549
chr17	21423106	21423560	22.265552291786094
chr17	21449894	21450616	13.593073874629436
chr17	21473493	21473839	13.55254961024819
chr17	21516526	21516973	18.283649005079162
chr17	21532185	21532625	20.968746716325935
chr17	21553256	21553755	17.702931860883634
chr17	21566910	21567278	23.082960273908533
chr17	21707196	21707619	11.500913577158682
chr17	21733721	21733957	14.728820841191178
chr17	22119034	22119278	18.463575871264347
chr17	22745809	22746520	18.38310789760155
chr17	22876230	22876630	24.320625698566438
chr17	22877597	22878105	18.739839044612225
chr17	23293790	23294261	11.81938575534051
chr17	23328779	23329888	14.909804667085005
chr17	23330363	23330944	14.968776573207416
chr17	23432698	23433046	14.906276228784145
chr17	23433439	23433805	13.782482214964153
chr17	23511439	23511974	12.438512798558886
chr17	23518785	23519129	16.41731607913971
chr17	23592444	23593085	18.470687025608772
chr17	23599105	23599351	20.180991882231176
chr17	23600835	23601458	36.795139943424424
chr17	23644929	23645357	14.574284299511776
chr17	23652620	23653049	7.260403943228555
chr17	23673554	23673936	36.79817141288238
chr17	23679288	23679822	36.61628253093819
chr17	23695279	23696133	18.073040253105432
chr17	23726081	23726973	17.915349526255653
chr17	23740309	23740718	25.176502922636374
chr17	23771354	23771919	21.418340475369344
chr17	23786448	23786792	12.138866496640583
chr17	23790157	23790541	17.708026967942715
chr17	23790804	23791043	15.699201081088397
chr17	23802975	23803560	31.19165730272603
chr17	23828850	23829513	19.610755169553453
chr17	23924589	23925148	16.288555302219017
chr17	23978974	23979242	16.53768305636164
chr17	24073268	24073975	12.976688940757741
chr17	24152014	24152355	20.31349809148794
chr17	24163558	24163798	15.40242979923884
chr17	24168827	24169774	20.76707965846802
chr17	24220559	24221139	15.026048407061346
chr17	24351472	24352258	13.831354599872618
chr17	24414356	24414866	18.69469482945461
chr17	24426556	24426902	13.743804319745543
chr17	24454882	24455757	16.643962886265346
chr17	24469912	24470752	20.890620559737798
chr17	24478804	24479292	39.908834983090884
chr17	24527631	24528157	27.395106593012358
chr17	24533457	24533858	17.820367380270635
chr17	24549723	24550522	23.81795940709502
chr17	24632227	24632601	16.94703662586722
chr17	24650037	24650353	13.332396824148637
chr17	24696195	24696523	10.572053410658022
chr17	24724109	24724680	15.791728163350067
chr17	24736416	24736651	20.669296126670027
chr17	24850088	24850800	24.198623420147413
chr17	24886279	24886824	27.88312535417189
chr17	24896470	24896771	18.312833716306972
chr17	24936724	24936982	15.002953459126081
chr17	24960483	24961266	16.41196276371202
chr17	25015774	25016546	32.79406793253409
chr17	25115738	25116000	24.296100347096683
chr17	25221919	25222406	23.805490993131603
